episode,step,reward,success,final_distance
1,250,-186.57188967983697,0,0.12089092601775472
2,500,-233.39113240055426,0,0.5379057347787526
3,579,-83.39523371760147,1,0.0450659664934988
4,641,-94.97387422338323,1,0.031455120741370156
5,891,-134.24656995334365,0,0.10134983202136752
6,1013,-117.07543923278463,1,0.048580022062674616
7,1263,-177.10038326006259,0,0.3959131302405021
8,1513,-195.03389264683904,0,0.2666097687309853
9,1763,-225.6738546652147,0,0.7907935582750651
10,1829,-30.428028210766534,1,0.04910145929143644
11,1930,-28.60709294818424,1,0.04960612516347652
12,2180,-174.13860296010603,0,0.15825938623097058
13,2430,-152.50915028768316,0,0.1484174611295534
14,2680,-101.9742441822611,0,0.15815965427304143
15,2930,-120.69383042040297,0,0.24565694500262886
16,3072,-55.028609136062876,1,0.048268029483922836
17,3322,-213.523870157702,0,0.6514928416728393
18,3572,-104.30640828717343,0,0.48042462420783083
19,3822,-210.24418582328784,0,0.6728641586864217
20,4072,-160.61240947568942,0,0.5858874804899491
21,4322,-273.1762106676507,0,0.6436127342852396
22,4572,-167.95901922024177,0,0.1100724011209218
23,4822,-152.90844679492656,0,0.37716721698615197
24,5072,-212.1308251784734,0,0.4960410938834925
25,5322,-210.74662103208976,0,0.48217686768243273
26,5547,-108.89356666634676,1,0.04935744406395497
27,5620,-109.16780353245849,1,0.04999924577865843
28,5870,-256.2923158241437,0,0.6539447661855023
29,6120,-129.12887646434612,0,0.09135588624151922
30,6370,-265.47622342049823,0,0.3696173202630764
31,6620,-128.12110415305193,0,0.2563952099493357
32,6870,-176.89712157559592,0,0.2743280060850055
33,6993,-59.83008025534589,1,0.049444158129463366
34,7243,-126.94800543954163,0,0.1925771641718235
35,7493,-202.11790942748675,0,0.19404425963084315
36,7566,-115.61134071562543,1,0.04748817548632531
37,7816,-230.6202723058731,0,0.4089078998597465
38,7870,-34.64707438245772,1,0.04605941914587337
39,8120,-158.109885066576,0,0.061175528530127254
40,8224,-95.72154601131989,1,0.04260977420727767
41,8474,-198.78583085407737,0,0.47150301452995663
42,8724,-130.1721197440277,0,0.07580553503852883
43,8974,-163.01804268607694,0,0.4848246699394559
44,9224,-75.52797771447769,0,0.19937596561469442
45,9474,-114.97670077332809,0,0.15419797705662056
46,9724,-183.29264678103422,0,0.5107392515377748
47,9974,-92.81587174890801,0,0.1988463404835499
48,10224,-123.10223298571091,0,0.13143598804995676
49,10474,-117.89687601027667,0,0.0945359958213671
50,10724,-142.0479151715395,0,0.19350787838684194
51,10974,-130.51256745978577,0,0.27020410890270985
52,11052,-25.210367119564914,1,0.045707009238180434
53,11302,-77.0850352667336,0,0.14808366830740746
54,11332,-7.013409066723375,1,0.0275145514915602
55,11405,-79.3916482532057,1,0.03149531121844351
56,11430,-5.938935809412399,1,0.03517325525021053
57,11680,-236.24427260072017,0,0.7053423576199976
58,11930,-186.83110880328653,0,0.7281374273021451
59,12180,-209.15101404119238,0,0.25341742672697315
60,12430,-137.09974821537446,0,0.3737632025068742
61,12680,-245.75655641878745,0,0.6474201418832769
62,12930,-281.12727097296636,0,0.36488858562792376
63,13180,-274.4048239181354,0,0.4239099302416071
64,13430,-137.37410593326575,0,0.1426624801799508
65,13680,-116.39616810377414,0,0.31746789766161
66,13930,-151.14288686938053,0,0.3526095965513047
67,13977,-24.15595509369126,1,0.048772815734699104
68,14227,-112.78667012920968,0,0.1078241306297694
69,14335,-87.76011096306992,1,0.020506670099878097
70,14585,-80.54522121891945,0,0.11966402111254713
71,14835,-171.971878900184,0,0.08580434291983756
72,15076,-51.30613955780913,1,0.04924082856073172
73,15160,-83.20494400122239,1,0.0449923181084545
74,15281,-141.68353756433328,1,0.0494084967861231
75,15531,-206.54233017535145,0,0.3595486963353747
76,15781,-59.138556097843846,0,0.09321514321024707
77,16031,-128.93836712580662,0,0.18347522791346782
78,16281,-80.07017789677631,0,0.11897636414982773
79,16531,-184.69658888720255,0,0.6011980456018914
80,16781,-201.05982170513516,0,0.17217697110701177
81,17031,-196.6042830856032,0,0.23595344271300547
82,17102,-77.75584425325205,1,0.019473926882695714
83,17181,-42.09803774973467,1,0.04981196052046217
84,17333,-70.77403596451119,1,0.0474629548182635
85,17469,-129.45568630464905,1,0.049788759313035884
86,17541,-61.404870324916146,1,0.04780934742740934
87,17636,-120.43328066346193,1,0.04046636395828574
88,17886,-102.45744664042336,0,0.2738834877913323
89,18136,-135.75486211859476,0,0.1410260643233798
90,18264,-146.40669747861068,1,0.04801699111457448
91,18514,-124.77941479319513,0,0.19245153488448766
92,18764,-213.17636973013646,0,0.299709197162773
93,19014,-123.61224782112184,0,0.08570775371841251
94,19264,-79.22664576360842,0,0.088040662564957
95,19514,-108.73851479989067,0,0.10213728961745512
96,19666,-150.61986166021867,1,0.02917152500993384
97,19711,-30.262277048096806,1,0.049612575482942005
98,19831,-125.0217266602256,1,0.0499919025442516
99,20081,-73.40317367610457,0,0.16162505904124252
100,20331,-147.63998148840824,0,0.2615974138066167
101,20581,-103.850271284986,0,0.4323676079378357
102,20831,-50.28716743561379,0,0.07931724119174449
103,21081,-142.64784510815292,0,0.2974425364129864
104,21331,-58.916959773218736,0,0.07680959419649469
105,21581,-85.34147556547487,0,0.234441261531304
106,21831,-92.03754934027901,0,0.10552773628594492
107,21932,-147.20973906490553,1,0.049533382637857566
108,22141,-195.25975829427964,1,0.049532136675882014
109,22391,-93.93021826709864,0,0.22359212942033005
110,22641,-137.34972055967094,0,0.20145932243430595
111,22891,-144.25453056819427,0,0.2208485197157794
112,23141,-153.7307201179351,0,0.13040734686090938
113,23391,-86.9034155512589,0,0.19501060515042515
114,23641,-296.04360607156514,0,0.5560589742182086
115,23680,-18.764651164487283,1,0.04531080067483545
116,23930,-158.56047313174815,0,0.5294682494687498
117,24015,-67.101963219255,1,0.03217114040742402
118,24265,-213.8907722143445,0,0.3734596590138572
119,24305,-20.596426101897265,1,0.043287147609415044
120,24387,-113.90741827981546,1,0.01650394345636285
121,24475,-149.20930495927615,1,0.030212056112938018
122,24541,-93.91474732554664,1,0.02364882290665638
123,24581,-19.235741982782507,1,0.049775504910144534
124,24831,-289.50283472703273,0,0.53156694926694
125,24908,-84.58473192836797,1,0.03763172846761022
126,25158,-280.8266573864432,0,0.24872599392590602
127,25408,-89.5079105196248,0,0.20156271279968432
128,25658,-104.16368043137801,0,0.45357032050881246
129,25908,-178.6729847523642,0,0.20612833941552955
130,26158,-330.34002621752444,0,1.062833005773357
131,26351,-102.90868020875385,1,0.049516789915858186
132,26457,-75.19230122129352,1,0.04838611166924859
133,26707,-135.76292770410174,0,0.3075380806744135
134,26957,-121.71137370342689,0,0.2644331245208724
135,27051,-114.5543101224325,1,0.04787091261050663
136,27301,-100.39088423153459,0,0.284593222837275
137,27551,-80.61146759475395,0,0.13361404314707936
138,27801,-71.35042282179737,0,0.159205001623583
139,27889,-17.03495688641513,1,0.03616619567746297
140,28139,-129.11126435888212,0,0.08860061927481305
141,28237,-128.3721670377003,1,0.04914694111227696
142,28487,-183.52251310543633,0,0.3416599596874199
