population,condition,training_seed,ensemble_seed,scenario,episode_seed,window_first_step,window_last_step,n_rows_in_window,uncertainty_norm_landmark_median,uncertainty_ratio_landmark_median,unsafe_episode,safety_infeasible,operational_failure
safety,A6c_gate_off_control,0,0,ood_compound,50033,0,24,25,5.9597283551986875,1.4199713070011557,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50034,0,24,25,5.560788466456571,1.324919458750741,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50035,0,24,25,5.276888096265704,1.257277050289895,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50036,0,24,25,6.664949109451231,1.5879979646703442,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50037,0,24,25,7.21955687333756,1.7201394087802417,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50038,0,24,25,6.415791922235707,1.528633504464613,True,False,True
safety,A6c_gate_off_control,0,0,ood_compound,50039,0,24,25,5.953935673990934,1.4185911365277077,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50040,0,24,25,4.354678295706933,1.037550348369593,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50041,0,24,25,7.3852364309544365,1.759614398905822,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50042,0,24,25,4.254764300105368,1.013744731994762,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50043,0,24,25,4.362445616447036,1.039400998588172,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50044,0,24,25,6.372286192275968,1.5182677823123472,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50045,0,24,25,6.492003930413127,1.5467918597471109,True,False,True
safety,A6c_gate_off_control,0,0,ood_compound,50046,0,24,25,7.148973206303748,1.7033220681302255,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50047,0,24,25,5.862099967565219,1.3967102620464162,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50048,0,24,25,5.477042572001136,1.30496607159642,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50049,0,24,25,7.293831926259506,1.7378362630140685,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50050,0,24,25,4.82512423751171,1.149639305960286,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50051,0,24,25,5.1099058498960686,1.217491680136799,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50052,0,24,25,7.680578613090903,1.8299829458237478,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50053,0,24,25,7.133523858600616,1.6996410898804037,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50054,0,24,25,6.497025806673511,1.547988377402288,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50055,0,24,25,7.168274422636395,1.7079207967549408,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50056,0,24,25,5.187386457103457,1.2359522931926856,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50057,0,24,25,6.459990185645659,1.5391642303838011,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50058,0,24,25,7.461759586204319,1.7778468884254561,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50059,0,24,25,5.550137932087367,1.3223818509426086,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50060,0,24,25,6.687576462552434,1.593389182229625,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50061,0,24,25,5.207036533218288,1.2406341415254387,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50062,0,24,25,6.060261438064746,1.4439244277754688,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50063,0,24,25,3.7393641937883593,0.8909449466728185,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50064,0,24,25,6.691493123081895,1.5943223699924947,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50065,0,24,25,5.363119480131673,1.2778226328324058,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50066,0,24,25,7.115088701374733,1.6952487094327322,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50067,0,24,25,5.797053348683705,1.3812121844622895,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50068,0,24,25,4.949810139883635,1.1793471035650611,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50069,0,24,25,7.237697590137806,1.7244616355344715,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50070,0,24,25,4.495329394156586,1.0710620308143952,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50071,0,24,25,6.864804001338507,1.63561560680603,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50072,0,24,25,7.735756396671033,1.8431296640629036,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50073,0,24,25,5.268461563882015,1.2552693355939863,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50074,0,24,25,4.85593553292827,1.1569804384440994,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50075,0,24,25,5.65049907095121,1.3462940041534686,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50076,0,24,25,7.338766458440659,1.7485424131249372,True,True,True
safety,A6c_gate_off_control,0,0,ood_compound,50077,0,24,25,5.087861968100778,1.212239481080288,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50078,0,24,25,5.826847379825011,1.388310942462501,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50079,0,24,25,6.386995605537508,1.5217724629839064,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50080,0,24,25,7.072918629300532,1.6852012225691233,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50081,0,24,25,3.7086223150165627,0.8836203534736703,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50082,0,24,25,6.693364344547455,1.59476820923747,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50083,0,24,25,4.927331144635943,1.1739912339079996,True,False,True
safety,A6c_gate_off_control,0,0,ood_compound,50084,0,24,25,6.53593932864768,1.5572599551260409,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50085,0,24,25,6.91371812050194,1.647269937604299,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50086,0,24,25,7.3385942132157655,1.7485013737918433,True,False,True
safety,A6c_gate_off_control,0,0,ood_compound,50087,0,24,25,6.019649776063242,1.4342482493769246,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50088,0,24,25,5.612277551947541,1.337187303803969,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50089,0,24,25,5.594441231580309,1.3329376028722384,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50090,0,24,25,7.252555053846181,1.7280015908652042,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50091,0,24,25,7.514082248671521,1.7903133424282673,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50092,0,24,25,4.909027677943852,1.1696302301889714,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50093,0,24,25,7.305924647197659,1.7407174877498857,True,False,True
safety,A6c_gate_off_control,0,0,ood_compound,50094,0,24,25,5.315846548587414,1.2665593331667218,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50095,0,24,25,6.109888767183522,1.4557486887470774,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50096,0,24,25,7.259744740390101,1.7297146133370744,False,False,False
safety,A6c_gate_off_control,0,0,ood_compound,50097,0,24,25,5.276199439343564,1.2571129701487331,True,False,True
safety,A6c_gate_off_control,0,0,ood_compound,50098,0,24,25,7.116465713492153,1.6955767978252885,True,False,True
safety,A6c_gate_off_control,0,0,ood_compound,50099,0,24,25,6.072765472674107,1.446903652550295,True,False,True
safety,A6c_gate_off_control,1,1,id_reference,50000,0,24,25,7.419205995868108,1.685600449204541,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50001,0,24,25,6.11065110625927,1.3883043893617695,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50002,0,24,25,7.713612812150895,1.7524879654767025,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50003,0,24,25,10.057789964589688,2.285071379842934,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50004,0,24,25,11.205377064267838,2.545796494066223,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50005,0,24,25,7.2499262801973945,1.6471410824023953,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50006,0,24,25,8.914053422992964,2.025221090019365,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50007,0,24,25,9.908169076484805,2.2510783843201745,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50008,0,24,25,6.307934773064324,1.4331260909795054,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50009,0,24,25,12.607354108472729,2.8643175240527627,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50010,0,24,25,10.147762608363502,2.3055126411916174,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50011,0,24,25,6.401159762349705,1.4543062663114805,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50012,0,24,25,10.252703796081695,2.3293546686614515,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50013,0,24,25,9.734940761963342,2.211721918825762,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50014,0,24,25,5.760366523722346,1.3087217696040094,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50015,0,24,25,11.009199092415997,2.501225999910695,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50016,0,24,25,11.699405580674675,2.6580368995272634,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50017,0,24,25,5.602231174494086,1.2727943380375155,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50018,0,24,25,11.73063001528785,2.6651309094576305,False,True,True
safety,A6c_gate_off_control,1,1,id_reference,50019,0,24,25,9.59420445006505,2.1797474473409064,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50020,0,24,25,5.90740805362918,1.3421287499467467,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50021,0,24,25,5.940701288000338,1.3496927791491637,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50022,0,24,25,10.018800843169616,2.2762132782325506,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50023,0,24,25,7.317258735180209,1.662438624542118,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50024,0,24,25,5.4525290291175725,1.2387828813352666,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50025,0,24,25,5.3394766003101335,1.2130980270681644,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50026,0,24,25,7.69311092872795,1.7478300568101282,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50027,0,24,25,6.9483408759704925,1.5786226327028574,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50028,0,24,25,9.728534301462483,2.210266408262492,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50029,0,24,25,10.386487940208157,2.359749648065123,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50030,0,24,25,5.9567520363105,1.3533394158076886,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50031,0,24,25,5.867981011492483,1.3331711552966674,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50032,0,24,25,10.661254801277476,2.4221750807465856,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50033,0,24,25,5.131208682713053,1.165780767559257,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50034,0,24,25,7.641515607306433,1.736107899882096,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50035,0,24,25,8.135895856909261,1.8484282170794453,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50036,0,24,25,8.778755170980887,1.9944821141107358,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50037,0,24,25,10.517198800474223,2.3894463952511558,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50038,0,24,25,6.087452239436643,1.3830337417535168,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50039,0,24,25,8.001978652924418,1.8180030072498783,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50040,0,24,25,6.867391480718366,1.5602314009354943,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50041,0,24,25,10.004020579234734,2.2728552882344464,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50042,0,24,25,5.8069957086506765,1.3193156492058171,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50043,0,24,25,6.766342029229264,1.5372735533010222,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50044,0,24,25,10.74655949764729,2.4415558115957214,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50045,0,24,25,9.942904004097752,2.258969957841664,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50046,0,24,25,9.58814810295314,2.1783714805032073,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50047,0,24,25,7.688964016135357,1.7468879023891861,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50048,0,24,25,7.923582287677693,1.8001918090503033,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50049,0,24,25,10.071022953591541,2.2880778379758206,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50050,0,24,25,6.119762578416474,1.3903744628399357,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50051,0,24,25,6.7284301425660775,1.528660193161777,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50052,0,24,25,6.546720321529205,1.4873767787188825,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50053,0,24,25,10.915072013834417,2.4798408751375343,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50054,0,24,25,6.57744889549749,1.4943581319948536,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50055,0,24,25,10.910519715931132,2.4788066195318854,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50056,0,24,25,4.509727014973975,1.0245837474338164,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50057,0,24,25,9.786449566834538,2.2234244196967756,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50058,0,24,25,10.397120861620731,2.362165385964755,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50059,0,24,25,8.211104434424337,1.8655151684478326,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50060,0,24,25,10.310029150494604,2.3423786557569737,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50061,0,24,25,7.340920287499786,1.6678143916041148,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50062,0,24,25,4.853056944954099,1.1025863105817004,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50063,0,24,25,6.89789070568342,1.5671606474519162,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50064,0,24,25,8.54607033392039,1.9416174725182678,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50065,0,24,25,6.008042195313348,1.3649922416091451,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50066,0,24,25,11.301960156373156,2.5677396108268242,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50067,0,24,25,7.536506976152324,1.7122505496558997,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50068,0,24,25,4.415245847832765,1.003118175799428,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50069,0,24,25,9.854583134557313,2.2389039699914264,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50070,0,24,25,5.963143085102394,1.354791424920322,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50071,0,24,25,6.576797974106015,1.4942102464407285,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50072,0,24,25,7.631178563295856,1.7337593836072576,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50073,0,24,25,6.787640064352447,1.5421123430031551,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50074,0,24,25,6.083111846439647,1.3820476297100535,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50075,0,24,25,8.387322216832452,1.9055508236581569,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50076,0,24,25,9.998634274749971,2.2716315511844005,True,False,True
safety,A6c_gate_off_control,1,1,id_reference,50077,0,24,25,5.6661576426735305,1.2873180597860885,True,False,True
safety,A6c_gate_off_control,1,1,id_reference,50078,0,24,25,8.15584389157897,1.8529602945306893,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50079,0,24,25,10.30831369596078,2.3419889144646557,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50080,0,24,25,4.893151010478133,1.1116954490657087,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50081,0,24,25,7.161600798647805,1.627074046730504,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50082,0,24,25,4.192228360695135,0.952449899880278,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50083,0,24,25,8.314052167740371,1.8889042946722208,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50084,0,24,25,7.369594646472717,1.6743290391812737,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50085,0,24,25,7.726788790178712,1.755481471047887,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50086,0,24,25,10.510510258226262,2.3879267973556444,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50087,0,24,25,6.465622265145015,1.4689517720069871,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50088,0,24,25,6.903321019539606,1.5683943831751739,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50089,0,24,25,6.827342175485463,1.5511324317292872,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50090,0,24,25,11.629096543694569,2.6420630952707422,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50091,0,24,25,5.794682735747873,1.3165182133794542,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50092,0,24,25,7.949542965461908,1.8060899240452364,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50093,0,24,25,10.156467591877558,2.30749036281436,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50094,0,24,25,6.496325167049148,1.4759272927393017,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50095,0,24,25,7.400210662718147,1.6812848199972925,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50096,0,24,25,9.477040842794796,2.1531285572393037,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50097,0,24,25,8.052086953795714,1.8293873217580037,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50098,0,24,25,10.832833600531668,2.4611567859665118,False,False,False
safety,A6c_gate_off_control,1,1,id_reference,50099,0,24,25,7.526707279807196,1.7100241156452234,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50000,0,24,25,7.2340690722712555,1.6435384169934129,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50001,0,24,25,6.11065110625927,1.3883043893617695,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50002,0,24,25,7.713612812150895,1.7524879654767025,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50003,0,24,25,10.096819770097037,2.293938724641311,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50004,0,24,25,11.205377064267838,2.545796494066223,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50005,0,24,25,7.2499262801973945,1.6471410824023953,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50006,0,24,25,8.914053422992964,2.025221090019365,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50007,0,24,25,9.908169076484805,2.2510783843201745,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50008,0,24,25,6.307934773064324,1.4331260909795054,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50009,0,24,25,12.660253455009187,2.87633594790218,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50010,0,24,25,10.147762608363502,2.3055126411916174,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50011,0,24,25,6.264195382180539,1.4231887557764256,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50012,0,24,25,10.252703796081695,2.3293546686614515,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50013,0,24,25,9.735382733639169,2.211822332219826,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50014,0,24,25,5.760366523722346,1.3087217696040094,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50015,0,24,25,11.009199092415997,2.501225999910695,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50016,0,24,25,11.818356237074712,2.685061796796963,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50017,0,24,25,5.441240910108938,1.2362182863527005,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50018,0,24,25,11.73063001528785,2.6651309094576305,True,True,True
safety,A6c_gate_off_control,1,1,motor_fault,50019,0,24,25,9.59420445006505,2.1797474473409064,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50020,0,24,25,5.90740805362918,1.3421287499467467,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50021,0,24,25,5.753037846598985,1.3070567367880865,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50022,0,24,25,10.018800843169616,2.2762132782325506,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50023,0,24,25,7.317258735180209,1.662438624542118,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50024,0,24,25,5.459754552888827,1.240424478309572,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50025,0,24,25,5.3394766003101335,1.2130980270681644,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50026,0,24,25,7.578549800249709,1.7218024347530176,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50027,0,24,25,6.9483408759704925,1.5786226327028574,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50028,0,24,25,9.728534301462483,2.210266408262492,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50029,0,24,25,10.409161826891069,2.3649010232391263,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50030,0,24,25,5.9567520363105,1.3533394158076886,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50031,0,24,25,5.867981011492483,1.3331711552966674,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50032,0,24,25,10.661254801277476,2.4221750807465856,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50033,0,24,25,5.131208682713053,1.165780767559257,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50034,0,24,25,7.641515607306433,1.736107899882096,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50035,0,24,25,8.316964826410619,1.8895660337809181,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50036,0,24,25,8.80015938183865,1.9993450263222055,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50037,0,24,25,10.517198800474223,2.3894463952511558,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50038,0,24,25,6.087452239436643,1.3830337417535168,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50039,0,24,25,7.9856007185857285,1.8142820358287166,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50040,0,24,25,6.839365071470501,1.553863963767137,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50041,0,24,25,10.004020579234734,2.2728552882344464,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50042,0,24,25,5.768476084722063,1.310564214694709,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50043,0,24,25,6.766342029229264,1.5372735533010222,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50044,0,24,25,10.968264886624073,2.4919259864444125,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50045,0,24,25,9.921189712734973,2.254036597143007,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50046,0,24,25,9.58814810295314,2.1783714805032073,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50047,0,24,25,7.688964016135357,1.7468879023891861,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50048,0,24,25,7.923582287677693,1.8001918090503033,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50049,0,24,25,10.4733712331726,2.3794890268788125,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50050,0,24,25,6.119762578416474,1.3903744628399357,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50051,0,24,25,6.7284301425660775,1.528660193161777,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50052,0,24,25,6.546720321529205,1.4873767787188825,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50053,0,24,25,10.915072013834417,2.4798408751375343,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50054,0,24,25,6.57744889549749,1.4943581319948536,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50055,0,24,25,10.917742994768021,2.4804477064701604,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50056,0,24,25,4.509727014973975,1.0245837474338164,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50057,0,24,25,9.66712644947158,2.196314901462681,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50058,0,24,25,10.459267207491035,2.376284674278591,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50059,0,24,25,8.142116660094578,1.8498415473804803,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50060,0,24,25,10.723171453446026,2.4362421839873734,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50061,0,24,25,6.976994984898268,1.5851326795875393,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50062,0,24,25,4.853056944954099,1.1025863105817004,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50063,0,24,25,6.552458288670592,1.488680411479104,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50064,0,24,25,8.54607033392039,1.9416174725182678,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50065,0,24,25,5.855942514941582,1.3304360789009928,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50066,0,24,25,11.301960156373156,2.5677396108268242,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50067,0,24,25,7.485425795460796,1.7006452025112742,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50068,0,24,25,4.415245847832765,1.003118175799428,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50069,0,24,25,9.854583134557313,2.2389039699914264,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50070,0,24,25,5.888628021491909,1.3378620358773046,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50071,0,24,25,6.576797974106015,1.4942102464407285,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50072,0,24,25,7.475853720095586,1.6984704826633008,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50073,0,24,25,6.787640064352447,1.5421123430031551,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50074,0,24,25,5.854994009144802,1.3302205839008518,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50075,0,24,25,8.387322216832452,1.9055508236581569,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50076,0,24,25,9.998634274749971,2.2716315511844005,True,True,True
safety,A6c_gate_off_control,1,1,motor_fault,50077,0,24,25,5.6661576426735305,1.2873180597860885,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50078,0,24,25,8.195720167915649,1.8620199525780794,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50079,0,24,25,10.30831369596078,2.3419889144646557,True,False,True
safety,A6c_gate_off_control,1,1,motor_fault,50080,0,24,25,4.893151010478133,1.1116954490657087,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50081,0,24,25,7.161600798647805,1.627074046730504,False,False,False
safety,A6c_gate_off_control,1,1,motor_fault,50082,0,24,25,4.629679892114111,1.051836343426352,False,False,False
