episode,step,reward,success,final_distance
1,250,-220.00397874944568,0,0.456812572031132
2,410,-63.300502275686114,1,0.0494448414805916
3,660,-161.86655987176056,0,0.19990128660352946
4,801,-72.40007252858629,1,0.025509576735582202
5,1051,-142.7690928455514,0,0.19130592406427624
6,1301,-261.7421118153943,0,0.9070635940450726
7,1551,-188.99151047382304,0,0.6048686258624575
8,1801,-147.58755810029336,0,0.3245332919027017
9,2050,-197.57894537776914,1,0.04259274329270903
10,2300,-190.47298508890046,0,0.5900480701117887
11,2550,-177.73844539519277,0,0.22764376819479598
12,2800,-118.79266623098529,0,0.1769094995199962
13,2904,-67.49291280007608,1,0.013489938907651858
14,3154,-215.71293066530302,0,0.4859377536269954
15,3205,-11.25373603414047,1,0.04752003951881882
16,3297,-35.41803466114382,1,0.04661151998014117
17,3359,-34.09019539044242,1,0.03276130983651762
18,3609,-257.7958490774396,0,0.8234693382104172
19,3859,-75.67878298431553,0,0.12164350267375973
20,4109,-426.1815504026968,0,0.505299609852454
21,4359,-418.3921613862494,0,0.9068559806835644
22,4609,-154.1282333549226,0,0.4321694836577855
23,4672,-27.287411542546305,1,0.04342712097317195
24,4922,-318.1416585463907,0,0.6309514995637978
25,5172,-263.8555433487012,0,0.4993786500268141
26,5422,-264.15680355157644,0,0.6649944127266791
27,5590,-46.98077910624265,1,0.04886468947485445
28,5840,-221.15143934715536,0,0.4633887222593559
29,5875,-591.5118016963247,0,1.9049068854500093
30,6125,-222.28924910145946,0,0.4770436077921098
31,6241,-34.62624900344514,1,0.024496598824098076
32,6491,-175.7252262635848,0,0.1643099397759612
33,6741,-382.053914538797,0,0.8498341164758301
34,6991,-88.49608129969624,0,0.11145139449807663
35,7241,-321.46743265537845,0,0.7964117386018779
36,7491,-486.34420002650796,0,0.28419959893509356
37,7741,-133.5229130322687,0,0.3170015290221272
38,7853,-35.492990532876476,1,0.0450846958543187
39,8103,-163.55088638788794,0,0.32232543208061476
40,8353,-179.11811369783763,0,0.07853357585775542
41,8603,-216.1265558447446,0,0.405055923590846
42,8684,-89.71072941599026,1,0.038858856444931957
43,8934,-149.3411808016226,0,0.427791808978984
44,9184,-329.76140966132334,0,0.9374465963289063
45,9434,-290.0021554671693,0,0.6789739062703471
46,9684,-257.0943617322261,0,0.5411197617353843
47,9934,-324.1320255763292,0,0.4697890815745198
48,10184,-346.03152023787516,0,0.9426100795119046
