arm,scenario,seed,origin,outcome,steps,final_distance,success,unsafe_episode,normalized_violation_max,safety_infeasible,safety_intervention_fraction,true_delay,selected_lag,converged_at_step,prediction_error_rms_joint1,prediction_error_rms_joint2
fixed_hocbf,id_reference,51169,official,success,53,0.04607471406887098,True,False,0.0,False,0.2641509433962264,2,,,,
adaptive_hocbf,id_reference,51169,official,success,54,0.04975724228569507,True,False,0.0,False,0.2037037037037037,2,2,28,0.3223366067339724,0.06210256966022843
fixed_hocbf,id_reference,51170,official,timeout,250,0.16217639589382538,False,False,0.0,False,0.064,1,,,,
adaptive_hocbf,id_reference,51170,official,success,57,0.04560394618594606,True,False,0.0,False,0.21052631578947367,1,1,33,0.05584046181664821,0.028127121634129903
fixed_hocbf,id_reference,51171,official,timeout,250,0.46953004236396956,False,False,0.0,False,0.096,0,,,,
adaptive_hocbf,id_reference,51171,official,success,70,0.049091240302363996,True,False,0.0,False,0.3,0,0,46,0.860460474287788,0.005887477224539523
fixed_hocbf,id_reference,51172,official,timeout,250,0.12842010520737382,False,False,0.0,False,0.052,2,,,,
adaptive_hocbf,id_reference,51172,official,success,51,0.049690483698149324,True,False,0.0,False,0.21568627450980393,2,2,5,0.7141630906216476,0.021127076037438446
fixed_hocbf,id_reference,51173,official,timeout,250,0.1169128169870624,False,False,0.0,False,0.052,1,,,,
adaptive_hocbf,id_reference,51173,official,success,50,0.04674859592278032,True,False,0.0,False,0.24,1,1,24,0.1034354651233233,0.026507705692821015
fixed_hocbf,id_reference,51174,official,timeout,250,0.21026511465226888,False,False,0.0,False,0.308,0,,,,
adaptive_hocbf,id_reference,51174,official,success,71,0.04932639775594276,True,False,0.0,False,0.6056338028169014,0,0,41,0.23629821253995467,0.03685331782857291
fixed_hocbf,id_reference,51175,official,timeout,250,0.46735769914942493,False,False,0.0,False,0.08,2,,,,
adaptive_hocbf,id_reference,51175,official,success,81,0.047944726493564904,True,False,0.0,False,0.19753086419753085,2,2,44,1.027444127869414,0.007787839384553727
fixed_hocbf,id_reference,51176,official,timeout,250,0.6651333483766594,False,False,0.0,False,0.996,0,,,,
adaptive_hocbf,id_reference,51176,official,timeout,250,0.3798460083933366,False,True,1.9069445752891768e-06,False,0.996,0,0,43,0.10915682000625197,0.1005861029291485
fixed_hocbf,id_reference,51177,official,timeout,250,0.1675349553407525,False,False,0.0,False,0.32,2,,,,
adaptive_hocbf,id_reference,51177,official,abort,18,1.098995294249263,False,False,0.0,True,0.8421052631578947,2,2,,0.19531827426833365,0.049904723362925306
fixed_hocbf,id_reference,51178,official,timeout,250,0.7924506236957721,False,False,0.0,False,0.0,1,,,,
adaptive_hocbf,id_reference,51178,official,success,61,0.047866269974993346,True,False,0.0,False,0.19672131147540983,1,1,36,0.13146401253384365,0.0384539309557096
fixed_hocbf,id_reference,51179,official,timeout,250,0.07346640745827213,False,False,0.0,False,0.12,2,,,,
adaptive_hocbf,id_reference,51179,official,success,64,0.04397531656727779,True,False,0.0,False,0.359375,2,2,25,0.278523673198666,0.03530514783576045
fixed_hocbf,id_reference,51180,official,timeout,250,0.3620335114974426,False,False,0.0,False,0.1,2,,,,
adaptive_hocbf,id_reference,51180,official,success,55,0.0475222875351754,True,False,0.0,False,0.32727272727272727,2,2,35,1.5041135664164245,0.14450396567085472
fixed_hocbf,id_reference,51181,official,timeout,250,0.2072048267869655,False,False,0.0,False,0.032,2,,,,
adaptive_hocbf,id_reference,51181,official,success,47,0.048217483446556034,True,False,0.0,False,0.19148936170212766,2,2,25,0.12354824855259183,0.0027603473557835123
fixed_hocbf,id_reference,51182,official,timeout,250,0.6075329250232538,False,False,0.0,False,0.028,0,,,,
adaptive_hocbf,id_reference,51182,official,success,52,0.04990444198716594,True,False,0.0,False,0.28846153846153844,0,0,37,0.06475915434425088,0.022363480239895303
fixed_hocbf,id_reference,51183,official,timeout,250,0.3044196307157938,False,False,0.0,False,0.008,0,,,,
adaptive_hocbf,id_reference,51183,official,success,45,0.04921075674605066,True,False,0.0,False,0.044444444444444446,0,0,28,0.10405574129672614,0.06984814558213909
fixed_hocbf,id_reference,51184,official,timeout,250,0.21710751529106087,False,False,0.0,False,0.028,1,,,,
adaptive_hocbf,id_reference,51184,official,success,48,0.04829112782000303,True,False,0.0,False,0.16666666666666666,1,1,20,0.08328633845417656,0.07421974034743176
fixed_hocbf,id_reference,51185,official,timeout,250,0.5076008029504968,False,False,0.0,False,0.116,0,,,,
adaptive_hocbf,id_reference,51185,official,success,49,0.047005173303636,True,False,0.0,False,0.16326530612244897,0,0,26,0.7543981214344451,0.024916365201864292
fixed_hocbf,id_reference,51186,official,timeout,250,1.080963185684372,False,False,0.0,False,0.068,1,,,,
adaptive_hocbf,id_reference,51186,official,success,50,0.046727532099645794,True,False,0.0,False,0.28,1,1,33,0.3865552912071352,0.02095182269652967
fixed_hocbf,id_reference,51187,official,timeout,250,0.2308498844019211,False,False,0.0,False,0.996,2,,,,
adaptive_hocbf,id_reference,51187,official,timeout,250,0.16318759288375603,False,False,0.0,False,0.992,2,2,41,0.13934598095343256,0.02756314205992717
fixed_hocbf,id_reference,51188,official,timeout,250,0.12005730573296813,False,False,0.0,False,0.06,2,,,,
adaptive_hocbf,id_reference,51188,official,success,51,0.04591242850007299,True,False,0.0,False,0.21568627450980393,2,2,27,0.11598365093633499,0.02550329174011005
fixed_hocbf,id_reference,51189,official,timeout,250,0.4782171613930311,False,False,0.0,False,0.012,0,,,,
adaptive_hocbf,id_reference,51189,official,success,48,0.0487596160743166,True,False,0.0,False,0.2708333333333333,0,0,36,0.3554653784834503,0.011367797344868273
fixed_hocbf,id_reference,51190,official,timeout,250,0.5460741816564374,False,False,0.0,False,0.0,0,,,,
adaptive_hocbf,id_reference,51190,official,success,34,0.025980603069884502,True,False,0.0,False,0.0,0,0,5,0.31450886291217306,0.03433242932894009
fixed_hocbf,id_reference,51191,official,timeout,250,0.41491840686750897,False,False,0.0,False,0.992,2,,,,
adaptive_hocbf,id_reference,51191,official,timeout,250,0.3009060069905866,False,True,1.4965847140792605e-09,False,1.0,2,2,29,0.20561199257955318,0.011869778679903074
fixed_hocbf,id_reference,51192,official,success,48,0.04865174544247535,True,False,0.0,False,0.041666666666666664,0,,,,
adaptive_hocbf,id_reference,51192,official,success,46,0.04710054682489259,True,False,0.0,False,0.043478260869565216,0,0,16,0.3508868449284764,0.021852835889527758
fixed_hocbf,id_reference,51193,official,success,71,0.04987619961318616,True,False,0.0,False,0.0,0,,,,
adaptive_hocbf,id_reference,51193,official,success,44,0.04566102713419574,True,False,0.0,False,0.0,0,0,13,0.26989562024686625,0.03978402192098325
fixed_hocbf,id_reference,51194,official,timeout,250,0.09492406023597953,False,False,0.0,False,0.0,2,,,,
adaptive_hocbf,id_reference,51194,official,success,40,0.049370009468553466,True,False,0.0,False,0.0,2,2,5,0.16293951930994743,0.07884176326809868
fixed_hocbf,id_reference,51195,official,success,46,0.049408668915330294,True,False,0.0,False,0.10869565217391304,1,,,,
adaptive_hocbf,id_reference,51195,official,success,43,0.045904961156900265,True,False,0.0,False,0.11627906976744186,1,1,28,0.08254142387956058,0.02932933151311694
fixed_hocbf,id_reference,51196,official,timeout,250,0.2836718292217773,False,False,0.0,False,0.144,1,,,,
adaptive_hocbf,id_reference,51196,official,success,52,0.04655833929085326,True,False,0.0,False,0.3076923076923077,1,1,35,0.2749022818181836,0.011297088262663003
fixed_hocbf,id_reference,51197,official,timeout,250,0.34983087930094786,False,False,0.0,False,0.0,0,,,,
adaptive_hocbf,id_reference,51197,official,success,43,0.047942089798747915,True,False,0.0,False,0.0,0,0,5,0.20867502421313663,0.020165778431007763
fixed_hocbf,id_reference,51198,official,abort,27,2.3040163200949673,False,True,0.6070133064767,True,0.7857142857142857,2,,,,
adaptive_hocbf,id_reference,51198,official,timeout,250,0.9585600199170466,False,True,0.008134271317641328,False,0.972,2,2,44,0.16962784931207417,0.011327980966831052
fixed_hocbf,id_reference,51199,official,abort,14,2.967667812085701,False,True,0.5165710869974316,True,0.9333333333333333,2,,,,
adaptive_hocbf,id_reference,51199,official,timeout,250,0.4250043371921438,False,True,0.15753896016972635,False,0.996,2,2,29,0.23150586219636965,0.037554401492719706
fixed_hocbf,id_reference,51200,official,timeout,250,0.18441803289444306,False,False,0.0,False,0.04,1,,,,
adaptive_hocbf,id_reference,51200,official,success,46,0.04767846997342869,True,False,0.0,False,0.21739130434782608,1,1,35,0.10455237287824698,0.00230916885092505
fixed_hocbf,id_reference,51201,official,abort,68,1.4815494310877924,False,False,0.0,True,0.9565217391304348,2,,,,
adaptive_hocbf,id_reference,51201,official,success,72,0.04736028114917251,True,False,0.0,False,0.3472222222222222,2,2,31,0.12849141694219932,0.05935486476115154
fixed_hocbf,id_reference,51202,official,timeout,250,0.7883966248248355,False,False,0.0,False,0.336,2,,,,
adaptive_hocbf,id_reference,51202,official,success,77,0.04895282123712119,True,False,0.0,False,0.2857142857142857,2,2,37,0.3851198368913234,0.0038686790109313395
fixed_hocbf,id_reference,51203,official,success,55,0.04986471340497431,True,False,0.0,False,0.2,0,,,,
adaptive_hocbf,id_reference,51203,official,success,50,0.049773688069837375,True,False,0.0,False,0.22,0,0,5,0.1474103601322659,0.05213291207439567
fixed_hocbf,id_reference,51204,official,timeout,250,0.35994970855869,False,False,0.0,False,0.024,0,,,,
adaptive_hocbf,id_reference,51204,official,success,72,0.040803765790926184,True,False,0.0,False,0.3055555555555556,0,0,42,0.30519913478809546,0.005967039550302846
fixed_hocbf,id_reference,51205,official,timeout,250,0.9094072585982724,False,False,0.0,False,0.008,0,,,,
adaptive_hocbf,id_reference,51205,official,success,62,0.047995885285596195,True,False,0.0,False,0.25806451612903225,0,0,43,0.7862541690362899,0.0023860347011038824
fixed_hocbf,id_reference,51206,official,timeout,250,0.10367019170466303,False,False,0.0,False,0.056,1,,,,
adaptive_hocbf,id_reference,51206,official,success,51,0.0454872667800771,True,False,0.0,False,0.23529411764705882,1,1,20,0.2554359280562368,0.0658020832384505
fixed_hocbf,id_reference,51207,official,timeout,250,0.8339981144013794,False,False,0.0,False,0.2,1,,,,
adaptive_hocbf,id_reference,51207,official,success,70,0.04532958970061566,True,False,0.0,False,0.2571428571428571,1,1,33,1.1521451170650874,0.001410545870916798
fixed_hocbf,id_reference,51208,official,timeout,250,0.10529582002371767,False,False,0.0,False,0.0,1,,,,
adaptive_hocbf,id_reference,51208,official,success,44,0.04618026124358884,True,False,0.0,False,0.0,1,1,11,0.14121736642839097,0.018481311169586505
fixed_hocbf,id_reference,51209,official,timeout,250,0.418768352259068,False,True,0.03584261719840527,False,0.42,2,,,,
adaptive_hocbf,id_reference,51209,official,success,74,0.049983187569262524,True,False,0.0,False,0.28378378378378377,2,2,35,0.14696727987341976,0.007140698849416922
fixed_hocbf,id_reference,51210,official,success,69,0.048857273214775065,True,False,0.0,False,0.2318840579710145,2,,,,
adaptive_hocbf,id_reference,51210,official,success,51,0.0442113985845261,True,False,0.0,False,0.1568627450980392,2,2,5,0.7117873108446241,0.014332969908943512
fixed_hocbf,id_reference,51211,official,timeout,250,0.4118121703479923,False,False,0.0,False,0.108,1,,,,
adaptive_hocbf,id_reference,51211,official,success,64,0.04892921059933595,True,False,0.0,False,0.375,1,1,37,0.09677385753366761,0.01912464687530358
fixed_hocbf,id_reference,51212,official,timeout,250,0.07943657574004565,False,False,0.0,False,0.012,0,,,,
adaptive_hocbf,id_reference,51212,official,success,50,0.04576781642762819,True,False,0.0,False,0.06,0,0,28,0.37436735889803857,0.006619908470254575
fixed_hocbf,id_reference,51213,official,timeout,250,0.1129237688732709,False,False,0.0,False,0.0,2,,,,
adaptive_hocbf,id_reference,51213,official,success,38,0.04735516536466488,True,True,0.012042686350741238,False,0.15789473684210525,2,2,28,0.03556712738408215,0.035102969174065
fixed_hocbf,id_reference,51214,official,abort,86,2.01317627395348,False,False,0.0,True,0.896551724137931,2,,,,
adaptive_hocbf,id_reference,51214,official,timeout,250,0.223232549464599,False,True,0.00021010290674259522,False,0.904,2,2,32,0.2180268470454725,0.03267981559227947
fixed_hocbf,id_reference,51215,official,timeout,250,0.27773537089020656,False,False,0.0,False,0.112,2,,,,
adaptive_hocbf,id_reference,51215,official,success,67,0.047037517191770004,True,False,0.0,False,0.23880597014925373,2,2,33,0.2570769889762096,0.016344261340727594
fixed_hocbf,id_reference,51216,official,timeout,250,0.49267269149522264,False,True,0.08237607354886568,False,0.188,1,,,,
adaptive_hocbf,id_reference,51216,official,success,69,0.03463498314711582,True,False,0.0,False,0.391304347826087,1,1,44,0.14664843803396596,0.08444727397817609
fixed_hocbf,id_reference,51217,official,timeout,250,0.412735130937914,False,False,0.0,False,0.0,2,,,,
adaptive_hocbf,id_reference,51217,official,success,40,0.04638751228351936,True,False,0.0,False,0.15,2,2,14,0.2027268948092114,0.06201350950903505
fixed_hocbf,id_reference,51218,official,timeout,250,0.32436465333802983,False,False,0.0,False,0.072,2,,,,
adaptive_hocbf,id_reference,51218,official,success,49,0.046520441831870624,True,False,0.0,False,0.2653061224489796,2,2,26,0.6071334496197972,0.06940856110030164
fixed_hocbf,id_reference,51219,official,timeout,250,0.12774314931985867,False,False,0.0,False,0.024,2,,,,
adaptive_hocbf,id_reference,51219,official,success,42,0.04535098535170155,True,False,0.0,False,0.16666666666666666,2,2,5,0.8479261582169273,0.04701786659371412
fixed_hocbf,id_reference,51220,official,success,67,0.04923700210057901,True,False,0.0,False,0.5223880597014925,0,,,,
adaptive_hocbf,id_reference,51220,official,timeout,250,0.8396522185887096,False,False,0.0,False,0.996,0,0,5,0.04866525329595186,0.01356246053579372
fixed_hocbf,id_reference,51221,official,timeout,250,0.09877776599602163,False,False,0.0,False,0.06,1,,,,
adaptive_hocbf,id_reference,51221,official,success,52,0.045553565918165756,True,False,0.0,False,0.23076923076923078,1,1,34,0.24285951866653044,0.08541524850495039
fixed_hocbf,id_reference,51222,official,timeout,250,0.4736551169134428,False,False,0.0,False,0.108,0,,,,
adaptive_hocbf,id_reference,51222,official,success,49,0.04901989128704419,True,False,0.0,False,0.46938775510204084,0,0,46,0.2452593861437825,0.11484717780611886
fixed_hocbf,id_reference,51223,official,timeout,250,0.5539436409124845,False,True,0.15699893140890184,False,0.36,2,,,,
adaptive_hocbf,id_reference,51223,official,success,64,0.04112378665026715,True,False,0.0,False,0.34375,2,2,37,0.10019577790042063,0.06444588735729294
fixed_hocbf,id_reference,51224,official,timeout,250,0.582483632577872,False,False,0.0,False,0.992,2,,,,
adaptive_hocbf,id_reference,51224,official,abort,34,1.2494227401062383,False,False,0.0,True,0.8,2,2,,0.21002720146803408,0.02703250047710255
fixed_hocbf,id_reference,51225,official,success,66,0.03089331795816999,True,True,0.33706327330941965,False,0.2878787878787879,2,,,,
adaptive_hocbf,id_reference,51225,official,success,60,0.04889426223475887,True,False,0.0,False,0.15,2,2,32,0.026128290606101265,0.046739213911619566
fixed_hocbf,id_reference,51226,official,timeout,250,0.05448782270894594,False,False,0.0,False,0.028,2,,,,
adaptive_hocbf,id_reference,51226,official,success,38,0.049269270976921305,True,False,0.0,False,0.21052631578947367,2,2,15,0.040901226532242436,0.07432687645601006
fixed_hocbf,id_reference,51227,official,timeout,250,0.5336615171493256,False,False,0.0,False,0.012,1,,,,
adaptive_hocbf,id_reference,51227,official,success,42,0.04548459032191839,True,False,0.0,False,0.23809523809523808,1,1,28,0.16028403053720514,0.04409426498390777
fixed_hocbf,id_reference,51228,official,timeout,250,0.402546882652876,False,False,0.0,False,0.068,1,,,,
adaptive_hocbf,id_reference,51228,official,success,51,0.04683829909214886,True,False,0.0,False,0.23529411764705882,1,1,26,0.4475854820459507,0.06768227892550341
fixed_hocbf,id_reference,51229,official,timeout,250,0.0667565764073163,False,False,0.0,False,0.076,1,,,,
adaptive_hocbf,id_reference,51229,official,success,51,0.049731321121491506,True,False,0.0,False,0.23529411764705882,1,1,20,1.0392477452853865,0.0954314102342564
fixed_hocbf,id_reference,51230,official,timeout,250,0.110534285384393,False,False,0.0,False,0.116,0,,,,
adaptive_hocbf,id_reference,51230,official,success,70,0.03960484450091075,True,False,0.0,False,0.35714285714285715,0,0,43,0.40797886304907816,0.005429487476158983
fixed_hocbf,id_reference,51231,official,timeout,250,0.41858877911493064,False,False,0.0,False,0.12,1,,,,
adaptive_hocbf,id_reference,51231,official,success,63,0.04701281724066612,True,False,0.0,False,0.3333333333333333,1,1,41,0.054276131530043716,0.0037288092757898437
fixed_hocbf,id_reference,51232,official,timeout,250,0.060576029548340425,False,False,0.0,False,0.06,2,,,,
adaptive_hocbf,id_reference,51232,official,success,57,0.04811816122330675,True,False,0.0,False,0.22807017543859648,2,2,5,0.09240388644131257,0.08295291052393301
fixed_hocbf,id_reference,51233,official,timeout,250,0.5436016332107632,False,True,0.04031503226632435,False,0.14,2,,,,
adaptive_hocbf,id_reference,51233,official,success,54,0.046958605738980704,True,False,0.0,False,0.2777777777777778,2,2,29,1.1581335251612745,0.059470308771545105
fixed_hocbf,id_reference,51234,official,timeout,250,0.5675464466760112,False,False,0.0,False,0.08,1,,,,
adaptive_hocbf,id_reference,51234,official,success,46,0.04542033631898854,True,False,0.0,False,0.34782608695652173,1,1,20,0.2442226967996813,0.05378536703724988
fixed_hocbf,id_reference,51235,official,abort,21,1.293898789940735,False,False,0.0,True,0.8636363636363636,2,,,,
adaptive_hocbf,id_reference,51235,official,abort,19,1.1357370308430352,False,False,0.0,True,0.9,2,2,,0.09114407708691284,0.037406455066960415
fixed_hocbf,id_reference,51236,official,timeout,250,0.3284051993101979,False,False,0.0,False,0.14,1,,,,
adaptive_hocbf,id_reference,51236,official,success,59,0.04552893309056445,True,False,0.0,False,0.4067796610169492,1,1,22,0.524587067422871,0.002535554594499066
fixed_hocbf,id_reference,51237,official,timeout,250,0.6170697984471263,False,False,0.0,False,0.252,2,,,,
adaptive_hocbf,id_reference,51237,official,abort,34,1.4627299889021734,False,False,0.0,True,0.8285714285714286,2,2,,0.5335917216909433,0.05854259729179449
fixed_hocbf,id_reference,51238,official,timeout,250,0.22733424115195602,False,False,0.0,False,0.02,1,,,,
adaptive_hocbf,id_reference,51238,official,success,45,0.04626155305959219,True,False,0.0,False,0.17777777777777778,1,1,31,0.16302953826236344,0.01949659338990798
fixed_hocbf,id_reference,51239,official,timeout,250,0.24470753056395528,False,False,0.0,False,0.0,0,,,,
adaptive_hocbf,id_reference,51239,official,success,48,0.04348930407075809,True,False,0.0,False,0.0,0,0,33,0.3227146332271026,0.049783475169023476
fixed_hocbf,id_reference,51240,official,timeout,250,0.2854931232020141,False,False,0.0,False,0.12,1,,,,
adaptive_hocbf,id_reference,51240,official,success,63,0.04578106995893012,True,False,0.0,False,0.3333333333333333,1,1,36,0.15046701740109159,0.011133396705863684
fixed_hocbf,id_reference,51241,official,timeout,250,0.503508862461332,False,False,0.0,False,0.02,0,,,,
adaptive_hocbf,id_reference,51241,official,success,47,0.046983836355585284,True,False,0.0,False,0.0851063829787234,0,0,16,0.23188144996170335,0.03044206999883648
fixed_hocbf,id_reference,51242,official,timeout,250,0.3328385131356912,False,False,0.0,False,0.128,0,,,,
adaptive_hocbf,id_reference,51242,official,success,65,0.04794103713837392,True,False,0.0,False,0.3230769230769231,0,0,38,0.14376530448221653,0.008986318688440848
fixed_hocbf,id_reference,51243,official,timeout,250,0.44372690645542434,False,False,0.0,False,0.12,1,,,,
adaptive_hocbf,id_reference,51243,official,success,80,0.048089788635739456,True,False,0.0,False,0.2625,1,1,43,0.1825201223726494,0.034120930945145095
fixed_hocbf,id_reference,51244,official,timeout,250,0.15863724914468125,False,False,0.0,False,0.0,0,,,,
adaptive_hocbf,id_reference,51244,official,success,39,0.04715447816754393,True,False,0.0,False,0.15384615384615385,0,0,32,0.1267917585310515,0.004179693321097158
fixed_hocbf,id_reference,51245,official,timeout,250,0.2754631979224712,False,False,0.0,False,0.176,0,,,,
adaptive_hocbf,id_reference,51245,official,success,70,0.04589504338289529,True,False,0.0,False,0.4714285714285714,0,0,40,0.036099274239729806,0.025903978759885263
fixed_hocbf,id_reference,51246,official,timeout,250,0.22785474483709764,False,False,0.0,False,0.076,2,,,,
adaptive_hocbf,id_reference,51246,official,success,59,0.04917119290048467,True,False,0.0,False,0.23728813559322035,2,2,37,0.14435971622271307,0.09858002857957593
fixed_hocbf,id_reference,51247,official,timeout,250,1.0640856344383867,False,False,0.0,False,0.992,1,,,,
adaptive_hocbf,id_reference,51247,official,abort,32,1.1465331421645435,False,False,0.0,True,0.8787878787878788,1,1,,0.122587133581079,0.05529205429171825
fixed_hocbf,id_reference,51248,official,timeout,250,0.12279507393485607,False,False,0.0,False,0.052,0,,,,
adaptive_hocbf,id_reference,51248,official,success,49,0.04982171248867594,True,False,0.0,False,0.20408163265306123,0,0,23,0.73513760864515,0.02777945936155328
fixed_hocbf,id_reference,51249,official,timeout,250,0.40619642336528033,False,False,0.0,False,0.996,1,,,,
adaptive_hocbf,id_reference,51249,official,timeout,250,0.3361592673346364,False,False,0.0,False,1.0,1,1,43,0.09776494339145841,0.04873416128733818
fixed_hocbf,id_reference,51250,official,timeout,250,0.6946452555548152,False,True,0.14195234119708044,False,0.164,1,,,,
adaptive_hocbf,id_reference,51250,official,success,52,0.04932595151278079,True,False,0.0,False,0.34615384615384615,1,1,40,0.08130880070488258,0.09260750310155434
fixed_hocbf,id_reference,51251,official,timeout,250,0.495729944181381,False,False,0.0,False,0.0,2,,,,
adaptive_hocbf,id_reference,51251,official,success,44,0.04352141985386498,True,False,0.0,False,0.0,2,2,5,0.1494030761080993,0.19727344102034527
fixed_hocbf,id_reference,51252,official,success,71,0.04204692318026198,True,False,0.0,False,0.4647887323943662,2,,,,
adaptive_hocbf,id_reference,51252,official,success,72,0.04539232774631344,True,False,0.0,False,0.4861111111111111,2,2,5,0.06543379658524043,0.0217966740747652
fixed_hocbf,id_reference,51253,official,success,52,0.04826205023550503,True,False,0.0,False,0.25,0,,,,
adaptive_hocbf,id_reference,51253,official,success,55,0.04893262845563571,True,False,0.0,False,0.21818181818181817,0,0,18,0.3319733542412366,0.010325125033563805
fixed_hocbf,id_reference,51254,official,timeout,250,0.39834323681916495,False,False,0.0,False,0.0,2,,,,
adaptive_hocbf,id_reference,51254,official,success,29,0.04016974803181032,True,False,0.0,False,0.0,2,2,12,0.07908172138706172,0.11204578926109846
fixed_hocbf,id_reference,51255,official,timeout,250,0.3937199987090872,False,False,0.0,False,0.092,2,,,,
adaptive_hocbf,id_reference,51255,official,success,56,0.04760183295491545,True,False,0.0,False,0.25,2,2,38,0.3706925959754679,0.031826569716831475
fixed_hocbf,id_reference,51256,official,timeout,250,0.14860673849715042,False,False,0.0,False,0.992,2,,,,
adaptive_hocbf,id_reference,51256,official,success,85,0.04796273598492519,True,False,0.0,False,0.9882352941176471,2,2,41,0.2736096276822446,0.3094266685521463
fixed_hocbf,id_reference,51257,official,timeout,250,0.20860464781748497,False,True,0.1340756487483864,False,0.316,2,,,,
adaptive_hocbf,id_reference,51257,official,timeout,250,0.7220018487443753,False,False,0.0,False,0.964,2,2,42,0.11353851762455051,0.01727271489415007
fixed_hocbf,id_reference,51258,official,timeout,250,0.43871676880433186,False,False,0.0,False,0.124,1,,,,
adaptive_hocbf,id_reference,51258,official,success,84,0.046581309625476755,True,False,0.0,False,0.2857142857142857,1,1,43,0.2081139851400977,0.034398780667316754
fixed_hocbf,id_reference,51259,official,timeout,250,0.17615649432889638,False,False,0.0,False,0.092,2,,,,
adaptive_hocbf,id_reference,51259,official,success,61,0.04803797135017275,True,False,0.0,False,0.22950819672131148,2,2,5,0.6261962052066159,0.030738390486977695
fixed_hocbf,id_reference,51260,official,timeout,250,0.6645434202816576,False,True,0.00370900590367803,False,0.436,0,,,,
adaptive_hocbf,id_reference,51260,official,success,71,0.04675657252268761,True,False,0.0,False,0.3380281690140845,0,0,39,0.3275692520954855,0.02407433435949077
fixed_hocbf,id_reference,51261,official,timeout,250,0.6849736463161282,False,False,0.0,False,0.988,0,,,,
adaptive_hocbf,id_reference,51261,official,timeout,250,0.16106956789604443,False,False,0.0,False,0.992,0,0,49,0.274127541361797,0.018073233293733993
fixed_hocbf,id_reference,51262,official,timeout,250,0.6582947053721561,False,False,0.0,False,0.2,2,,,,
adaptive_hocbf,id_reference,51262,official,success,69,0.04879345399707419,True,False,0.0,False,0.30434782608695654,2,2,35,0.6842979739038885,0.018321655385678808
fixed_hocbf,id_reference,51263,official,timeout,250,0.17163703973253458,False,False,0.0,False,0.036,0,,,,
adaptive_hocbf,id_reference,51263,official,success,48,0.04745148186041668,True,False,0.0,False,0.1875,0,0,31,0.30714722691501783,0.09652429034339145
fixed_hocbf,id_reference,51264,official,timeout,250,0.0654056403128978,False,False,0.0,False,0.056,0,,,,
adaptive_hocbf,id_reference,51264,official,success,53,0.04923711910321693,True,False,0.0,False,0.24528301886792453,0,0,36,0.043071187694860215,0.00509702897012121
fixed_hocbf,id_reference,51265,official,timeout,250,0.2540574245104171,False,False,0.0,False,0.084,2,,,,
adaptive_hocbf,id_reference,51265,official,success,70,0.04893038416354447,True,False,0.0,False,0.21428571428571427,2,2,45,0.23805011330707296,0.036777059411219365
fixed_hocbf,id_reference,51266,official,timeout,250,0.41069562689357764,False,False,0.0,False,0.152,2,,,,
adaptive_hocbf,id_reference,51266,official,success,75,0.04827858925114093,True,False,0.0,False,0.4266666666666667,2,2,44,0.17312127816073983,0.0018581624979956458
fixed_hocbf,id_reference,51267,official,timeout,250,0.22836985104640764,False,False,0.0,False,0.096,1,,,,
adaptive_hocbf,id_reference,51267,official,success,61,0.04608352302745941,True,False,0.0,False,0.22950819672131148,1,1,24,0.08528068462643885,0.013350386143728849
fixed_hocbf,id_reference,51268,official,timeout,250,0.25881602143617294,False,False,0.0,False,0.1,2,,,,
adaptive_hocbf,id_reference,51268,official,success,65,0.04596731939032743,True,True,0.009053784968604317,False,0.24615384615384617,2,2,28,0.12754864658531073,0.002658905748174843
fixed_hocbf,id_reference,51269,official,timeout,250,0.2600003484034199,False,False,0.0,False,0.064,2,,,,
adaptive_hocbf,id_reference,51269,official,success,50,0.04839176167879518,True,False,0.0,False,0.26,2,2,30,0.5200191925649847,0.023684495037562047
fixed_hocbf,id_reference,51270,official,timeout,250,0.28727347386347535,False,False,0.0,False,0.096,2,,,,
adaptive_hocbf,id_reference,51270,official,success,64,0.049784470359484446,True,False,0.0,False,0.234375,2,2,27,0.1589848402516827,0.026457936133110756
fixed_hocbf,id_reference,51271,official,timeout,250,0.17077141581344427,False,False,0.0,False,0.072,0,,,,
adaptive_hocbf,id_reference,51271,official,success,57,0.04730198110295721,True,False,0.0,False,0.24561403508771928,0,0,36,0.31631158583496416,0.018531980514337597
fixed_hocbf,id_reference,51272,official,timeout,250,0.636961096745553,False,False,0.0,False,0.056,0,,,,
adaptive_hocbf,id_reference,51272,official,success,55,0.04686016291546745,True,False,0.0,False,0.23636363636363636,0,0,42,0.3974526573724047,0.02257356555921584
fixed_hocbf,id_reference,51273,official,timeout,250,0.38166866091781576,False,False,0.0,False,0.0,2,,,,
adaptive_hocbf,id_reference,51273,official,success,53,0.04667301662791162,True,False,0.0,False,0.18867924528301888,2,2,25,0.05377166428437815,0.06888669752026524
fixed_hocbf,id_reference,51274,official,timeout,250,0.7843298953273934,False,True,0.22160504543661128,False,0.272,1,,,,
adaptive_hocbf,id_reference,51274,official,success,52,0.04529908090769712,True,False,0.0,False,0.3076923076923077,1,1,32,0.5937311709957112,0.008458006260926465
fixed_hocbf,id_reference,51275,official,timeout,250,0.11440156166178832,False,False,0.0,False,1.0,0,,,,
adaptive_hocbf,id_reference,51275,official,success,84,0.0487153784269449,True,False,0.0,False,0.9880952380952381,0,0,40,0.06189877911889462,0.06238717853201212
