episode,step,safety_infeasible,command_attempts,safety_certified_steps,safety_intervention_steps,safety_correction_sum,safety_correction_max
116,24900,0,250,250,57,690.7448954929215,32.53454340216049
117,24954,0,54,54,4,3.2798521704574686,1.377400429967585
118,25000,0,46,46,22,90.82083569884091,6.952405995030684
119,25250,0,250,250,213,1080.499202396282,26.52771677681941
120,25500,0,250,250,250,2247.8905143400216,26.764153471615458
121,25750,0,250,250,24,78.79507561169459,12.569918349459883
122,26000,0,250,250,90,316.2647710711938,21.262351474839146
123,26105,0,105,105,18,366.9934299302091,27.94957847640289
124,26355,0,250,250,246,969.7191281312029,27.459565130935413
125,26434,0,79,79,39,390.71694390489085,24.60490011396538
126,26486,0,52,52,19,362.1527350424701,24.594159588324107
127,26736,0,250,250,42,721.2415514199176,22.9802231289439
128,26986,0,250,250,32,595.1963219315975,25.534239510440358
129,27236,0,250,250,96,630.5758323752674,20.029204404220387
130,27486,0,250,250,39,244.21807145730702,20.48301277332839
131,27736,0,250,250,149,2565.603073217318,31.082623422079966
132,27829,0,93,93,58,434.55663057328957,21.327112342076983
133,28079,0,250,250,28,215.13067569212492,21.54600954407551
134,28329,0,250,250,73,428.52639729035764,27.61005965491369
135,28361,1,32,31,31,703.3822575296917,40.16962488990951
136,28432,0,71,71,23,117.48311835111309,16.19345166148382
137,28682,0,250,250,20,74.51854593976738,7.309051832229356
138,28932,0,250,250,86,291.70359133824854,11.741635609192564
139,29182,0,250,250,22,53.43222508037558,7.024987315115132
140,29432,0,250,250,13,151.2573945011901,19.108017989518178
141,29486,1,54,53,51,975.613661782747,24.944922791790855
142,29736,0,250,250,116,936.1746506627888,31.212747358267805
143,29986,0,250,250,39,737.9579050181809,31.255784922825594
144,30035,1,49,48,48,796.3780003070426,21.584458697441697
145,30285,0,250,250,34,762.2972613289971,28.95385257311894
146,30535,0,250,250,239,1736.0828824853468,27.475837785740755
147,30785,0,250,250,35,521.8298002645968,31.0203128257776
148,31035,0,250,250,14,47.08772561142624,7.545242062135005
149,31285,0,250,250,32,610.2946031637173,32.50808347254224
150,31535,0,250,250,66,261.8298786574492,7.390326939364003
151,31785,0,250,250,22,221.9362247718063,16.963170523541578
152,32035,0,250,250,234,952.3394653404332,17.231309766108236
153,32285,0,250,250,155,237.60194110394687,12.113974186240569
154,32535,0,250,250,249,2434.797071767133,32.220012544161115
155,32785,0,250,250,12,28.413945520743095,5.0269214393955926
156,33035,0,250,250,6,15.358642649937552,5.806962675919377
157,33285,0,250,250,17,90.87327918242383,9.449660697439919
158,33535,0,250,250,50,375.3343234549952,11.85917602084342
159,33785,0,250,250,128,1807.4403740541552,24.918336782866305
160,34035,0,250,250,30,298.4575998191638,19.677280314652794
161,34285,0,250,250,62,520.793212414665,25.907070988893032
162,34535,0,250,250,57,818.1919572399134,28.2570345612906
163,34589,1,54,53,52,856.1173857181905,31.534236718212004
164,34839,0,250,250,28,229.5798327039378,18.29278724267754
165,35089,0,250,250,60,1085.1565508623028,32.80418360119116
166,35339,0,250,250,13,44.6467851151651,5.595412254333496
167,35589,0,250,250,11,207.77781563742735,24.812179546928537
168,35839,0,250,250,249,2160.1459502616335,32.08223560427991
169,35876,1,37,36,35,733.868508211253,33.369543752890536
170,35925,0,49,49,14,267.3309747754952,29.144785583686524
171,35971,0,46,46,21,238.6518738551355,17.479614696991536
172,36016,0,45,45,26,126.30659594357417,9.17243713901562
173,36266,0,250,250,41,623.6399450006485,22.191192525950317
174,36516,0,250,250,241,1411.9074824769045,14.158775430243201
175,36766,0,250,250,19,86.31912166596318,7.5808075163468605
176,37016,0,250,250,66,1316.6687741642093,26.28672730813399
177,37175,0,159,159,12,54.0884054468822,8.632187434818519
178,37425,0,250,250,7,12.887718525270337,3.140802956489873
179,37675,0,250,250,28,607.0111578257241,31.08977307842276
180,37925,0,250,250,35,672.1985802589879,25.418592170187804
181,38175,0,250,250,57,268.4778186836023,14.633870810386558
182,38244,1,69,68,68,1484.5870953231686,30.198664289272863
183,38494,0,250,250,53,868.1359795702732,22.15526517685676
184,38744,0,250,250,22,488.77860955390673,32.06951380767893
185,38799,0,55,55,15,288.4566963577112,25.175694499386548
186,39049,0,250,250,52,1000.1853656361149,30.2947560922805
187,39153,0,104,104,62,284.94955410793875,25.411675958418883
188,39403,0,250,250,16,44.74610666542103,5.999440064470039
189,39522,0,119,119,52,160.19345141330243,5.344604159611739
190,39727,0,205,205,31,397.0627919343189,21.44592863874777
191,39977,0,250,250,47,90.40085409261184,7.975092888265367
192,40069,1,92,91,79,1445.1854285699749,26.887762165834182
193,40319,0,250,250,66,275.4395107896763,16.504357318825637
194,40569,0,250,250,41,705.7223360864541,28.30982378093485
195,40819,0,250,250,88,300.9386571584753,13.435520832736398
196,41069,0,250,250,24,209.05265453935817,18.734597780462607
197,41195,0,126,126,48,188.00734970577,11.181162824908563
198,41445,0,250,250,91,537.7161404553358,24.247412003065982
199,41495,0,50,50,19,316.15510234312507,23.629234459809688
200,41745,0,250,250,221,2045.2689952479575,28.146378386092113
201,41995,0,250,250,50,864.2668188377455,27.278790551465253
202,42245,0,250,250,230,2562.8924160792108,29.621157262788994
203,42495,0,250,250,31,538.3698710754004,24.415696694317248
204,42580,1,85,84,77,1742.31270255461,32.2826761492998
205,42830,0,250,250,57,1194.4436822427451,26.336978538036146
206,43080,0,250,250,19,64.20310350360556,4.98633117089576
207,43330,0,250,250,20,71.232711080678,5.827519456720266
208,43580,0,250,250,237,2451.14238934267,16.219469904331596
209,43731,1,151,150,150,3208.4790025169386,28.481993752238928
210,43981,0,250,250,21,23.412964505467784,2.5991056219145676
211,44231,0,250,250,142,919.0003473750634,32.63011711592323
212,44481,0,250,250,36,565.5410521826032,29.97216561106797
213,44731,0,250,250,49,673.2523094682483,27.1254677579675
214,44981,0,250,250,11,13.774209886048995,2.13032393602371
215,45231,0,250,250,52,162.7546578746914,7.748748940707887
216,45481,0,250,250,13,144.9226358527652,23.20839231668267
217,45731,0,250,250,93,1003.1098767782863,30.033353099054658
218,45981,0,250,250,42,775.8701702822841,27.02903706225096
219,46105,0,124,124,73,492.9408265666766,26.08405662274552
220,46325,0,220,220,7,7.166068268956238,3.0896014412663493
221,46575,0,250,250,33,40.673876292513484,5.812235740295988
222,46825,0,250,250,40,75.92241213437019,4.232358801321636
223,47075,0,250,250,55,185.96056493101423,6.405872626803802
224,47117,0,42,42,8,13.67755917014322,5.339666366577148
225,47367,0,250,250,35,707.3259185170785,25.450175138459176
226,47432,0,65,65,33,273.60808145034946,24.74362981411563
227,47497,1,65,64,63,1468.480203289522,31.45724976825526
228,47747,0,250,250,1,3.3656343031695855,3.3656343031695855
229,47864,0,117,117,98,457.13584953978415,11.540568237479883
230,48114,0,250,250,30,587.0268728024163,29.922240888008638
231,48364,0,250,250,137,2935.545658924086,28.32580039635829
232,48614,0,250,250,5,7.225567160426195,2.6003110172976918
233,48669,0,55,55,21,404.69314542787833,26.274415838686384
234,48919,0,250,250,55,352.43926988652873,28.84896646425921
235,49169,0,250,250,7,8.826188330580464,1.9934466773727904
236,49419,0,250,250,20,50.55084195155281,4.644243909845741
237,49669,0,250,250,21,47.42967507122579,6.283224557242752
238,49919,0,250,250,248,1655.959737415186,26.65058746253231
239,50169,0,250,250,22,99.97115258559266,8.724747681316877
240,50419,0,250,250,43,123.14968573625082,6.711230493575558
241,50669,0,250,250,37,684.7966423274573,31.139899554782208
242,50919,0,250,250,7,38.87252326152023,7.369542121887207
243,51070,1,151,150,108,2220.1912681582803,46.49812822820026
244,51320,0,250,250,21,48.80803380165842,3.9098811566064686
245,51570,0,250,250,59,127.08591889977242,5.606600449098379
246,51820,0,250,250,31,264.682873339511,14.16258590980965
247,52070,0,250,250,36,581.645723522071,23.1871424161771
248,52320,0,250,250,15,374.4880977005103,32.94254562490188
249,52570,0,250,250,29,597.2154428564946,31.62578260302941
250,52820,0,250,250,13,43.78799629949683,5.515745162963867
251,53070,0,250,250,38,751.8104622359951,28.01075770498991
252,53132,0,62,62,32,27.74959967166306,4.240965548598933
253,53196,1,64,63,50,960.8536617899139,30.9119035480162
254,53446,0,250,250,151,2277.4273626589957,30.51723031917261
255,53696,0,250,250,40,602.2428733735521,23.26618170926257
256,53946,0,250,250,16,357.08818325448533,31.913956001777994
257,54196,0,250,250,42,392.77613192267296,22.99782484099307
258,54446,0,250,250,33,503.3087427298494,23.179373577942002
259,54509,0,63,63,29,69.10207557016743,7.403845600580865
260,54554,0,45,45,23,71.35290312053031,4.835641569418987
261,54804,0,250,250,25,36.088719923982374,8.385237782695224
262,55054,0,250,250,16,356.78013228276563,30.99521753252388
263,55119,1,65,64,61,1062.077177167149,31.078662071891113
264,55369,0,250,250,20,429.1805443005443,31.806253103920067
265,55619,0,250,250,22,62.38740556400141,7.310524285693535
266,55869,0,250,250,159,694.0953478186427,28.204184318449038
267,56119,0,250,250,39,664.4485279688711,24.967425119179815
268,56369,0,250,250,31,35.077875394736914,3.5517320345930132
269,56619,0,250,250,38,765.1126700987344,25.723039881188733
270,56869,0,250,250,24,418.11496948968517,30.213285126783973
271,57119,0,250,250,109,477.93084136817924,20.761628205908398
272,57265,0,146,146,26,552.8212302561092,31.153790084855995
273,57515,0,250,250,32,627.7105396769969,29.367753447527512
274,57765,0,250,250,17,38.51035370289029,6.591124537316445
275,58015,0,250,250,17,124.5014895175341,25.89421968603461
276,58265,0,250,250,34,126.74455622339435,6.979790668355459
277,58515,0,250,250,24,584.556352753447,34.372328557706574
278,58765,0,250,250,28,588.1739724525197,28.71503640001134
279,59015,0,250,250,246,1441.461059267267,32.883642157753314
280,59265,0,250,250,60,342.07723470507665,19.641530361332645
281,59515,0,250,250,14,36.51183694291228,3.515557718535657
282,59765,0,250,250,7,31.35258285891186,8.212050872711735
283,59878,0,113,113,45,218.6708672544591,6.868568937637317
284,60128,0,250,250,20,63.05572142710437,5.035403702349672
285,60378,0,250,250,16,105.2188502646014,10.286986080826729
286,60628,0,250,250,31,283.57780923846985,17.549332251635658
287,60878,0,250,250,245,1139.4480055163365,24.0815471351689
288,60920,0,42,42,11,27.21897203054275,6.616629769072185
289,61170,0,250,250,79,129.85547166781296,5.88882992300793
290,61420,0,250,250,33,406.9097808279004,20.78941200446355
291,61670,0,250,250,19,73.28584615074834,5.167531118343829
292,61784,0,114,114,54,130.4740436392554,5.893908588354928
293,62034,0,250,250,27,80.26878465969,4.490116119384766
294,62284,0,250,250,29,426.1803532256215,22.05524483851343
295,62534,0,250,250,56,225.18368038351022,15.158343540529522
296,62784,0,250,250,65,103.28355068492043,8.519189631213331
297,62898,0,114,114,20,422.89459252144167,29.4376171120413
298,63148,0,250,250,29,227.1305324235865,22.489553941009056
299,63398,0,250,250,53,95.1972408153352,8.608393539979117
300,63648,0,250,250,34,131.85108189349984,5.790196540629884
301,63898,0,250,250,47,673.1391345083222,32.988741996051374
302,64148,0,250,250,21,158.9297664820998,13.503785016489543
303,64234,0,86,86,29,109.10229750145655,6.0846371508927986
304,64314,0,80,80,41,111.768286512646,5.624158697489233
305,64564,0,250,250,46,811.000801321715,25.877958683967154
306,64814,0,250,250,40,891.7648574637144,31.12416045295347
307,65064,0,250,250,51,300.0874956877574,26.34464631144233
308,65314,0,250,250,87,646.1797813756983,31.66065090461725
309,65564,0,250,250,97,563.1963938563946,24.190359951263876
310,65814,0,250,250,26,157.81717372640117,25.126354461313884
311,66064,0,250,250,48,1160.1614811207764,31.36876736730104
312,66314,0,250,250,15,37.81843964448862,7.956471397164776
313,66564,0,250,250,25,126.18840059768638,7.476734708725792
314,66638,0,74,74,18,435.2599639548063,33.953274562899644
315,66888,0,250,250,66,420.05540494520574,24.3751045288565
316,66955,0,67,67,16,40.98029281091557,4.628324683390173
317,67205,0,250,250,28,102.7201128099084,6.263417199912636
318,67455,0,250,250,17,52.05420801417306,4.93126796645092
319,67553,0,98,98,47,788.9434903021371,30.97651209042876
320,67803,0,250,250,250,2045.9540532457238,24.94916827169492
321,68053,0,250,250,57,616.7334136624096,32.30905965275902
322,68106,1,53,52,47,1029.0496119099519,32.23232958614047
323,68356,0,250,250,16,209.51724383693025,20.35463288741144
324,68606,0,250,250,73,169.18052680502623,5.231799250882777
325,68856,0,250,250,12,223.79287781883122,28.069019271922656
326,69106,0,250,250,17,143.2848358180263,14.347327423033823
327,69195,0,89,89,25,580.8042757394827,32.0217659327778
328,69445,0,250,250,34,492.96888020437945,20.91816911092279
329,69695,0,250,250,43,637.856046318954,25.607050404549806
330,69945,0,250,250,247,947.079729926199,10.162924714795066
331,70195,0,250,250,16,75.50866242882509,6.832117080688477
332,70445,0,250,250,32,625.5718078458838,29.24216910485354
333,70502,0,57,57,20,154.53410092942565,11.575381675635173
334,70752,0,250,250,79,595.8326769998649,29.341105642234155
335,70919,0,167,167,40,867.2412386936187,27.36509695305505
336,70982,1,63,62,56,796.2355821623055,23.47069133164331
337,71232,0,250,250,144,901.8716403508602,26.270286974521458
338,71482,0,250,250,24,76.34448530598941,5.539176940917969
339,71732,0,250,250,16,251.73907643487053,24.088191811171388
340,71982,0,250,250,29,702.8714995010254,32.46399979034931
341,72232,0,250,250,18,52.9795937335835,6.702806671838692
342,72482,0,250,250,14,263.8180532282617,29.762243353119565
343,72647,0,165,165,7,22.88466020634886,5.464031327908194
344,72897,0,250,250,33,489.22923550369853,20.87726515583895
345,72956,0,59,59,20,343.69204756202157,25.50499799318315
346,73206,0,250,250,3,9.121758625568479,3.7886821762267644
347,73456,0,250,250,59,1128.4399021274323,33.63433827870491
348,73706,0,250,250,28,522.9468327335702,26.76227647886469
349,73800,0,94,94,35,149.6315338116718,9.790462094754895
350,74050,0,250,250,34,320.9003015671586,22.39906505288053
351,74300,0,250,250,20,295.2697548097235,21.888903355903643
352,74550,0,250,250,28,638.227283672074,32.07201993054219
353,74800,0,250,250,32,157.71562590941937,21.464325530011674
354,75050,0,250,250,38,311.81711568534894,26.594799718035805
355,75300,0,250,250,26,387.9444139335743,22.861195052099234
356,75550,0,250,250,47,40.112444175208935,5.124295052613281
357,75635,0,85,85,15,296.75628481008,30.929257930202425
358,75846,0,211,211,30,497.8836131107439,26.738982581397917
359,76096,0,250,250,79,571.1757379697857,24.458644300971418
360,76154,1,58,57,57,1053.6916432457394,24.892231203061876
361,76216,0,62,62,30,685.691850711536,30.859128309635427
362,76333,0,117,117,46,381.91683082322464,22.747441145521844
363,76583,0,250,250,55,698.9103542140517,33.931187454879904
364,76833,0,250,250,242,933.4927210942502,29.685340491755646
365,77083,0,250,250,57,1044.8888058905752,32.71609368160312
366,77333,0,250,250,20,46.59649971797141,4.7667999267578125
367,77583,0,250,250,81,533.9596870087511,26.04151575739359
368,77697,0,114,114,50,397.87062721613455,26.632473546274984
369,77947,0,250,250,20,396.19444731917923,31.241021359770922
370,78042,1,95,94,92,1737.0341742404955,26.46615676052154
371,78292,0,250,250,34,141.23543843806314,8.691796743014752
372,78409,0,117,117,106,893.4422579233859,24.878527911826446
373,78659,0,250,250,49,810.897838021167,32.32918225577506
374,78909,0,250,250,236,1420.8613179253682,29.738898548037547
375,79159,0,250,250,13,40.28242206947294,7.135021552271284
376,79409,0,250,250,21,128.91147064141342,11.470510183590857
377,79542,0,133,133,36,626.56924282919,28.436431141878597
378,79792,0,250,250,6,23.942703471354438,4.924703879409094
379,79849,0,57,57,20,435.18077268060387,31.76123883108669
380,80099,0,250,250,162,2195.371860893308,17.781966363114666
381,80349,0,250,250,30,661.0286453182505,32.924533629576814
382,80599,0,250,250,21,182.22868871368283,15.256055633577818
383,80744,0,145,145,25,475.56672870501063,27.39482916683715
384,80994,0,250,250,20,65.60384897464357,5.62158760349341
385,81244,0,250,250,74,232.08846078296318,12.638492566553259
386,81494,0,250,250,250,2056.784709990992,33.4680137293365
387,81744,0,250,250,11,65.70283015139634,8.892669167997463
388,81823,0,79,79,27,653.4607794929021,32.100171567626035
389,82073,0,250,250,28,593.2994622406255,31.50562275094497
390,82323,0,250,250,58,747.0477289187835,24.66045543338754
391,82384,0,61,61,46,388.44656290243466,25.63575465686681
392,82474,0,90,90,35,680.6140636233404,32.41727893711575
393,82702,0,228,228,96,379.77860475279334,21.33552873221263
394,82804,0,102,102,25,469.1733506732519,25.626739292517637
395,83054,0,250,250,211,1192.427234995351,27.783945317116
396,83126,0,72,72,47,149.04937839537155,8.115356269400808
397,83376,0,250,250,29,202.52583475375963,27.416076759125506
398,83626,0,250,250,36,865.7939897614046,33.31856339827173
399,83876,0,250,250,94,1009.1664868633635,29.24871549729226
400,83956,0,80,80,22,387.4126770252823,24.250181638744596
401,84206,0,250,250,196,1030.495002165932,26.195197585510662
402,84456,0,250,250,56,86.70529587885412,5.464379493198007
403,84706,0,250,250,22,105.79420900209159,17.1139183996415
404,84775,0,69,69,29,548.8963160449106,25.542914616541857
405,85025,0,250,250,27,587.9226140299411,32.561480560686846
406,85275,0,250,250,34,345.68490256368693,16.72218350780006
407,85439,0,164,164,74,1440.1710932278695,28.065518230440848
408,85689,0,250,250,29,255.1781098541534,26.043540010431567
409,85939,0,250,250,60,389.98545957373716,22.85878926729554
410,86189,0,250,250,6,21.53981741371808,5.192427149998914
411,86439,0,250,250,23,431.3821139245481,27.027440653482124
412,86689,0,250,250,18,326.49408815942223,25.306122471279036
413,86939,0,250,250,31,642.6719379339104,28.58945759458759
414,87189,0,250,250,14,49.53447004448772,5.440362371679128
415,87439,0,250,250,250,3076.2403383449146,32.7065496296954
416,87689,0,250,250,85,1093.2485386191336,29.73419470400536
417,87842,0,153,153,26,533.2548863995681,32.329615335292964
418,88092,0,250,250,32,698.1825606065906,28.405063994425266
419,88132,1,40,39,39,674.396953289106,31.07836443477992
420,88194,0,62,62,30,159.86447259615653,9.064316016026007
421,88444,0,250,250,44,418.686208789365,24.751409433879882
422,88694,0,250,250,128,849.460813263474,34.46562720022833
423,88944,0,250,250,9,25.011894023221057,4.3493762982839
424,89194,0,250,250,13,39.10492612583975,4.701713674197147
425,89444,0,250,250,200,517.1048996766705,12.232091898478563
426,89694,0,250,250,34,823.8888451086132,33.415652192256346
427,89944,0,250,250,18,100.828263769391,22.946713639757352
428,90194,0,250,250,42,218.70512137550244,20.518233675663136
429,90444,0,250,250,23,336.1231774282558,23.40099496755592
430,90694,0,250,250,43,609.6397406522555,31.638455640308287
431,90748,0,54,54,22,455.6358844908969,28.912226525039387
432,90998,0,250,250,43,947.7180898602215,34.126688643038975
433,91060,0,62,62,50,216.0510579381217,10.425255260423523
434,91310,0,250,250,52,1009.6038172727966,35.22931494090063
435,91398,0,88,88,19,366.94721160890793,25.973225064666515
436,91468,0,70,70,21,441.8196073048826,29.762476258667753
437,91718,0,250,250,14,311.47129920511753,30.32036428764279
438,91968,0,250,250,39,205.37421947801352,9.640113017403078
439,92048,0,80,80,25,550.7641556498987,29.205381068756846
440,92298,0,250,250,76,180.143326415954,6.043234644648846
441,92548,0,250,250,16,153.5436299448613,18.9010007525008
442,92629,1,81,80,62,1221.6495569709298,29.794263192257013
443,92819,0,190,190,49,84.12887848329905,3.84759042817277
444,92907,0,88,88,24,477.6233595654166,25.823665504665602
445,93157,0,250,250,52,545.3110741210189,25.572040357759345
446,93407,0,250,250,133,252.16739463376754,4.499594340436916
447,93657,0,250,250,250,1650.3802991998243,34.194382205805
448,93907,0,250,250,36,204.09996441546434,24.734220129808776
449,94157,0,250,250,24,495.2360181146551,30.133045170758443
450,94407,0,250,250,76,779.6238399169282,39.539473360260956
451,94489,0,82,82,35,701.0754575543599,29.304235534544794
452,94739,0,250,250,28,56.9208091119085,5.9284347690553085
453,94989,0,250,250,17,71.29129290391609,6.283451477081288
454,95239,0,250,250,10,27.485748798059696,7.316403229951096
455,95358,0,119,119,28,377.21702790698845,29.57044382149716
456,95608,0,250,250,40,948.7819724898486,31.23105389971017
457,95831,0,223,223,31,95.53089711567708,6.577453912723264
458,96081,0,250,250,244,2062.148946824663,27.365071335194095
459,96178,0,97,97,22,432.8473720332264,25.20182174451428
460,96428,0,250,250,51,1229.2324475510047,32.46569013205069
461,96678,0,250,250,72,542.3404440138809,10.837981348841538
462,96863,0,185,185,36,473.9357268133278,24.33977572299931
463,96925,0,62,62,17,253.9122109337091,23.3506965288187
464,97103,0,178,178,47,244.35880910900428,12.392578888173517
465,97353,0,250,250,44,36.74714007286646,4.336081616791975
466,97552,0,199,199,54,288.1946184860532,25.573538462044016
467,97802,0,250,250,32,352.4380343224296,24.452789626919913
468,98052,0,250,250,34,107.46837652399083,6.559579561111911
469,98302,0,250,250,39,873.2856075151639,29.48738509353736
470,98552,0,250,250,16,118.00522150648078,19.98418748037671
471,98802,0,250,250,154,673.9069273100224,18.471456734780034
472,99052,0,250,250,18,418.0293869165421,30.997207315904223
473,99302,0,250,250,75,334.3342390326787,9.667071729511678
474,99552,0,250,250,44,527.4284111952672,25.889861650009284
475,99802,0,250,250,232,959.0881498836546,15.93181484933089
476,100052,0,250,250,123,693.2440245780974,32.50806296051358
477,100302,0,250,250,41,763.5876475958222,25.667805854833723
