episode,step,safety_infeasible,command_attempts,safety_certified_steps,safety_intervention_steps,safety_correction_sum,safety_correction_max
1,250,0,250,250,87,601.1718495967121,27.285396665866415
2,500,0,250,250,61,134.51391679633576,6.754810235355048
3,750,0,250,250,89,307.5231052990132,7.8982253074646
4,854,0,104,104,16,193.79133525713166,23.73668311827659
5,1104,0,250,250,26,498.44821864327076,34.02649622061793
6,1354,0,250,250,112,323.3301908627132,7.102806526819334
7,1604,0,250,250,88,1075.663941656824,32.05027273988907
8,1840,0,236,236,21,416.4012400027133,34.321430693828894
9,2090,0,250,250,174,1073.0305737473898,30.807489622574924
10,2340,0,250,250,22,418.9989764264706,32.356919680540244
11,2590,0,250,250,54,309.0199025278435,25.92091553984797
12,2682,0,92,92,30,91.98184434405015,8.043698325472475
13,2932,0,250,250,45,874.3263827959724,32.63017617456659
14,3182,0,250,250,59,375.9513955153025,27.032330073518782
15,3231,0,49,49,12,51.25732690013988,14.705041085887611
16,3481,0,250,250,38,639.442123159166,33.46568544124072
17,3731,0,250,250,151,807.645311221279,28.3441632868661
18,3981,0,250,250,26,369.7247062198047,25.2943202367238
19,4231,0,250,250,30,622.7473778110653,32.92593489594309
20,4481,0,250,250,45,92.59023696207592,4.66479785382657
21,4731,0,250,250,64,165.06754573835212,9.7572580248857
22,4981,0,250,250,98,1315.713006266774,31.22211341733364
23,5231,0,250,250,39,374.3416522839073,25.212775062394787
24,5481,0,250,250,39,207.70798200903712,23.63822465733665
25,5731,0,250,250,83,716.5254649522383,33.839495574425825
26,5981,0,250,250,114,476.98174076040743,24.766019790302373
27,6029,0,48,48,26,283.4145952273966,31.3817012506175
28,6279,0,250,250,38,754.4615521984351,32.445123558594396
29,6529,0,250,250,98,383.0348505216669,15.092191722146854
30,6779,0,250,250,79,576.9132453414156,31.982116406577223
31,7029,0,250,250,93,318.815584331271,9.53159565087738
32,7108,0,79,79,30,114.85320767703756,9.726104645452324
33,7358,0,250,250,110,794.0139276227534,33.09162998911112
34,7608,0,250,250,22,393.5504389190155,31.17511566658388
35,7706,1,98,97,91,2010.2691226022696,32.459450463571194
36,7956,0,250,250,115,433.2837322053367,9.3105450162485
37,8206,0,250,250,39,301.66789596767126,17.732664395360324
38,8456,0,250,250,42,625.870157127799,32.57775282822563
39,8496,0,40,40,9,67.66810141299774,13.871793083538014
40,8746,0,250,250,59,218.20174939042212,11.004639566949177
41,8891,0,145,145,70,903.8389401627296,32.83583878935913
42,9141,0,250,250,82,219.6838651289451,6.288164875388951
43,9391,0,250,250,77,272.5365006281565,12.757010931106693
44,9641,0,250,250,26,74.45578156534992,7.366918087005615
45,9891,0,250,250,68,191.1700737585044,6.732938676437398
46,10141,0,250,250,11,85.72006192437281,14.397508522710332
47,10391,0,250,250,57,760.4443965838773,33.49697573949332
48,10641,0,250,250,125,317.13437347295365,6.580026858068285
49,10891,0,250,250,45,989.3709714809384,32.15117796673705
50,11141,0,250,250,241,2056.0086670861438,32.45919507496199
51,11391,0,250,250,135,2190.2552008667485,31.37330697971977
52,11641,0,250,250,19,329.4649072653234,27.577747773400834
53,11714,0,73,73,16,235.29874618493153,21.36665530427786
54,11964,0,250,250,24,69.83641531529311,5.7233867722413185
55,12214,0,250,250,24,185.31282426933348,12.173452085592412
56,12450,0,236,236,72,187.55256033201798,8.685214895784293
57,12700,0,250,250,62,296.0059135116805,12.03746510052099
58,12770,0,70,70,18,103.2679156000273,9.235430689922472
59,13020,0,250,250,67,185.29354072060465,7.97836446762085
60,13270,0,250,250,28,139.392284849657,7.070409297943115
