training_seed,checkpoint,successes,episodes,success_rate,success_ci95_low,success_ci95_high,reward_mean,reward_std,final_distance_mean
0,/home/andrea/sarrl-runs/v1.2-planar-ablations/A1_direct_sac/seed_0/best.pt,1,100,0.01,0.0017674320641406505,0.054486196178705315,-233.71692803060833,83.6031613974788,0.7657799935778484
1,/home/andrea/sarrl-runs/v1.2-planar-ablations/A1_direct_sac/seed_1/best.pt,9,100,0.09,0.04807254000256516,0.1622621285271631,-149.75036172657258,71.91054546047953,0.3754308728816419
2,/home/andrea/sarrl-runs/v1.2-planar-ablations/A1_direct_sac/seed_2/best.pt,4,100,0.04,0.01566330399154762,0.0983707143588792,-183.48173440635236,105.66665330738113,0.5250030096700165
3,/home/andrea/sarrl-runs/v1.2-planar-ablations/A1_direct_sac/seed_3/best.pt,10,100,0.1,0.0552291370606751,0.17436566150491345,-156.5849768186248,92.03991516703117,0.4057880681873136
4,/home/andrea/sarrl-runs/v1.2-planar-ablations/A1_direct_sac/seed_4/best.pt,6,100,0.06,0.027786123963188192,0.1247681544589592,-192.71766032520398,111.31147886224517,0.5656931999989891
