scenario,controller,seed,steps,command_attempts,safety_infeasible,safety_certified_steps,safety_intervention_steps,unsafe_state_steps,safety_correction_mean,safety_correction_max,safety_correction_sum,safety_constraint_margin_min,uncertainty_scale_mean,uncertainty_scale_min,uncertainty_norm_mean,uncertainty_norm_max,raw_residual_norm_mean,gated_residual_norm_mean,context_latent_norm_mean,context_latent_norm_max
id_reference,A5_train_seed_0,50000,71,71,False,71,20,0,0.41586465015471646,8.713373303320004,29.526390160984867,-2.1316282072803006e-14,1.0,1.0,0.0,0.0,7.059424099174787,7.059424099174787,0.0,0.0
id_reference,A5_train_seed_0,50001,116,116,False,116,63,0,5.232226510306659,16.149525002744998,606.9382751955725,-4.263256414560601e-14,1.0,1.0,0.0,0.0,6.853729552167086,6.853729552167086,0.0,0.0
id_reference,A5_train_seed_0,50002,92,92,False,92,51,0,2.858201314505687,11.508334282118627,262.9545209345232,-2.842170943040401e-14,1.0,1.0,0.0,0.0,5.034276393014577,5.034276393014577,0.0,0.0
id_reference,A5_train_seed_0,50003,250,250,False,250,31,0,3.155743560106931,33.459079292013634,788.9358900267327,-2.1316282072803006e-14,1.0,1.0,0.0,0.0,7.6416283443482245,7.6416283443482245,0.0,0.0
id_reference,A5_train_seed_0,50004,62,62,False,62,41,0,10.113819078975864,28.911774904878882,627.0567828965036,-7.815970093361102e-14,1.0,1.0,0.0,0.0,9.43939123501936,9.43939123501936,0.0,0.0
id_reference,A5_train_seed_0,50005,250,250,False,250,54,0,1.6364071051718327,14.937409286320188,409.10177629295816,-2.842170943040401e-14,1.0,1.0,0.0,0.0,4.580123635037769,4.580123635037769,0.0,0.0
id_reference,A5_train_seed_0,50006,69,69,False,69,33,0,4.557894764303948,13.731482063481469,314.4947387369724,-6.394884621840902e-14,1.0,1.0,0.0,0.0,8.332853697220767,8.332853697220767,0.0,0.0
id_reference,A5_train_seed_0,50007,76,76,False,76,34,0,7.94523967678482,31.604954819808487,603.8382154356464,-1.4210854715202004e-14,1.0,1.0,0.0,0.0,6.597619085005479,6.597619085005479,0.0,0.0
id_reference,A5_train_seed_0,50008,100,100,False,100,88,0,4.898399826640489,15.265436509898384,489.8399826640489,-2.842170943040401e-14,1.0,1.0,0.0,0.0,8.025429336111705,8.025429336111705,0.0,0.0
id_reference,A5_train_seed_0,50009,116,116,False,116,53,0,8.321797427937717,31.671451650558097,965.3285016407751,-3.197442310920451e-14,1.0,1.0,0.0,0.0,6.580371719929793,6.580371719929793,0.0,0.0
id_reference,A5_train_seed_0,50010,250,250,False,250,20,0,1.2031274749091503,22.64218079086395,300.7818687272876,-7.105427357601002e-15,1.0,1.0,0.0,0.0,4.194981467195026,4.194981467195026,0.0,0.0
id_reference,A5_train_seed_0,50011,86,86,False,86,19,0,0.19113145087519773,2.223175988889986,16.437304775267005,-2.842170943040401e-14,1.0,1.0,0.0,0.0,5.768901177861821,5.768901177861821,0.0,0.0
id_reference,A5_train_seed_0,50012,250,250,False,250,27,0,0.6898947915677937,9.849278784062427,172.4736978919484,-2.842170943040401e-14,1.0,1.0,0.0,0.0,6.742745862923797,6.742745862923797,0.0,0.0
id_reference,A5_train_seed_0,50013,250,250,False,250,55,0,3.6569616710318495,26.972444827477872,914.2404177579624,-8.526512829121202e-14,1.0,1.0,0.0,0.0,6.244366563436341,6.244366563436341,0.0,0.0
id_reference,A5_train_seed_0,50014,250,250,False,250,236,0,3.9716579453291425,14.215945436376936,992.9144863322856,-5.684341886080802e-14,1.0,1.0,0.0,0.0,8.488358171940883,8.488358171940883,0.0,0.0
id_reference,A5_train_seed_0,50015,89,89,False,89,33,0,7.196124627595031,26.96155473132227,640.4550918559578,-9.947598300641403e-14,1.0,1.0,0.0,0.0,6.684372925281059,6.684372925281059,0.0,0.0
id_reference,A5_train_seed_0,50016,250,250,False,250,44,0,3.848952686185541,30.895921248526385,962.2381715463853,-1.4210854715202004e-14,1.0,1.0,0.0,0.0,6.115934993926901,6.115934993926901,0.0,0.0
id_reference,A5_train_seed_0,50017,79,79,False,79,58,0,4.324037329700188,14.15908902097355,341.59894904631483,-1.4210854715202004e-14,1.0,1.0,0.0,0.0,7.615448312970596,7.615448312970596,0.0,0.0
id_reference,A5_train_seed_0,50018,48,49,True,48,48,0,26.221755434034502,32.04187973927053,1284.8660162676906,-18.645191188973712,1.0,1.0,0.0,0.0,9.262853833992905,9.262853833992905,0.0,0.0
id_reference,A5_train_seed_0,50019,250,250,False,250,72,0,4.6854008965832215,26.654682169626735,1171.3502241458054,-2.1316282072803006e-14,1.0,1.0,0.0,0.0,4.847328353300005,4.847328353300005,0.0,0.0
id_reference,A5_train_seed_0,50020,64,64,False,64,39,0,1.904180698081677,7.94388003597981,121.86756467722732,-2.842170943040401e-14,1.0,1.0,0.0,0.0,7.339553478588519,7.339553478588519,0.0,0.0
