scenario,controller,seed,reward,steps,success,final_distance,max_speed,max_command_torque,fault_seen
id_randomized_heldout,A6_train_seed_0,40000,-156.9913589954204,250,False,0.39714407711373306,4.313771755706174,40.0,False
id_randomized_heldout,A6_train_seed_0,40001,-193.22153721694374,250,False,0.38134135802925695,5.947398948405326,40.0,False
id_randomized_heldout,A6_train_seed_0,40002,-218.2599247430784,250,False,0.4797792108618008,4.920761747844717,40.0,False
id_randomized_heldout,A6_train_seed_0,40003,-175.94280290209696,250,False,0.36856681977253386,5.891940661192936,40.0,False
id_randomized_heldout,A6_train_seed_0,40004,-122.40070728056861,250,False,0.07485768555258354,5.0818714593339385,40.0,False
id_randomized_heldout,A6_train_seed_0,40005,-159.59868019742066,250,False,0.19493570117167452,3.2906243858917192,40.0,False
id_randomized_heldout,A6_train_seed_0,40006,-149.8913126583075,250,False,0.09497758275714491,3.920460967188712,40.0,False
id_randomized_heldout,A6_train_seed_0,40007,-165.69994859632723,250,False,0.3908251771487581,2.80866199561497,40.0,False
id_randomized_heldout,A6_train_seed_0,40008,-48.285256079729294,95,True,0.04910544633392775,3.9848843957826574,40.0,False
id_randomized_heldout,A6_train_seed_0,40009,-68.2073471862793,250,False,0.06551046203605329,4.005093826922499,40.0,False
id_randomized_heldout,A6_train_seed_0,40010,-207.62003013751192,250,False,0.550025722180245,5.915595476013342,40.0,False
id_randomized_heldout,A6_train_seed_0,40011,-36.92092707331573,44,True,0.03245145894357868,4.57965469534271,40.0,False
id_randomized_heldout,A6_train_seed_0,40012,-181.38542613335375,250,False,0.3380806464717493,3.503323782173074,40.0,False
id_randomized_heldout,A6_train_seed_0,40013,-178.52165398306389,250,False,0.35234853617161155,4.537477630713336,40.0,False
id_randomized_heldout,A6_train_seed_0,40014,-103.94192133984406,250,False,0.099837968888949,3.0060236369430458,39.98423767089844,False
id_randomized_heldout,A6_train_seed_0,40015,-301.3348756030817,250,False,0.8364108233158681,3.6448490873444164,40.0,False
id_randomized_heldout,A6_train_seed_0,40016,-92.7545048481089,94,True,0.027976723339956697,2.0856577213792056,27.993940353393555,False
id_randomized_heldout,A6_train_seed_0,40017,-45.97961806498471,104,True,0.04998744555494439,7.175262508892867,40.0,False
id_randomized_heldout,A6_train_seed_0,40018,-163.35567991845377,250,False,0.3374937814430596,3.222156370212919,40.0,False
id_randomized_heldout,A6_train_seed_0,40019,-23.939427243608524,37,True,0.03832387667716215,5.669434136197252,40.0,False
id_randomized_heldout,A6_train_seed_0,40020,-127.13461138804593,250,False,0.27037362928078457,4.588355935168717,40.0,False
id_randomized_heldout,A6_train_seed_0,40021,-195.4598545954389,250,False,0.5934549189733693,3.849220321431095,38.77151107788086,False
id_randomized_heldout,A6_train_seed_0,40022,-348.9876315319835,250,False,0.7436692914921064,4.139288428225782,40.0,False
id_randomized_heldout,A6_train_seed_0,40023,-249.54931593474413,250,False,0.48786554844203245,3.4562391610376095,40.0,False
id_randomized_heldout,A6_train_seed_0,40024,-130.81571742374703,250,False,0.3825168167208319,3.8329248958615345,35.89365768432617,False
id_randomized_heldout,A6_train_seed_0,40025,-187.68681320321028,250,False,0.4098205559369221,5.267271943400654,40.0,False
id_randomized_heldout,A6_train_seed_0,40026,-102.0311739647316,250,False,0.16016287107705413,3.663599716680327,40.0,False
id_randomized_heldout,A6_train_seed_0,40027,-174.8795325989465,250,False,0.194354499264702,4.273178513366318,40.0,False
id_randomized_heldout,A6_train_seed_0,40028,-112.20828658645797,250,False,0.2850732683631718,5.529248129042631,40.0,False
id_randomized_heldout,A6_train_seed_0,40029,-166.83000417696007,53,False,1.0925243812023893,5.751376821939811,40.0,False
id_randomized_heldout,A6_train_seed_0,40030,-89.43553030527194,85,True,0.049213435656449714,6.997528612422833,40.0,False
id_randomized_heldout,A6_train_seed_0,40031,-108.9211032687872,250,False,0.08264277083660833,6.266954442099425,40.0,False
id_randomized_heldout,A6_train_seed_0,40032,-157.4928573240727,250,False,0.5015502542787823,4.292037978345186,35.302249908447266,False
id_randomized_heldout,A6_train_seed_0,40033,-91.43660079727263,250,False,0.09371324724598207,2.9601608626660343,40.0,False
id_randomized_heldout,A6_train_seed_0,40034,-81.81593049253148,250,False,0.07406270341997223,3.7441517266674245,40.0,False
id_randomized_heldout,A6_train_seed_0,40035,-175.03861097661235,250,False,0.530859575254203,4.224592846299613,40.0,False
id_randomized_heldout,A6_train_seed_0,40036,-323.77099915112416,250,False,0.7317453554264202,2.457897995039902,40.0,False
id_randomized_heldout,A6_train_seed_0,40037,-102.36335452714333,78,True,0.044124129513161525,7.034755589656915,40.0,False
id_randomized_heldout,A6_train_seed_0,40038,-132.47246818890983,250,False,0.32800943942988187,2.87712430860725,40.0,False
id_randomized_heldout,A6_train_seed_0,40039,-163.91485655370397,250,False,0.4849924401303055,3.6959181515309965,40.0,False
id_randomized_heldout,A6_train_seed_0,40040,-20.18481198215438,44,True,0.04897674129705979,2.8668785695247188,40.0,False
id_randomized_heldout,A6_train_seed_0,40041,-988.3010226035138,250,False,3.495798691680414,1.055403252714941,40.0,False
id_randomized_heldout,A6_train_seed_0,40042,-201.83323932821654,250,False,0.5993011414006244,2.8868252170178503,40.0,False
id_randomized_heldout,A6_train_seed_0,40043,-135.43656740701368,250,False,0.29860759793514746,3.985341459244706,40.0,False
id_randomized_heldout,A6_train_seed_0,40044,-106.48021275207475,250,False,0.13408105874482684,5.0544913840621355,40.0,False
id_randomized_heldout,A6_train_seed_0,40045,-127.24329744889545,250,False,0.19189127152591184,5.41224972110634,40.0,False
id_randomized_heldout,A6_train_seed_0,40046,-380.7186598845472,250,False,1.1465292950607517,5.630293446005527,40.0,False
id_randomized_heldout,A6_train_seed_0,40047,-172.03552053108712,250,False,0.28864090217117533,6.81885170754113,40.0,False
id_randomized_heldout,A6_train_seed_0,40048,-27.348262541909534,45,True,0.049653518083225275,5.201618818929321,40.0,False
id_randomized_heldout,A6_train_seed_0,40049,-254.00054754108888,250,False,0.6896330713293845,3.618372433034527,40.0,False
id_randomized_heldout,A6_train_seed_0,40050,-196.32170242114296,250,False,0.6044637757588003,4.4599592896813665,33.70450210571289,False
id_randomized_heldout,A6_train_seed_0,40051,-205.4427030355116,250,False,0.5805895388369722,7.018616005431689,40.0,False
id_randomized_heldout,A6_train_seed_0,40052,-150.51785590731734,250,False,0.2725138332958028,3.2335595100789263,40.0,False
id_randomized_heldout,A6_train_seed_0,40053,-48.20238795075585,62,True,0.03332967217445308,3.092760100578284,40.0,False
id_randomized_heldout,A6_train_seed_0,40054,-195.59536440706532,250,False,0.3512148725711649,4.6293000569202185,40.0,False
id_randomized_heldout,A6_train_seed_0,40055,-97.3468497861758,250,False,0.15534792757314617,4.3849850092850575,40.0,False
id_randomized_heldout,A6_train_seed_0,40056,-47.714104748738734,250,False,0.06479276398718142,1.6541199015823609,32.41938781738281,False
id_randomized_heldout,A6_train_seed_0,40057,-204.09060571663855,77,False,1.6424050020356973,4.877073266267035,40.0,False
id_randomized_heldout,A6_train_seed_0,40058,-341.1680681416021,250,False,1.2275593093053645,6.050690397660263,40.0,False
id_randomized_heldout,A6_train_seed_0,40059,-234.75666408632057,250,False,0.7534484464883736,1.93217907887694,34.41017150878906,False
id_randomized_heldout,A6_train_seed_0,40060,-12.644976764352897,54,True,0.04914980932201997,3.736124127284756,28.893043518066406,False
id_randomized_heldout,A6_train_seed_0,40061,-85.53399831111615,250,False,0.08074733938365197,5.006991808820001,40.0,False
id_randomized_heldout,A6_train_seed_0,40062,-124.02849372073551,250,False,0.1749858492187904,4.417303965857234,40.0,False
id_randomized_heldout,A6_train_seed_0,40063,-223.2795325078218,250,False,0.7162912544427745,3.0713338945081983,33.68672180175781,False
id_randomized_heldout,A6_train_seed_0,40064,-16.72474686757245,40,True,0.04796193350635019,4.807209686491082,39.33218765258789,False
id_randomized_heldout,A6_train_seed_0,40065,-384.97708444697395,250,False,0.7099082333309016,5.286057666741111,40.0,False
id_randomized_heldout,A6_train_seed_0,40066,-121.98788487241022,250,False,0.1457493627704773,4.5517123407178435,40.0,False
id_randomized_heldout,A6_train_seed_0,40067,-80.79839296303729,250,False,0.11869332433083861,3.388167983892073,39.67917251586914,False
id_randomized_heldout,A6_train_seed_0,40068,-201.86824626420562,250,False,0.6174318407281136,4.798297927891536,40.0,False
id_randomized_heldout,A6_train_seed_0,40069,-191.5766314775102,250,False,0.2931280289404893,5.978695862499504,40.0,False
id_randomized_heldout,A6_train_seed_0,40070,-96.77236470527373,250,False,0.19558066655004944,3.4600682105883767,38.22185134887695,False
id_randomized_heldout,A6_train_seed_0,40071,-152.83382720384176,250,False,0.41699653316711516,2.815072669874266,40.0,False
id_randomized_heldout,A6_train_seed_0,40072,-96.21820705405976,250,False,0.2067678462521198,4.637476605461973,38.74201583862305,False
id_randomized_heldout,A6_train_seed_0,40073,-200.37058270708135,250,False,0.47603606530667997,3.2173224939098675,40.0,False
id_randomized_heldout,A6_train_seed_0,40074,-132.99008944139473,250,False,0.30028681022394416,3.9918993277424955,40.0,False
id_randomized_heldout,A6_train_seed_0,40075,-286.6328053961413,250,False,0.6097956845705965,2.255907341113583,40.0,False
id_randomized_heldout,A6_train_seed_0,40076,-78.54986409888512,250,False,0.09654969729773215,4.350046420787569,40.0,False
id_randomized_heldout,A6_train_seed_0,40077,-198.12738507276208,250,False,0.6102671339646516,4.976245882620559,40.0,False
id_randomized_heldout,A6_train_seed_0,40078,-73.67836558264578,68,True,0.02890685637507874,6.923612574952958,40.0,False
id_randomized_heldout,A6_train_seed_0,40079,-200.41970367986528,250,False,0.5483346544218378,2.5836411425730703,40.0,False
id_randomized_heldout,A6_train_seed_0,40080,-43.260488327166655,46,True,0.048040583928700184,4.792572049395079,40.0,False
id_randomized_heldout,A6_train_seed_0,40081,-238.36252414190417,250,False,0.21917691099810835,6.292197839786143,40.0,False
id_randomized_heldout,A6_train_seed_0,40082,-210.660957922744,78,False,0.5594384405522467,5.977714514067907,40.0,False
id_randomized_heldout,A6_train_seed_0,40083,-194.17437073338192,250,False,0.40472343189752613,3.954393081214913,40.0,False
id_randomized_heldout,A6_train_seed_0,40084,-257.6283671180706,250,False,0.4294836887722295,4.7472875912267245,40.0,False
