arm,scenario,seed,origin,plant,outcome,steps,final_distance,reward,max_speed,max_command_torque,fault_seen,success,unsafe_episode,normalized_violation_max,safety_infeasible,safety_intervention_fraction,true_delay,selected_lag,converged_at_step,model_fallbacks,prediction_fallbacks,model_fallback_steps,control_steps,selected_time_constant,true_time_constant,true_armature,prediction_error_rms_joint1,prediction_error_rms_joint2
fixed,id_reference,50045,official,mujoco,timeout,250,0.39489710670559036,-187.90647558578843,11.803714178828336,40.0,False,False,True,0.6862448826897622,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50046,official,analytical,timeout,250,0.09198388398519507,-89.54266484561275,15.627198741995526,40.0,False,False,True,1.232456963142218,False,0.0,1,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50046,official,mujoco,timeout,250,0.09258148302580695,-89.15129656074623,15.662156269782486,40.0,False,False,True,1.2374508956832124,False,0.0,1,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50047,official,analytical,timeout,250,0.29572087782895484,-132.53792482845907,2.4372087745928304,39.976531982421875,False,False,False,0.0,False,0.0,0,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50047,official,mujoco,timeout,250,0.29618851180122113,-132.68451207329645,2.4332724400438073,39.97404098510742,False,False,False,0.0,False,0.0,0,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50048,official,analytical,timeout,250,0.2810969816710511,-117.91517840228116,8.525855419049874,40.0,False,False,True,0.21797934557855347,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50048,official,mujoco,timeout,250,0.28187206577188817,-118.27150815208097,8.50043346093733,40.0,False,False,True,0.21434763727676143,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50049,official,analytical,timeout,250,0.18934043626944044,-151.6875659563684,15.003443823285574,40.0,False,False,True,1.143349117612225,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50049,official,mujoco,timeout,250,0.18910576816471672,-151.72801046279397,15.037070208652125,40.0,False,False,True,1.1481528869503035,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50050,official,analytical,timeout,250,0.33384713953003703,-206.06033010197922,12.29160321624659,40.0,False,False,True,0.7559433166066558,False,0.0,1,,,0,0,0,0,,0.0,0.0,,
