population,condition,training_seed,ensemble_seed,scenario,episode_seed,attempts,uncertainty_norm_median,uncertainty_ratio_median,selected_scale_mean,selected_scale_min
heldout,A4c,0,0,id_reference,40036,250,3.8501356922572105,0.91733748339340326,0.50211511511710261,0.31963297851123595
heldout,A4c,0,0,id_reference,40037,250,3.6366735358449924,0.86647775973308938,0.52199919349816382,0.22024242345767478
heldout,A4c,0,0,id_reference,40038,250,4.4795632496510418,1.0673055722166842,0.48932620777405567,0.38537630023851172
heldout,A4c,0,0,id_reference,40039,250,3.9927439729480581,0.95131548619031414,0.51507058570482545,0.44981737115235765
heldout,A4c,0,0,id_reference,40040,250,4.2986641330406332,1.0242043535471175,0.49718746808646685,0.392548215590237
heldout,A4c,0,0,id_reference,40041,250,4.3676928563818169,1.0406512116355235,0.45413611724868802,0.24513540640188547
heldout,A4c,0,0,id_reference,40042,250,3.5684515956604663,0.85022312666991062,0.53327140943657036,0.34378928011395965
heldout,A4c,0,0,id_reference,40043,79,3.5567414572939562,0.8474330564703263,0.5476266705717574,0.33627953493585094
heldout,A4c,0,0,id_reference,40044,81,5.7915570594288734,1.3799026326552795,0.45000909223416308,0.34018526584182857
heldout,A4c,0,0,id_reference,40045,103,6.7185727029207802,1.6007743798971612,0.40749010880813308,0.3138247725789241
heldout,A4c,0,0,id_reference,40046,93,4.708979348966742,1.1219664995235903,0.45916823237909266,0.26600214723439469
heldout,A4c,0,0,id_reference,40047,250,7.1103056257894117,1.6941090886840031,0.39023193644899506,0.29209463083561793
heldout,A4c,0,0,id_reference,40048,49,4.3331460956394254,1.0324200631535227,0.46796398679019058,0.35548385685450307
heldout,A4c,0,0,id_reference,40049,250,3.8144671323134816,0.90883905382354457,0.51147788595016297,0.34458609481854324
heldout,A4c,0,0,id_reference,40050,250,3.379144174250682,0.80511853622833707,0.5479619412758272,0.43315549920615515
heldout,A4c,0,0,id_reference,40051,250,2.735394986132623,0.65173816021915931,0.58550197238881396,0.3784889211316908
heldout,A4c,0,0,id_reference,40052,60,6.6111420830639904,1.5751778445186784,0.37523330646387199,0.19037473359753296
heldout,A4c,0,0,id_reference,40053,41,4.0471670855604298,0.96428239571058616,0.53327229325791248,0.42545192641693402
heldout,A4c,0,0,id_reference,40054,250,2.3455234843493757,0.5588469556281398,0.57983283639831229,0.3234703079347388
heldout,A4c,0,0,id_reference,40055,61,4.8743312328407677,1.161363417749719,0.45058585312637839,0.31745964288668788
heldout,A4c,0,0,id_reference,40056,24,4.0247419016078725,0.95893934719075258,0.54196795307537371,0.44552974311716659
heldout,A4c,0,0,id_reference,40057,86,3.6793701170048623,0.87665069321942435,0.51615730013243888,0.35995549128828314
heldout,A4c,0,0,id_reference,40058,250,5.9704242734796749,1.4225197280290676,0.4212761727288496,0.38754077392170261
heldout,A4c,0,0,id_reference,40059,250,4.424106521136876,1.0540923922566316,0.48388638131952483,0.44537626576033235
heldout,A4c,0,0,id_reference,40060,250,4.0023031174462709,0.95359305827044094,0.51654074611278267,0.44009190154678074
heldout,A4c,0,0,id_reference,40061,250,1.7889531111804116,0.42623789811338553,0.66684502323549533,0.28934516868361865
heldout,A4c,0,0,id_reference,40062,68,5.8028935620515902,1.3826036799994859,0.40233571998284556,0.21195460986151479
heldout,A4c,0,0,id_reference,40063,250,4.5282139170634119,1.0788971327165451,0.48025196415555038,0.44032354808740093
heldout,A4c,0,0,id_reference,40064,43,4.2957893536901741,1.0235194055178922,0.52872992835301436,0.44374995103275422
heldout,A4c,0,0,id_reference,40065,250,4.371174328146779,1.0414807108539013,0.46985390453983472,0.2060472753748869
heldout,A4c,0,0,id_reference,40066,250,3.1819770274077346,0.75814127912633356,0.53302305272582906,0.21696056391343918
heldout,A4c,0,0,id_reference,40067,250,4.4751120997102563,1.0662450364300888,0.49772212739065586,0.38221222405727673
heldout,A4c,0,0,id_reference,40068,250,4.6449879455821943,1.1067198387220905,0.47141658160386796,0.40496709622121491
heldout,A4c,0,0,id_reference,40069,250,2.180021141584815,0.5194141889044438,0.59219613506221813,0.29857116305362663
heldout,A4c,0,0,id_reference,40070,250,5.5415398215598834,1.3203332558530689,0.44277118549088051,0.40965647469986816
heldout,A4c,0,0,id_reference,40071,250,4.649966002087087,1.1079059158350535,0.48080786074333937,0.36061983518708057
heldout,A4c,0,0,id_reference,40072,250,5.4547256604953098,1.2996488201865442,0.44602421959996374,0.40124526096781954
heldout,A4c,0,0,id_reference,40073,250,3.6287579946293791,0.86459179434412137,0.51167110349476241,0.2465173564006837
heldout,A4c,0,0,id_reference,40074,250,4.3833399547799212,1.0443793061792539,0.48000093284017542,0.31147196882738754
heldout,A4c,0,0,id_reference,40075,250,1.7769326610433522,0.42337389269659947,0.64199268586583547,0.34034722744198964
heldout,A4c,0,0,id_reference,40076,40,4.2901302565532031,1.0221710629292537,0.50491572242680127,0.36365234689204973
heldout,A4c,0,0,id_reference,40077,250,3.8541702776540676,0.91829876806239086,0.51119702682535828,0.41492591452694766
heldout,A4c,0,0,id_reference,40078,250,4.2377992229590564,1.0097026144127064,0.49340923638462514,0.30635471506592421
heldout,A4c,0,0,id_reference,40079,250,3.543485722352683,0.84427473076351756,0.53041232811129546,0.34801741994607671
heldout,A4c,0,0,id_reference,40080,43,5.6922831376109011,1.3562495209506107,0.41701316567981511,0.26984080773781538
heldout,A4c,0,0,id_reference,40081,250,6.059309575923276,1.4436976360748153,0.39825468259897584,0.19299503252020939
heldout,A4c,0,0,id_reference,40082,250,3.410753758086587,0.81264986977210152,0.52815263359558295,0.35677735960262957
heldout,A4c,0,0,id_reference,40083,250,6.3297086791929944,1.5081232181144588,0.39115336140532569,0.19263224749260321
heldout,A4c,0,0,id_reference,40084,250,3.9392782886604905,0.93857669457554138,0.48967756734035023,0.28992882567497352
heldout,A4c,0,0,id_reference,40085,250,3.2840773710342113,0.7824678171401156,0.53339010256221175,0.29807445950090172
heldout,A4c,0,0,id_reference,40086,43,4.0667274061264491,0.96894285878945507,0.50602863553376098,0.45394320607652694
heldout,A4c,0,0,id_reference,40087,250,3.1324272703985083,0.74633550056922771,0.53127389687744997,0.21902460767481874
heldout,A4c,0,0,id_reference,40088,29,3.4597045839102147,0.82431294633882624,0.55918544676502635,0.40177905455481888
heldout,A4c,0,0,id_reference,40089,250,3.7210536397556124,0.88658225431635995,0.51245397217451949,0.29993833061468261
heldout,A4c,0,0,id_reference,40090,64,4.3541170410206362,1.037416623222579,0.48490451467223139,0.32183037487848443
heldout,A4c,0,0,id_reference,40091,76,6.7194540067567443,1.6009843602998297,0.39861683663063485,0.28732475176513589
heldout,A4c,0,0,id_reference,40092,250,4.4029750278227509,1.0490575798638875,0.49708854290149995,0.48600043568069307
heldout,A4c,0,0,id_reference,40093,250,3.4423175879447072,0.82017030192376172,0.54313329767606844,0.3462089162946847
heldout,A4c,0,0,id_reference,40094,63,4.0974217218992219,0.97625611957714709,0.52388720717266779,0.36355930342920567
heldout,A4c,0,0,id_reference,40095,74,3.2883760132744291,0.78349201627745513,0.52176721742565302,0.35196994083633348
heldout,A4c,0,0,id_reference,40096,250,5.5772721869834925,1.3288468877853945,0.444303812473828,0.38419747473585897
heldout,A4c,0,0,id_reference,40097,81,7.0632039175109576,1.6828865848583376,0.34104333090447864,0.16511365567500988
heldout,A4c,0,0,id_reference,40098,62,2.8934838780510042,0.68940459014694144,0.54686439047454904,0.30725786631151325
heldout,A4c,0,0,id_reference,40099,250,5.1569882833159459,1.228709591513867,0.42842506355679771,0.22067141489960859
heldout,A6c,0,0,id_reference,40000,78,4.1611504713321708,0.99144020016479939,0.51791229288820295,0.34819490376188234
heldout,A6c,0,0,id_reference,40001,250,4.0231800247817286,0.95856721273327194,0.48366439279969109,0.28011891856938553
heldout,A6c,0,0,id_reference,40002,100,3.1047741369203461,0.73974683515574269,0.53897502059450442,0.33739976018823298
heldout,A6c,0,0,id_reference,40003,87,3.8187686279419468,0.90986393281224598,0.49675508032803845,0.32179918485487258
heldout,A6c,0,0,id_reference,40004,67,6.5274631289363052,1.5552404066390593,0.39384497484377273,0.29110495443827317
heldout,A6c,0,0,id_reference,40005,94,5.9891718515433716,1.4269865462025826,0.40679946061110778,0.30596066602411309
heldout,A6c,0,0,id_reference,40006,75,6.4547118186677856,1.537906600973584,0.40311711142499801,0.27456940887731368
heldout,A6c,0,0,id_reference,40007,86,3.1213003762257698,0.74368439476042936,0.50262274437160426,0.33331246608807891
heldout,A6c,0,0,id_reference,40008,48,4.0412015833917643,0.96286104872855982,0.50786041114906444,0.39628535552184663
heldout,A6c,0,0,id_reference,40009,47,4.1376591059511858,0.98584312210767933,0.51377814323779758,0.3842088316961958
heldout,A6c,0,0,id_reference,40010,250,3.0160225501896134,0.71860078635998959,0.5396361795619985,0.40405379381902701
heldout,A6c,0,0,id_reference,40011,250,4.6525422687648543,1.108519739912861,0.47539591503890982,0.35747182554541457
heldout,A6c,0,0,id_reference,40012,250,4.0766578925190045,0.97130890718991514,0.47642889609995048,0.32090275594089568
heldout,A6c,0,0,id_reference,40013,250,2.8675438731455727,0.68322409659524275,0.57273015213253098,0.31645375324077674
heldout,A6c,0,0,id_reference,40014,71,4.6236355537554505,1.1016323948114342,0.47506597597822031,0.38706910731760469
heldout,A6c,0,0,id_reference,40015,250,3.7927140806246786,0.90365614826193974,0.49479829421696792,0.31770614827928811
heldout,A6c,0,0,id_reference,40016,88,4.7944117653789453,1.1423217192186763,0.48574688798814575,0.42270299838399622
heldout,A6c,0,0,id_reference,40017,49,5.0818870411082999,1.2108158885295728,0.46074140033870614,0.35794653550667005
heldout,A6c,0,0,id_reference,40018,92,3.7445018743551963,0.89216905598697582,0.47036842957578545,0.31459503725891874
heldout,A6c,0,0,id_reference,40019,33,4.1040048251973502,0.97782461687051991,0.52330939382315589,0.41890828567221849
heldout,A6c,0,0,id_reference,40020,67,4.1335203801862921,0.98485702484226134,0.54424595155406141,0.34471835517578747
heldout,A6c,0,0,id_reference,40021,250,5.0770307099930374,1.209658813839255,0.45459278755622562,0.39566717238123683
heldout,A6c,0,0,id_reference,40022,250,4.5336754716900831,1.0801984086135796,0.47307912676052344,0.38171072022968339
heldout,A6c,0,0,id_reference,40023,250,2.4587750836708384,0.58583040385329088,0.563183542701999,0.32167668391822907
heldout,A6c,0,0,id_reference,40024,250,4.0882804274771409,0.97407810490691771,0.50479790431184279,0.45120021299812746
heldout,A6c,0,0,id_reference,40025,88,3.7504286808836591,0.89358118330402425,0.5306850126064474,0.34653728659933142
heldout,A6c,0,0,id_reference,40026,250,4.65575826585229,1.109285986848189,0.46762290148083913,0.35096865045868592
heldout,A6c,0,0,id_reference,40027,89,6.9133260802820615,1.647176529678595,0.40515757737979863,0.29783555679473889
heldout,A6c,0,0,id_reference,40028,56,3.6380322297639349,0.86680148361191556,0.53010285986325234,0.41783600815172633
heldout,A6c,0,0,id_reference,40029,53,7.6260867098650111,1.8169996461776903,0.33681909251694586,0.26023059664068149
heldout,A6c,0,0,id_reference,40030,71,3.008562168611371,0.7168232677972276,0.5533717392155737,0.30589765894734977
heldout,A6c,0,0,id_reference,40031,63,3.1348439286632637,0.74691129617437235,0.53942640063754244,0.34047061094218295
heldout,A6c,0,0,id_reference,40032,250,4.3638852877211836,1.0397440162190041,0.48967299240250989,0.41398659130870913
heldout,A6c,0,0,id_reference,40033,52,5.1737694782660162,1.2327078971254821,0.4763150366946487,0.35464805457714216
heldout,A6c,0,0,id_reference,40034,51,3.7611362646980031,0.896132383774498,0.52548256215711409,0.39300396326607046
heldout,A6c,0,0,id_reference,40035,250,4.650775533326752,1.1080987956215027,0.46857409408701101,0.39002066778731664
heldout,A6c,0,0,id_reference,40036,250,3.8444343635153611,0.91597907865702877,0.47484672992292598,0.31617138421048885
heldout,A6c,0,0,id_reference,40037,250,7.2724631256210772,1.7327449095222387,0.35900700413329617,0.22759759441748381
heldout,A6c,0,0,id_reference,40038,250,4.4896462524347438,1.0697079593370269,0.48405260001669309,0.40885553303049055
heldout,A6c,0,0,id_reference,40039,250,4.0714507039333352,0.97006823682020871,0.51439712139974658,0.40839796608446388
heldout,A6c,0,0,id_reference,40040,40,4.24277047730234,1.0108870708353066,0.49662838811898863,0.37144312322982603
heldout,A6c,0,0,id_reference,40041,250,6.7983988512518296,1.6197938441114375,0.38379891753032086,0.3677388829874495
heldout,A6c,0,0,id_reference,40042,250,3.5148706252665782,0.83745686686308041,0.52194300095417845,0.33527330176815578
heldout,A6c,0,0,id_reference,40043,76,3.2067389011695266,0.76404106988083298,0.56432197526193162,0.30907509543823569
heldout,A6c,0,0,id_reference,40044,65,3.4382613704691312,0.81920386317236282,0.52458031117314052,0.33161965451016973
heldout,A6c,0,0,id_reference,40045,70,3.614869735613818,0.86128276276903382,0.51662895523832519,0.34590625028509098
heldout,A6c,0,0,id_reference,40046,250,3.7267941367840329,0.88794999133094588,0.5263113091586672,0.2996096334445375
heldout,A6c,0,0,id_reference,40047,80,4.5712418802977339,1.0891490216534194,0.48663837458630416,0.31611797564505506
heldout,A6c,0,0,id_reference,40048,52,4.0292941945242085,0.96002398141181122,0.51658431261624982,0.38132389675499728
heldout,A6c,0,0,id_reference,40049,250,3.6037336975515268,0.85862947832724668,0.5172476144649395,0.38936192005532605
heldout,A6c,0,0,id_reference,40050,250,3.4426678944467124,0.82025376632882463,0.52947198463476641,0.43775735732652593
heldout,A6c,0,0,id_reference,40051,250,3.1558487752912887,0.75191593359106568,0.53937991339844715,0.38169239097932905
heldout,A6c,0,0,id_reference,40052,250,4.7163102286357468,1.1237131628217563,0.45547880246533884,0.31671513524000061
heldout,A6c,0,0,id_reference,40053,55,4.2932437475197052,1.022912886645629,0.49635914295664274,0.42101490033367778
heldout,A6c,0,0,id_reference,40054,250,3.1728313834140534,0.75596222812248259,0.56943897553096379,0.31795594374061659
heldout,A6c,0,0,id_reference,40055,54,4.7159287380385573,1.1236222684605348,0.4701871336835709,0.3285116699361974
heldout,A6c,0,0,id_reference,40056,36,4.3531204714084266,1.0371791794717187,0.48859675489128018,0.39146917505816425
heldout,A6c,0,0,id_reference,40057,78,7.2100537247973371,1.7178751783574715,0.35814960075475383,0.25642712675829044
heldout,A6c,0,0,id_reference,40058,250,5.139158439723591,1.2244614337455053,0.46458055745536331,0.40292874041014148
heldout,A6c,0,0,id_reference,40059,250,4.562831538686388,1.0871451645883954,0.47464016978522394,0.43532623996546749
heldout,A6c,0,0,id_reference,40060,250,3.6027867353657337,0.85840385409531861,0.54038861711823849,0.46335772791364876
heldout,A6c,0,0,id_reference,40061,55,3.1093416091492632,0.74083508601619164,0.55050512689037157,0.30867542483485522
heldout,A6c,0,0,id_reference,40062,65,5.632515196953932,1.3420091469346687,0.41921755288855667,0.31101278893407902
heldout,A6c,0,0,id_reference,40063,250,5.7053219684571568,1.3593561668537539,0.43086111630500262,0.4192902988391623
heldout,A6c,0,0,id_reference,40064,35,4.6014601182536268,1.09634885162689,0.50387519732654928,0.43392564813231044
heldout,A6c,0,0,id_reference,40065,250,4.5529131223768635,1.084781992018939,0.45259082263221867,0.29046201257332344
heldout,A6c,0,0,id_reference,40066,64,5.7300732242924983,1.3652534277696431,0.45153556864294259,0.33383346457767066
heldout,A6c,0,0,id_reference,40067,43,4.8574901904162067,1.1573508528142711,0.54437490832515556,0.38596616488108404
heldout,A6c,0,0,id_reference,40068,250,5.0167179860307876,1.1952886391653088,0.45398770008131989,0.39514403125690101
heldout,A6c,0,0,id_reference,40069,152,2.8147377265073876,0.67064244713229193,0.5761101931474466,0.30697550673257157
heldout,A6c,0,0,id_reference,40070,250,5.5172743501011912,1.3145517384468028,0.43992621721551178,0.41253905435070587
heldout,A6c,0,0,id_reference,40071,250,4.6161629793137866,1.0998519711638803,0.48514070097004608,0.37351682937447278
heldout,A6c,0,0,id_reference,40072,250,5.427991013890864,1.2932789944464138,0.44526021126860904,0.41580212495315133
heldout,A6c,0,0,id_reference,40073,250,3.5636388933147445,0.84907644701728835,0.51971793215231177,0.35508621497210929
heldout,A6c,0,0,id_reference,40074,250,4.5016760883948361,1.0725742010301338,0.48724498931906818,0.35302592847762215
heldout,A6c,0,0,id_reference,40075,250,1.9398949101403471,0.46220145396292051,0.57972448409690536,0.33473687008360364
heldout,A6c,0,0,id_reference,40076,43,3.5372297117209173,0.84278416692168534,0.497590251883473,0.36247063093856724
heldout,A6c,0,0,id_reference,40077,250,3.5967449956970867,0.8569643426843051,0.51965044240237723,0.39008184277248481
heldout,A6c,0,0,id_reference,40078,63,3.1553089646050716,0.75178731771464369,0.53701656884784998,0.3395471526383802
heldout,A6c,0,0,id_reference,40079,250,3.4578246752455648,0.82386503727242444,0.52836161601358622,0.35479120253423341
heldout,A6c,0,0,id_reference,40080,250,4.7331997651624889,1.1277372820143032,0.46682838917055369,0.33715040563920057
heldout,A6c,0,0,id_reference,40081,129,5.7225422741903902,1.3634590954742587,0.41337515346534559,0.29039230721938752
heldout,A6c,0,0,id_reference,40082,79,8.4791412343940422,2.0202493374294912,0.33814825931378084,0.2584393727451848
heldout,A6c,0,0,id_reference,40083,250,5.1433621285722726,1.225463009185346,0.43011705127583177,0.3221686529240792
heldout,A6c,0,0,id_reference,40084,250,3.9430524109638094,0.93947592102688648,0.48344200426221096,0.34571660664590093
heldout,A6c,0,0,id_reference,40085,250,4.1108378510872532,0.97945266099021455,0.50707686467701019,0.37912457791174636
heldout,A6c,0,0,id_reference,40086,56,4.6986076442253797,1.1194953259633766,0.47587689801588989,0.45783862923966118
heldout,A6c,0,0,id_reference,40087,250,3.064603716542492,0.73017578746244127,0.53704697842908589,0.32530766088738183
heldout,A6c,0,0,id_reference,40088,40,4.1384695791234289,0.98603622632000065,0.53962049596191375,0.42894670418004094
heldout,A6c,0,0,id_reference,40089,250,3.7185973556813861,0.88599701742310411,0.52107821282442668,0.36125895849000317
heldout,A6c,0,0,id_reference,40090,60,2.9969634404053895,0.71405974230267522,0.57077044131611043,0.31769066486854419
heldout,A6c,0,0,id_reference,40091,62,3.5421914396027763,0.84396635355930982,0.53249273264322872,0.30528765865705459
heldout,A6c,0,0,id_reference,40092,23,3.9193970269607066,0.93383976371592459,0.54856967261479139,0.49280374124844295
heldout,A6c,0,0,id_reference,40093,81,4.144895355035084,0.98756723862055451,0.51699498235089436,0.33712851102450075
heldout,A6c,0,0,id_reference,40094,108,4.8872797399339838,1.1644485430180258,0.47800884262427629,0.40567888957097886
heldout,A6c,0,0,id_reference,40095,77,4.078421895213955,0.97172920037494215,0.51323822525955998,0.40897537572518317
heldout,A6c,0,0,id_reference,40096,250,5.4193069469902451,1.2912099192986848,0.45377158842795196,0.40002737652536441
heldout,A6c,0,0,id_reference,40097,94,7.1847443694503061,1.711844944049874,0.34999331693869962,0.26049471633178961
heldout,A6c,0,0,id_reference,40098,250,1.9121927699205092,0.45560111215029758,0.64169513326389283,0.31939041908715143
heldout,A6c,0,0,id_reference,40099,250,4.7681992561300728,1.1360762984881436,0.43763462840512452,0.3124919423943075
safety,A4c,0,0,id_reference,50000,250,4.2344410675776167,1.0089024966888949,0.48802650819147375,0.41675637977383101
safety,A4c,0,0,id_reference,50001,250,3.0809691814643765,0.7340750407890696,0.55865374752179808,0.29954835788170686
safety,A4c,0,0,id_reference,50002,250,3.1789467722840472,0.75741928727165853,0.55759023198658042,0.39272650348223781
safety,A4c,0,0,id_reference,50003,250,4.102223003818148,0.97740007818656105,0.47158759992561999,0.25843639196802531
safety,A4c,0,0,id_reference,50004,250,3.6462925693415311,0.86876960103056278,0.51814536726291727,0.28453502746975057
safety,A4c,0,0,id_reference,50005,65,5.4820258101498061,1.3061533832934191,0.46233082019975985,0.34887469959272055
safety,A4c,0,0,id_reference,50006,250,4.6297943147303666,1.1030997878451168,0.4883694782612128,0.37536249188512333
safety,A4c,0,0,id_reference,50007,250,4.0268569216858472,0.95944327415612107,0.46792158152648483,0.18541177406520445
safety,A4c,0,0,id_reference,50008,250,6.4728317431247362,1.5422238737216707,0.41449503237862989,0.32682137711523201
safety,A4c,0,0,id_reference,50009,250,6.1262718719263747,1.4596521449564785,0.40586937921753624,0.2796993602083182
safety,A4c,0,0,id_reference,50010,61,5.7100994312635311,1.3604944502957164,0.40717502360918917,0.24857041713346717
safety,A4c,0,0,id_reference,50011,250,4.2783613186005809,1.0193669830768519,0.49969442032343336,0.45842696024798424
safety,A4c,0,0,id_reference,50012,47,4.5962066217477515,1.0950971478821603,0.47878569093380902,0.29223029815976131
safety,A4c,0,0,id_reference,50013,250,2.9858701155962555,0.7114166347666625,0.5458071482848843,0.29808671481033117
safety,A4c,0,0,id_reference,50014,250,4.7750624529682408,1.137711531170519,0.4560856960499432,0.34445224448743833
safety,A4c,0,0,id_reference,50015,250,2.602160220359254,0.61999350119822028,0.55245722313419299,0.21734754025952405
safety,A4c,0,0,id_reference,50016,250,3.0363477533498333,0.72344349119087425,0.55407449516260932,0.32506326954664938
safety,A4c,0,0,id_reference,50017,250,6.2422487471767081,1.4872849203643497,0.4157571092027878,0.32392435806060088
safety,A4c,0,0,id_reference,50018,69,4.6767843585121733,1.1142956863673521,0.47108002203856686,0.33206072861485869
safety,A4c,0,0,id_reference,50019,250,5.9229574573692512,1.4112102332174949,0.41405633702843553,0.21393450765798175
safety,A4c,0,0,id_reference,50020,250,4.6454090060747859,1.1068201610492769,0.47538463286635479,0.37957349165806209
safety,A4c,0,0,id_reference,50021,40,4.688879215231438,1.1171774199766809,0.49515199709559921,0.45074089172854342
safety,A4c,0,0,id_reference,50022,69,5.7414018461926482,1.3679525974443894,0.40110178519307693,0.18371651944559358
safety,A4c,0,0,id_reference,50023,69,3.4370335965122885,0.8189113324249373,0.56274977286281369,0.29889082293324964
safety,A4c,0,0,id_reference,50024,50,3.9573567410301895,0.94288408613938124,0.53532895335658159,0.46931794045276182
safety,A4c,0,0,id_reference,50025,250,3.0574174361896644,0.72846357655333493,0.54898448684627543,0.28784292126690686
safety,A4c,0,0,id_reference,50026,250,6.4735102701602454,1.5423855403051161,0.4085893952911937,0.37609805707935173
safety,A4c,0,0,id_reference,50027,39,3.6344667135999629,0.86595195988436624,0.52517864473806264,0.31752157804903541
safety,A4c,0,0,id_reference,50028,81,5.3339886611679255,1.2708818924810634,0.41771206058580512,0.16714093241970163
safety,A4c,0,0,id_reference,50029,76,6.7236598354431303,1.6019864455797099,0.37543201246790148,0.17617446228809913
safety,A4c,0,0,id_reference,50030,78,3.8463526923547566,0.91643614175571153,0.53242702526958907,0.3032800859405364
safety,A4c,0,0,id_reference,50031,62,2.8658570143593876,0.68282218380113757,0.55783354595423429,0.26985199661579157
safety,A4c,0,0,id_reference,50032,63,5.4131216219164795,1.2897361970741541,0.40764511765125444,0.19386157491067996
safety,A4c,0,0,id_reference,50033,35,4.0606151341473913,0.96748654227407593,0.51119553607772639,0.46160663929974199
safety,A4c,0,0,id_reference,50034,250,4.3925186118545669,1.0465662229153885,0.49166024911024409,0.39296646991172285
safety,A4c,0,0,id_reference,50035,250,4.289925239108773,1.0221222152517799,0.4858845145572836,0.4004782959920517
safety,A4c,0,0,id_reference,50036,250,4.5468942410832112,1.0833479268690103,0.48596873998814966,0.36294725725457616
safety,A4c,0,0,id_reference,50037,250,4.3499867627326507,1.036432538662122,0.49227314191745553,0.35816546304367397
safety,A4c,0,0,id_reference,50038,250,3.6963684231062777,0.88070072796816889,0.50623504586168011,0.21731062013806932
safety,A4c,0,0,id_reference,50039,56,4.515127071217087,1.0757790467076889,0.48459683980468748,0.39389819504296752
