population,condition,training_seed,scenario,controller,seed,steps,state_observations,unsafe_state_observations,unsafe_state_fraction,unsafe_episode,unsafe_entry_count,first_unsafe_observation,joint_position_violation_max_rad,joint_velocity_violation_max_rad_s,normalized_violation_mean,normalized_violation_max,normalized_violation_integral,command_attempts,candidate_constraint_violation_steps,candidate_constraint_violation_fraction,candidate_constraint_margin_min,executed_constraint_margin_min,safety_enabled,safety_infeasible,safety_certified_steps,safety_intervention_steps,safety_intervention_fraction,safety_correction_mean,safety_correction_max,fault_seen,success
safety,A6c,1,id_reference,A6c_train_seed_1,50033,36,37,0,0,false,0,-1,0,0,0,0,0,36,5,0.1388888888888889,-63.65075144755312,-7.1054273576010019e-15,true,false,36,5,0.1388888888888889,0.2943697918418357,4.7135564588764645,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50034,58,59,0,0,false,0,-1,0,0,0,0,0,58,31,0.53448275862068961,-83.390981033745646,-3.1974423109204508e-14,true,false,58,31,0.53448275862068961,1.081065937270596,5.853569739428603,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50035,250,251,0,0,false,0,-1,0,0,0,0,0,250,62,0.248,-53.286505760866419,-1.4210854715202004e-14,true,false,250,62,0.248,0.35289585092932102,4.4927105893203789,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50036,250,251,0,0,false,0,-1,0,0,0,0,0,250,46,0.184,-61.459089422889207,-2.1316282072803006e-14,true,false,250,46,0.184,0.61517381618284872,4.7571152033945197,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50037,92,93,0,0,false,0,-1,0,0,0,0,0,92,38,0.41304347826086957,-248.7749843163289,-2.1316282072803006e-14,true,false,92,38,0.41304347826086957,3.644831622372493,18.798243844653054,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50038,250,251,0,0,false,0,-1,0,0,0,0,0,250,64,0.25600000000000001,-320.11078904280362,-5.6843418860808015e-14,true,false,250,64,0.25600000000000001,1.5818802528233677,24.905215201136382,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50039,86,87,0,0,false,0,-1,0,0,0,0,0,86,40,0.46511627906976744,-41.208290935898766,-4.2632564145606011e-14,true,false,86,40,0.46511627906976744,1.0364088140505703,3.1183113126777786,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50040,250,251,0,0,false,0,-1,0,0,0,0,0,250,23,0.091999999999999998,-318.12038074675593,-1.4210854715202004e-14,true,false,250,23,0.091999999999999998,0.44566170339865596,22.27845412461388,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50041,57,58,0,0,false,0,-1,0,0,0,0,0,57,15,0.26315789473684209,-347.32028073221602,-1.4210854715202004e-14,true,false,57,15,0.26315789473684209,4.5768470814404312,25.907454050628274,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50042,250,251,0,0,false,0,-1,0,0,0,0,0,250,23,0.091999999999999998,-70.388306534841419,-2.1316282072803006e-14,true,false,250,23,0.091999999999999998,0.22765102968782833,6.3323661638941982,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50043,38,39,0,0,false,0,-1,0,0,0,0,0,38,4,0.10526315789473684,-6.5984388683840791,-2.1316282072803006e-14,true,false,38,4,0.10526315789473684,0.06585193937744184,1.139808847701437,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50044,87,88,0,0,false,0,-1,0,0,0,0,0,87,28,0.32183908045977011,-233.64280818282162,-2.1316282072803006e-14,true,false,87,28,0.32183908045977011,3.9945179152015227,17.564298996339577,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50045,250,251,17,0.067729083665338641,true,1,94,0.1175117049406107,0,0.0017243622795874137,0.038528427849380556,0.0086562986435288168,250,75,0.29999999999999999,-331.26993628414823,-2.8421709430404007e-14,true,false,250,75,0.29999999999999999,4.8284282761516106,25.715646090720465,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50046,250,251,0,0,false,0,-1,0,0,0,0,0,250,17,0.068000000000000005,-338.02860021125423,-1.4210854715202004e-14,true,false,250,17,0.068000000000000005,1.3123714380048315,24.878051092575124,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50047,250,251,0,0,false,0,-1,0,0,0,0,0,250,11,0.043999999999999997,-2.951824336095406,-1.4210854715202004e-14,true,false,250,11,0.043999999999999997,0.095027674594330341,2.951824336095406,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50048,67,68,0,0,false,0,-1,0,0,0,0,0,67,31,0.46268656716417911,-123.28421324341586,-1.4210854715202004e-14,true,false,67,31,0.46268656716417911,1.8277684423504565,9.1297629149451325,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50049,74,75,0,0,false,0,-1,0,0,0,0,0,74,23,0.3108108108108108,-318.63348735619445,-2.1316282072803006e-14,true,false,74,23,0.3108108108108108,6.0765384250935863,23.594426492059444,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50050,88,89,0,0,false,0,-1,0,0,0,0,0,88,62,0.70454545454545459,-308.07969654191095,-2.8421709430404007e-14,true,false,88,62,0.70454545454545459,4.6433965935456962,24.60276899541293,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50051,250,251,0,0,false,0,-1,0,0,0,0,0,250,249,0.996,-293.09875070651049,-1.4210854715202004e-14,true,false,250,249,0.996,5.929051339680619,22.94699999986706,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50052,250,251,0,0,false,0,-1,0,0,0,0,0,250,250,1,-387.94588760260052,-2.4868995751603507e-14,true,false,250,250,1,7.5023015654670191,28.276889135695395,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50053,80,81,0,0,false,0,-1,0,0,0,0,0,80,23,0.28749999999999998,-231.10395386069513,-2.1316282072803006e-14,true,false,80,23,0.28749999999999998,3.5768516444467182,18.149882941910583,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50054,85,86,0,0,false,0,-1,0,0,0,0,0,85,59,0.69411764705882351,-295.85826166538783,-4.2632564145606011e-14,true,false,85,59,0.69411764705882351,3.8995633553945708,22.719151197799022,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50055,250,251,0,0,false,0,-1,0,0,0,0,0,250,36,0.14399999999999999,-343.77343909891317,-2.1316282072803006e-14,true,false,250,36,0.14399999999999999,2.7406872226251404,26.550748605206479,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50056,55,56,0,0,false,0,-1,0,0,0,0,0,55,4,0.072727272727272724,-52.222706238001628,-7.1054273576010019e-15,true,false,55,4,0.072727272727272724,0.154705635578432,3.9044659951237453,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50057,250,251,0,0,false,0,-1,0,0,0,0,0,250,25,0.10000000000000001,-143.14109665107918,-2.1316282072803006e-14,true,false,250,25,0.10000000000000001,0.71720527577732662,11.571362293142299,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50058,250,251,0,0,false,0,-1,0,0,0,0,0,250,29,0.11600000000000001,-315.68739198374669,-1.7763568394002505e-14,true,false,250,29,0.11600000000000001,2.3839217961834773,27.514571720144883,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50059,250,251,0,0,false,0,-1,0,0,0,0,0,250,250,1,-59.232069905168046,-2.8421709430404007e-14,true,false,250,250,1,1.3994735131967833,5.1023988002790768,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50060,93,94,0,0,false,0,-1,0,0,0,0,0,93,25,0.26881720430107525,-319.225999839054,-2.1316282072803006e-14,true,false,93,25,0.26881720430107525,5.4792717796092276,24.469478340931353,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50061,250,251,0,0,false,0,-1,0,0,0,0,0,250,1,0.0040000000000000001,-19.644863817765867,-1.4210854715202004e-14,true,false,250,1,0.0040000000000000001,0.0058602081128340438,1.4650520282085109,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50062,72,73,0,0,false,0,-1,0,0,0,0,0,72,49,0.68055555555555558,-333.11190066406493,-1.4210854715202004e-14,true,false,72,49,0.68055555555555558,5.4503091474801311,26.505509264310049,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50063,250,251,0,0,false,0,-1,0,0,0,0,0,250,6,0.024,-60.779638689805637,-7.1054273576010019e-15,true,false,250,6,0.024,0.031177797579079129,4.2301676216678743,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50064,51,52,0,0,false,0,-1,0,0,0,0,0,51,13,0.25490196078431371,-85.203617972703512,-2.1316282072803006e-14,true,false,51,13,0.25490196078431371,1.1656106949491154,6.777426286244868,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50065,44,45,0,0,false,0,-1,0,0,0,0,0,44,20,0.45454545454545453,-59.140536608724787,-2.1316282072803006e-14,true,false,44,20,0.45454545454545453,0.88154793281037591,4.429372706312086,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50066,250,251,0,0,false,0,-1,0,0,0,0,0,250,47,0.188,-339.0407465519221,-2.8421709430404007e-14,true,false,250,47,0.188,3.4733740471468879,26.697107790460407,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50067,66,67,0,0,false,0,-1,0,0,0,0,0,66,19,0.2878787878787879,-77.416932728011574,-2.4868995751603507e-14,true,false,66,19,0.2878787878787879,0.69569919057094221,5.460666948958071,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50068,39,40,0,0,false,0,-1,0,0,0,0,0,39,16,0.41025641025641024,-82.156529787459206,-2.1316282072803006e-14,true,false,39,16,0.41025641025641024,1.137854219652882,5.7211308932169489,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50069,83,84,0,0,false,0,-1,0,0,0,0,0,83,21,0.25301204819277107,-311.99663859436242,-2.1316282072803006e-14,true,false,83,21,0.25301204819277107,3.7069122218469439,23.509744237613923,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50070,250,251,0,0,false,0,-1,0,0,0,0,0,250,4,0.016,-50.106902753451678,-7.1054273576010019e-15,true,false,250,4,0.016,0.037858030479808562,3.5429805266983152,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50071,36,37,0,0,false,0,-1,0,0,0,0,0,36,9,0.25,-142.35696435074942,-2.1316282072803006e-14,true,false,36,9,0.25,1.6403481574003009,11.858692256825638,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50072,250,251,0,0,false,0,-1,0,0,0,0,0,250,248,0.99199999999999999,-303.75600640201191,-1.4210854715202004e-14,true,false,250,248,0.99199999999999999,6.0876741638677156,23.704850019973488,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50073,250,251,0,0,false,0,-1,0,0,0,0,0,250,70,0.28000000000000003,-309.35914574123285,-2.8421709430404007e-14,true,false,250,70,0.28000000000000003,1.6641466818613972,24.207049453477342,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50074,65,66,0,0,false,0,-1,0,0,0,0,0,65,26,0.40000000000000002,-76.83836997330144,-2.8421709430404007e-14,true,false,65,26,0.40000000000000002,0.86761197540403345,5.3704447796627246,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50075,250,251,0,0,false,0,-1,0,0,0,0,0,250,49,0.19600000000000001,-42.00775570852398,-1.4210854715202004e-14,true,false,250,49,0.19600000000000001,0.39568671494198532,4.1349468185355782,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50076,250,251,4,0.015936254980079681,true,1,35,0,2.1491207032461599,0.0033199149631347501,0.30701724332087998,0.016665973114936446,250,224,0.89600000000000002,-362.05665026420291,-1.4210854715202004e-14,true,false,250,224,0.89600000000000002,5.9314150393169625,29.242625626755707,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50077,69,70,3,0.042857142857142858,true,1,11,0,1.969927098194173,0.0085820774017775856,0.28141815688488192,0.012014908362488618,69,18,0.2608695652173913,-65.933340507498471,-2.1316282072803006e-14,true,false,69,18,0.2608695652173913,0.65101803509586287,6.9360164453935624,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50078,250,251,0,0,false,0,-1,0,0,0,0,0,250,22,0.087999999999999995,-68.908262245231398,-3.1974423109204508e-14,true,false,250,22,0.087999999999999995,0.18709015483807798,5.189834843281746,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50079,250,251,0,0,false,0,-1,0,0,0,0,0,250,70,0.28000000000000003,-312.11518682860117,-1.4210854715202004e-14,true,false,250,70,0.28000000000000003,4.1135375416033986,27.494585500577323,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50080,97,98,0,0,false,0,-1,0,0,0,0,0,97,54,0.55670103092783507,-338.43644058265085,-2.8421709430404007e-14,true,false,97,54,0.55670103092783507,4.4846991902125639,26.26473642404483,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50081,250,251,0,0,false,0,-1,0,0,0,0,0,250,20,0.080000000000000002,-287.60361739940572,-1.4210854715202004e-14,true,false,250,20,0.080000000000000002,0.39049860601405634,20.603568256422342,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50082,51,52,0,0,false,0,-1,0,0,0,0,0,51,17,0.33333333333333331,-129.06201872960816,-4.9737991503207013e-14,true,false,51,17,0.33333333333333331,1.2131752456726657,9.0334209850181093,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50083,69,70,0,0,false,0,-1,0,0,0,0,0,69,60,0.86956521739130432,-266.64722787768352,-1.4210854715202004e-14,true,false,69,60,0.86956521739130432,5.4332264042530767,21.520055160265976,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50084,38,39,0,0,false,0,-1,0,0,0,0,0,38,10,0.26315789473684209,-189.13201588790412,-2.1316282072803006e-14,true,false,38,10,0.26315789473684209,2.2529067092403707,15.41052305031541,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50085,250,251,0,0,false,0,-1,0,0,0,0,0,250,248,0.99199999999999999,-300.22798938594076,-2.8421709430404007e-14,true,false,250,248,0.99199999999999999,4.1582595347801696,23.443435318898043,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50086,250,251,0,0,false,0,-1,0,0,0,0,0,250,16,0.064000000000000001,-329.62878161997321,-1.4210854715202004e-14,true,false,250,16,0.064000000000000001,1.4093356213513948,29.774593226611067,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50087,49,50,0,0,false,0,-1,0,0,0,0,0,49,25,0.51020408163265307,-39.822514049609055,-3.5527136788005009e-14,true,false,49,25,0.51020408163265307,1.1115737746054157,2.8295290176295573,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50088,250,251,0,0,false,0,-1,0,0,0,0,0,250,249,0.996,-327.12491583251494,-1.4210854715202004e-14,true,false,250,249,0.996,9.0799242089982855,24.923879021772049,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50089,79,80,0,0,false,0,-1,0,0,0,0,0,79,47,0.59493670886075944,-255.21823845961083,-2.8421709430404007e-14,true,false,79,47,0.59493670886075944,1.8738024710784753,18.912698999711576,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50090,250,251,0,0,false,0,-1,0,0,0,0,0,250,31,0.124,-352.89861666415743,-2.1316282072803006e-14,true,false,250,31,0.124,2.7479890265019722,30.03614403472373,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50091,250,251,0,0,false,0,-1,0,0,0,0,0,250,248,0.99199999999999999,-312.7056102477456,-1.4210854715202004e-14,true,false,250,248,0.99199999999999999,7.9676184185182422,23.875996859370765,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50092,250,251,0,0,false,0,-1,0,0,0,0,0,250,75,0.29999999999999999,-27.834530804546574,-2.8421709430404007e-14,true,false,250,75,0.29999999999999999,0.66488797266261257,4.1416220079880324,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50093,250,251,3,0.011952191235059761,true,1,35,0,2.0766341844061085,0.0028707349672286273,0.29666202634372985,0.01441108953548771,250,250,1,-379.55918880777375,-1.4210854715202004e-14,true,false,250,250,1,8.7443046361122825,27.815762394494588,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50094,40,41,0,0,false,0,-1,0,0,0,0,0,40,9,0.22500000000000001,-13.360158921756899,-3.5527136788005009e-14,true,false,40,9,0.22500000000000001,0.20195518053204725,2.6877928488310334,false,true
safety,A6c,1,id_reference,A6c_train_seed_1,50095,250,251,0,0,false,0,-1,0,0,0,0,0,250,28,0.112,-50.150223835772039,-2.8421709430404007e-14,true,false,250,28,0.112,0.34221462943367781,3.7690477938258939,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50096,250,251,0,0,false,0,-1,0,0,0,0,0,250,26,0.104,-303.17600427866029,-1.4210854715202004e-14,true,false,250,26,0.104,1.9447264231645371,23.148746496509535,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50097,250,251,0,0,false,0,-1,0,0,0,0,0,250,148,0.59199999999999997,-100.97007895702259,-4.2632564145606011e-14,true,false,250,148,0.59199999999999997,1.1361258042359106,8.8214186162829353,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50098,250,251,0,0,false,0,-1,0,0,0,0,0,250,25,0.10000000000000001,-352.61364491951429,-2.1316282072803006e-14,true,false,250,25,0.10000000000000001,2.2930580693304217,31.11312790798069,false,false
safety,A6c,1,id_reference,A6c_train_seed_1,50099,250,251,0,0,false,0,-1,0,0,0,0,0,250,235,0.93999999999999995,-191.86732910692646,-5.6843418860808015e-14,true,false,250,235,0.93999999999999995,1.7049957716770887,15.780209017548081,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50000,53,54,0,0,false,0,-1,0,0,0,0,0,53,21,0.39622641509433965,-123.92325467785983,-2.1316282072803006e-14,true,false,53,21,0.39622641509433965,0.84139241851940427,8.6261697471225798,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50001,108,109,0,0,false,0,-1,0,0,0,0,0,108,69,0.63888888888888884,-399.18152146437882,-4.2632564145606011e-14,true,false,108,69,0.63888888888888884,7.4148683129362061,30.093146544267949,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50002,70,71,0,0,false,0,-1,0,0,0,0,0,70,53,0.75714285714285712,-140.35744146934343,-1.4210854715202004e-14,true,false,70,53,0.75714285714285712,4.2285985737215555,9.9759737159009791,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50003,250,251,0,0,false,0,-1,0,0,0,0,0,250,39,0.156,-364.30734722065415,-4.9737991503207013e-14,true,false,250,39,0.156,3.3253755623905672,35.92084743530765,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50004,85,86,0,0,false,0,-1,0,0,0,0,0,85,46,0.54117647058823526,-379.03251585632609,-4.2632564145606011e-14,true,false,85,46,0.54117647058823526,7.0640553900843948,28.433256415713309,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50005,66,67,0,0,false,0,-1,0,0,0,0,0,66,54,0.81818181818181823,-324.01984982787201,-2.8421709430404007e-14,true,false,66,54,0.81818181818181823,7.0011877308970245,26.64708413899093,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50006,72,73,0,0,false,0,-1,0,0,0,0,0,72,30,0.41666666666666669,-116.01329278267661,-2.1316282072803006e-14,true,false,72,30,0.41666666666666669,3.0524562531135175,10.546070474888472,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50007,250,251,0,0,false,0,-1,0,0,0,0,0,250,27,0.108,-438.10518333020275,-4.2632564145606011e-14,true,false,250,27,0.108,2.4679394067173805,32.447723848936278,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50008,95,96,0,0,false,0,-1,0,0,0,0,0,95,93,0.97894736842105268,-236.54424438098107,-3.5527136788005009e-14,true,false,95,93,0.97894736842105268,6.7792767343238411,21.765582579924558,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50009,250,251,0,0,false,0,-1,0,0,0,0,0,250,51,0.20399999999999999,-402.21038168569947,-2.8421709430404007e-14,true,false,250,51,0.20399999999999999,4.5146713842538793,33.458217971109065,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50010,62,63,0,0,false,0,-1,0,0,0,0,0,62,20,0.32258064516129031,-370.62605732738456,-3.5527136788005009e-14,true,false,62,20,0.32258064516129031,5.5864404909681227,27.598690432351479,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50011,37,38,0,0,false,0,-1,0,0,0,0,0,37,4,0.10810810810810811,-76.494580626714523,-2.1316282072803006e-14,true,false,37,4,0.10810810810810811,0.40981197728023933,8.4861312209866568,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50012,250,251,0,0,false,0,-1,0,0,0,0,0,250,25,0.10000000000000001,-297.15867939558734,-3.5527136788005009e-14,true,false,250,25,0.10000000000000001,1.2552234360079118,23.35578261480579,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50013,250,251,0,0,false,0,-1,0,0,0,0,0,250,55,0.22,-371.8528818248343,-1.0658141036401503e-13,true,false,250,55,0.22,3.2715534374292652,26.223380304028154,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50014,250,251,0,0,false,0,-1,0,0,0,0,0,250,248,0.99199999999999999,-303.99860546426765,-4.2632564145606011e-14,true,false,250,248,0.99199999999999999,4.7244257782388814,27.66353329616862,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50015,104,105,0,0,false,0,-1,0,0,0,0,0,104,37,0.35576923076923078,-403.63621575553583,-2.1316282072803006e-14,true,false,104,37,0.35576923076923078,7.046691002438048,31.168356305631519,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50016,116,117,0,0,false,0,-1,0,0,0,0,0,116,44,0.37931034482758619,-415.67397273992231,-2.8421709430404007e-14,true,false,116,44,0.37931034482758619,8.8852824025861299,32.307678336774657,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50017,250,251,0,0,false,0,-1,0,0,0,0,0,250,66,0.26400000000000001,-166.17186694609632,-4.2632564145606011e-14,true,false,250,66,0.26400000000000001,1.7625454131239124,15.52462650839324,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50018,49,50,0,0,false,0,-1,0,0,0,0,0,50,50,1,-446.96361559464219,-2.8421709430404007e-14,true,true,49,49,0.97999999999999998,25.739896425769224,32.99838240108862,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50019,250,251,0,0,false,0,-1,0,0,0,0,0,250,70,0.28000000000000003,-299.57539849723906,-8.5265128291212022e-14,true,false,250,70,0.28000000000000003,5.5750604820699907,32.624336365415999,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50020,80,81,0,0,false,0,-1,0,0,0,0,0,80,38,0.47499999999999998,-102.01209439979017,-2.8421709430404007e-14,true,false,80,38,0.47499999999999998,2.4642420582348779,12.192599459775725,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50021,44,45,0,0,false,0,-1,0,0,0,0,0,44,25,0.56818181818181823,-108.63102824240849,-2.8421709430404007e-14,true,false,44,25,0.56818181818181823,2.2472582894079496,8.0967127130215477,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50022,100,101,0,0,false,0,-1,0,0,0,0,0,100,28,0.28000000000000003,-406.62977216396013,-4.2632564145606011e-14,true,false,100,28,0.28000000000000003,5.6999250217315902,31.406352345386271,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50023,91,92,0,0,false,0,-1,0,0,0,0,0,91,46,0.50549450549450547,-346.56548719063414,-1.4210854715202004e-14,true,false,91,46,0.50549450549450547,5.5892258150612779,30.518044289269323,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50024,250,251,0,0,false,0,-1,0,0,0,0,0,250,5,0.02,-99.779460098478211,-3.5527136788005009e-15,true,false,250,5,0.02,0.054510262673358824,6.9750076063233557,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50025,83,84,0,0,false,0,-1,0,0,0,0,0,83,57,0.68674698795180722,-385.6146618454481,-5.6843418860808015e-14,true,false,83,57,0.68674698795180722,7.1239839658608233,27.648821821719711,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50026,250,251,0,0,false,0,-1,0,0,0,0,0,250,250,1,-108.26137478607136,-2.8421709430404007e-14,true,false,250,250,1,7.3850669407753236,10.521850669052728,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50027,250,251,0,0,false,0,-1,0,0,0,0,0,250,19,0.075999999999999998,-69.247809679821273,-1.7763568394002505e-14,true,false,250,19,0.075999999999999998,0.33621019086572412,7.1332587511038703,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50028,85,86,0,0,false,0,-1,0,0,0,0,0,85,24,0.28235294117647058,-261.6778183081031,-2.1316282072803006e-14,true,false,85,24,0.28235294117647058,4.3802485796192254,25.448212501037357,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50029,250,251,0,0,false,0,-1,0,0,0,0,0,250,38,0.152,-301.64371809643541,-3.5527136788005009e-14,true,false,250,38,0.152,3.1412952699491243,34.007201155988476,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50030,89,90,0,0,false,0,-1,0,0,0,0,0,89,61,0.6853932584269663,-417.68770277361216,-2.8421709430404007e-14,true,false,89,61,0.6853932584269663,6.0922703144899755,29.154449542737115,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50031,250,251,0,0,false,0,-1,0,0,0,0,0,250,33,0.13200000000000001,-244.1909184707614,-2.8421709430404007e-14,true,false,250,33,0.13200000000000001,1.4178531624275756,21.656381227592068,false,false
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50032,82,83,0,0,false,0,-1,0,0,0,0,0,82,28,0.34146341463414637,-411.43522580681162,-2.3092638912203256e-14,true,false,82,28,0.34146341463414637,7.4081991548506521,32.170228994948573,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50033,30,31,0,0,false,0,-1,0,0,0,0,0,30,9,0.29999999999999999,-103.1297373770736,-2.1316282072803006e-14,true,false,30,9,0.29999999999999999,1.0547231168313482,7.6371107749840377,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50034,64,65,0,0,false,0,-1,0,0,0,0,0,64,43,0.671875,-130.72610057861846,-2.8421709430404007e-14,true,false,64,43,0.671875,3.3699524588832634,9.1762242992541747,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50035,105,106,0,0,false,0,-1,0,0,0,0,0,105,97,0.92380952380952386,-93.464768311402821,-2.1316282072803006e-14,true,false,105,97,0.92380952380952386,3.3066483651347935,8.3145134397959026,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50036,101,102,0,0,false,0,-1,0,0,0,0,0,101,53,0.52475247524752477,-130.74181144580015,-4.9737991503207013e-14,true,false,101,53,0.52475247524752477,4.2062870384031079,12.179573583177149,false,true
safety,A6c_gate_off_control,1,id_reference,A6c_gate_off_control_train_seed_1,50037,72,73,0,0,false,0,-1,0,0,0,0,0,72,40,0.55555555555555558,-317.3764727315729,-4.2632564145606011e-14,true,false,72,40,0.55555555555555558,7.34516078649742,24.195331216146908,false,true
