population,condition,training_seed,scenario,controller,seed,steps,state_observations,unsafe_state_observations,unsafe_state_fraction,unsafe_episode,unsafe_entry_count,first_unsafe_observation,joint_position_violation_max_rad,joint_velocity_violation_max_rad_s,normalized_violation_mean,normalized_violation_max,normalized_violation_integral,command_attempts,candidate_constraint_violation_steps,candidate_constraint_violation_fraction,candidate_constraint_margin_min,executed_constraint_margin_min,safety_enabled,safety_infeasible,safety_certified_steps,safety_intervention_steps,safety_intervention_fraction,safety_correction_mean,safety_correction_max,fault_seen,success
heldout,A4c,0,id_reference,A4c_train_seed_0,40017,60,61,11,0.18032786885245902,true,1,4,0,7.9899644955546947,0.1228349474618321,1.1414234993649566,0.14985863590343518,60,15,0.25,-465.42614665505721,-476.17617285763004,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40018,67,68,24,0.35294117647058826,true,2,4,0.14089373402629812,4.0440962422366926,0.075180529911236638,0.5777280346052418,0.10224552067928183,67,15,0.22388059701492538,-339.29734505970072,-342.11122526503334,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40019,37,38,3,0.078947368421052627,true,1,6,0,1.3717605448780894,0.011133563784433228,0.19596579212544141,0.0084615084761692529,37,17,0.45945945945945948,-66.203455309459542,-66.203455309459542,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40020,65,66,0,0,false,0,-1,0,0,0,0,0,65,21,0.32307692307692309,-196.2044993076596,-208.05263032414427,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40021,250,251,0,0,false,0,-1,0,0,0,0,0,250,3,0.012,-14.529077012702928,-14.529077012702928,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40022,250,251,240,0.95617529880478092,true,2,4,0.96805421314099771,4.1884098362848263,0.16097559487881213,0.5983442623264037,0.80809748629163691,250,16,0.064000000000000001,-452.94188345960811,-455.91230747108386,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40023,250,251,29,0.11553784860557768,true,2,4,0.22909698349285001,3.4096869176549163,0.019267876380617856,0.48709813109355937,0.096724739430701645,250,21,0.084000000000000005,-341.52678103159684,-350.89860671601087,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40024,250,251,0,0,false,0,-1,0,0,0,0,0,250,7,0.028000000000000001,-29.721674512454804,-29.721674512454804,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40025,250,251,7,0.027888446215139442,true,2,7,0,4.3676541887311977,0.0076740126265063364,0.6239505983901712,0.038523543385061809,250,38,0.152,-239.33068436389331,-247.31045770457891,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40026,250,251,2,0.0079681274900398405,true,1,5,0,0.18909404791870443,0.00018132949678683865,0.027013435416957776,0.00091027407386993001,250,10,0.040000000000000001,-158.96947958761496,-158.96947958761496,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40027,62,63,21,0.33333333333333331,true,2,3,0.095317901111370062,4.8993955216000629,0.094753951734451253,0.69991364594286609,0.11938997918540858,62,14,0.22580645161290322,-388.97003814369594,-399.82799087377754,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40028,51,52,2,0.038461538461538464,true,1,6,0,0.4752501769221622,0.002014397677519614,0.067892882417451839,0.0020949735846203989,51,12,0.23529411764705882,-55.920803671169651,-55.920803671169651,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40029,73,74,39,0.52702702702702697,true,1,4,1.0613481306325747,5.3894116154120759,0.19590891672007824,0.76991594505886796,0.28994519674571578,73,29,0.39726027397260272,-416.9662574039715,-417.28567462497341,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40030,67,68,57,0.83823529411764708,true,3,4,0.88541227986716509,8.2168182961064513,0.24975697535553967,1.1738311851580643,0.33966948648353396,67,67,1,-488.64694955110525,-488.64694955110525,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40031,59,60,10,0.16666666666666666,true,2,3,0,3.6282669549001358,0.038798640951166398,0.51832385070001941,0.046558369141399679,59,21,0.3559322033898305,-284.83201429120635,-289.27570664242489,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40032,250,251,0,0,false,0,-1,0,0,0,0,0,250,3,0.012,-9.1261621963834756,-9.1261621963834756,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40033,250,251,5,0.019920318725099601,true,1,4,0,1.5062395803380859,0.0032145877375321054,0.21517708290544091,0.016137230442411169,250,10,0.040000000000000001,-180.42741237309531,-181.04884164449183,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40034,38,39,6,0.15384615384615385,true,1,5,0,1.6870017311555898,0.021002439863162508,0.24100024730794134,0.016381903093266755,38,10,0.26315789473684209,-166.3690117239488,-166.3690117239488,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40035,250,251,0,0,false,0,-1,0,0,0,0,0,250,19,0.075999999999999998,-35.888240194823204,-35.888240194823204,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40036,250,251,10,0.039840637450199202,true,1,3,0,3.0037961355371507,0.010569444632922469,0.4291137336481643,0.05305861205727079,250,17,0.068000000000000005,-373.07386545047137,-373.07386545047137,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40037,250,251,221,0.88047808764940239,true,3,3,0.29226592598832202,10.505516199752144,0.11339430513972666,1.5007880285360207,0.5692394118014279,250,250,1,-528.21989409016726,-512.05220495291064,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40038,250,251,0,0,false,0,-1,0,0,0,0,0,250,28,0.112,-10.582073003666238,-10.582073003666238,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40039,250,251,0,0,false,0,-1,0,0,0,0,0,250,31,0.124,-35.517460141667812,-52.11347852844861,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40040,250,251,0,0,false,0,-1,0,0,0,0,0,250,7,0.028000000000000001,-117.52088135771295,-117.52088135771295,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40041,250,251,15,0.059760956175298807,true,2,4,0,3.2405353372094652,0.011917891458916408,0.46293361960135226,0.059827815123760369,250,20,0.080000000000000002,-406.93396792122576,-420.19533433168732,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40042,250,251,8,0.031872509960159362,true,1,3,0,2.7370375967369078,0.0077494962719703454,0.3910053709624155,0.038902471285291139,250,10,0.040000000000000001,-294.9168811121362,-296.08860416952479,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40043,79,80,0,0,false,0,-1,0,0,0,0,0,79,37,0.46835443037974683,-248.88945261730265,-253.19237773224734,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40044,81,82,64,0.78048780487804881,true,3,3,0.8321387531108968,3.3614787199104708,0.16450601086759495,0.48021124570149576,0.26978985782285575,81,81,1,-276.23348331472403,-276.23348331472403,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40045,103,104,86,0.82692307692307687,true,3,2,1.3062224493929406,2.9365323126502965,0.25505371518905767,0.42826965553866908,0.53051172759323995,103,103,1,-290.02560921985599,-290.02560921985599,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40046,93,94,56,0.5957446808510638,true,2,4,0.39375509549255039,6.3370105475779379,0.085929540991892261,0.90528722108256265,0.16154753706475744,93,93,1,-499.59301256574184,-472.00126051131048,false,false,0,0,0,0,0,false,true
heldout,A4c,0,id_reference,A4c_train_seed_0,40047,250,251,222,0.8844621513944223,true,3,3,1.6805791280230862,5.1010369616274236,0.39158686855937846,0.72871956594677489,1.9657660801680801,250,250,1,-440.63716710211122,-448.00477609175323,false,false,0,0,0,0,0,false,false
heldout,A4c,0,id_reference,A4c_train_seed_0,40048,49,50,7,0.14000000000000001,true,1,4,0,4.4640245836570287,0.049569909045361432,0.63771779766528991,0.049569909045361432,49,9,0.18367346938775511,-168.58966393642675,-168.58966393642675,false,false,0,0,0,0,0,false,true
