population,condition,training_seed,scenario,controller,seed,reward,steps,success,final_distance,max_speed,max_command_torque,fault_seen
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50045,-324.0430169304276,250,false,0.57316648304689943,2.3609102377729858,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50046,-258.09858842278618,250,false,0.23883103274342629,3.2965091511663602,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50047,-497.39930574582371,250,false,2.4793302254147616,4.2497477390428422,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50048,-165.48723300500862,250,false,0.21688038184671637,7.710302170224173,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50049,-647.76772717803362,250,false,0.39729985921772981,4.9657376383771199,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50050,-272.16630225044707,250,false,0.50271814516243762,5.2947758163567658,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50051,-272.27450234654509,250,false,0.67497067128201049,4.9906908741526035,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50052,-383.84549023589773,250,false,0.98546937461334883,5.9439414762204326,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50053,-287.95364414130256,250,false,0.053545184317247432,2.0346581953784804,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50054,-206.22450917951255,250,false,0.27303231308733666,5.1766031126234191,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50055,-332.80639336389896,250,false,0.5679646033986564,2.7084983981691719,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50056,-87.704266887087172,250,false,0.13600291483018481,2.7916668873342392,39.908721923828125,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50057,-585.46272454522637,250,false,1.9142203119438446,2.5685440934108525,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50058,-329.8178373431993,250,false,0.23075305908849075,4.0416687958618027,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50059,-364.92145883366823,250,false,1.076483308761899,4.0929598350702703,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50060,-899.76871812368756,250,false,3.2155343713790452,0.75642190435658163,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50061,-341.96869991263867,250,false,0.90142717807185557,3.9386794316291844,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50062,-188.55956868765469,250,false,0.19633260435442149,8.274646416436255,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50063,-507.22932145371271,250,false,2.1773114542649381,2.4159661976385283,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50064,-587.9171859597302,250,false,1.9136091661384429,2.9534286559205523,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50065,-136.59534570445962,250,false,0.13846461113512684,4.8025029131675927,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50066,-752.00628385015295,250,false,2.6081656210564201,1.3439471624635615,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50067,-392.51676106517101,250,false,0.9836019327590928,4.2332055890912832,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50068,-119.40417472702535,153,true,0.049661688214540985,3.348396398360717,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50069,-275.48998459126705,166,true,0.04829710268910322,3.8379561454906597,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50070,-317.94585383119357,250,false,1.0014787674334431,4.8641905154751495,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50071,-653.64095964508886,250,false,2.782080360011443,1.3172108703882126,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50072,-234.3809205964412,250,false,0.37651689033292562,4.8611731574075101,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50073,-282.18202612841043,250,false,0.60818348866563998,4.8525654524634145,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50074,-403.15856203803457,250,false,1.3186557041621481,3.7185599081726415,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50075,-416.45973135192457,250,false,1.113403941862495,4.5428032391693387,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50076,-118.57569487144616,36,false,2.143136352430524,10.904947049009449,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50077,-189.04256710296531,250,false,0.30480123006665649,6.9278650522280634,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50078,-571.15198100532768,250,false,2.3016521658948488,5.4449549204650491,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50079,-431.41843836089333,250,false,0.84851921373663619,5.7133785312603544,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50080,-222.52012686644562,250,false,0.33053876832195778,7.5299835785871476,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50081,-181.03949888582682,250,false,0.30299356174788672,4.7777703369118329,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50082,-109.82162383666559,250,false,0.087237175767174394,2.9557292705126286,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50083,-188.37026042445771,250,false,0.15036351901673392,7.1137207430015392,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50084,-614.54397466313185,250,false,2.3944141027288639,2.1119323070769438,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50085,-278.13578241526079,250,false,0.51251004634786967,5.0583116938801203,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50086,-369.91599053112134,250,false,0.5024240591527902,9.6496999437854249,40,false
safety,A6c_gate_off_control,3,ood_compound,A6c_gate_off_control_train_seed_3,50087,-301.39077858927959,250,false,0.078265114869768324,2.1529366130413878,40,false
