episode,step,safety_infeasible,command_attempts,safety_certified_steps,safety_intervention_steps,safety_correction_sum,safety_correction_max
1,250,0,250,250,91,260.5873326806847,7.219227841776317
2,500,0,250,250,28,519.7797203923068,29.32837792078316
3,577,0,77,77,27,207.73744948678728,27.092842965621127
4,827,0,250,250,178,1296.4472093196694,31.4717398056819
5,1077,0,250,250,39,172.50390672952747,9.577696799107093
6,1327,0,250,250,27,66.65816210900645,5.847965717315674
7,1405,0,78,78,27,208.5433532243963,21.944498228853085
8,1540,0,135,135,33,456.0811029639869,32.61327956821968
9,1790,0,250,250,24,458.59250983018126,32.058997669036366
10,2040,0,250,250,39,72.91495006860139,7.821842775008106
11,2105,1,65,64,63,1228.2896813540335,31.515679848547524
12,2355,0,250,250,8,16.458750546607185,4.169501642470955
13,2605,0,250,250,103,1693.1443062541528,31.080020575552137
14,2855,0,250,250,97,1147.4011769632964,34.055297242531644
15,2921,0,66,66,21,46.89221665270331,5.346977110149131
16,3171,0,250,250,28,92.71245986157423,8.534352243290959
17,3421,0,250,250,49,992.5765501484439,32.587743474504556
18,3497,1,76,75,75,1420.4001648131452,30.044132996171548
19,3747,0,250,250,44,514.219791474069,30.983575228115363
20,3997,0,250,250,88,448.59852302789517,22.722496649235747
21,4096,0,99,99,17,371.2277185184255,29.902977121149792
22,4346,0,250,250,78,794.8170739635259,33.48992475681508
23,4596,0,250,250,17,72.32537071959835,9.73993073933924
24,4846,0,250,250,80,265.42632951641804,7.990521795354652
25,5096,0,250,250,67,661.3502109749121,28.051088955821584
26,5267,0,171,171,18,174.9582938955834,18.332513744696854
27,5517,0,250,250,58,667.1625700053568,30.25756532994709
28,5767,0,250,250,87,288.0518671662422,9.227363139599145
29,6017,0,250,250,42,121.93784440824781,9.424467094479533
30,6104,0,87,87,8,23.16110894553685,5.5430216789245605
31,6354,0,250,250,140,1524.510550703456,34.95011175344697
32,6604,0,250,250,28,344.95507529467477,22.110986337212914
33,6854,0,250,250,14,239.91044316245944,26.421106640416458
34,7104,0,250,250,59,294.7312275146049,16.08320941985633
35,7268,0,164,164,28,183.67631528821136,23.986783588480634
36,7518,0,250,250,68,491.2911124661639,17.496254266312437
37,7768,0,250,250,24,135.1372939371222,12.69296381480274
38,8005,0,237,237,17,122.42875016795901,17.722789522571496
39,8211,0,206,206,11,181.0780469137144,20.022191474197385
40,8461,0,250,250,17,113.43724469488048,10.945334521039479
41,8711,0,250,250,48,359.6782697803341,23.756964948688704
42,8961,0,250,250,138,699.8902684333899,28.562003306756463
43,9211,0,250,250,78,364.698065153686,24.560117984122904
44,9461,0,250,250,60,856.9434534729165,30.47223791273381
45,9711,0,250,250,56,585.4156742650734,28.28470563727749
46,9961,0,250,250,59,350.7852433638171,21.487290822900633
47,10211,0,250,250,0,0.0,0.0
48,10461,0,250,250,21,380.96545608198085,29.256248177089578
49,10711,0,250,250,15,233.8438098598854,19.145870165627947
50,10770,1,59,58,49,1099.182764776662,36.10996912322497
51,11020,0,250,250,3,7.384875373118955,4.806055296222005
52,11270,0,250,250,53,431.8762474623816,29.175326022469108
53,11520,0,250,250,84,282.2964723440585,20.28208041740307
54,11770,0,250,250,47,57.676812378658695,5.096724023983355
55,12020,0,250,250,28,102.9053830503152,7.258330418786425
56,12270,0,250,250,65,431.54209900532993,20.226941398533352
57,12520,0,250,250,27,223.72759260736615,27.389373561055546
58,12770,0,250,250,56,827.9157243302865,20.614361945321846
59,13020,0,250,250,144,837.0683021897478,25.743950888554895
60,13270,0,250,250,18,301.6846087325847,22.88682561254941
61,13520,0,250,250,21,137.68877888551117,10.85351126367442
62,13579,0,59,59,8,8.073860953002676,2.7451400735643063
63,13829,0,250,250,33,180.19259582362608,10.286269745972426
64,14079,0,250,250,44,521.0806680100458,20.084692598595577
65,14329,0,250,250,18,269.9153104717822,20.573719959257733
66,14579,0,250,250,50,808.8878401613456,24.623519597614223
67,14829,0,250,250,32,392.62712144329413,23.98748347813847
68,15079,0,250,250,69,1031.2638007599755,18.069025210529432
69,15329,0,250,250,28,92.79353300110172,5.987507456185657
70,15579,0,250,250,24,161.6917300469197,15.895837313853432
71,15829,0,250,250,86,193.97528636786254,6.699034961086901
72,16079,0,250,250,241,1189.6003817466278,27.609505436256025
73,16329,0,250,250,42,645.8138709915866,18.774354877353996
