scenario,controller,seed,reward,steps,success,final_distance,max_speed,max_command_torque,fault_seen
heldout,sac_train_seed_0,40000,-69.49895351216797,84,True,0.022121712305539006,9.878162035654256,40.0,False
heldout,sac_train_seed_0,40001,-51.324861349636606,50,True,0.04223516190491903,10.484803092844398,40.0,False
heldout,sac_train_seed_0,40002,-145.67002236059253,86,True,0.041452182019608166,17.589178600185914,40.0,False
heldout,sac_train_seed_0,40003,-85.7388674345909,85,True,0.04232562454821626,13.428210453795925,40.0,False
heldout,sac_train_seed_0,40004,-73.96636123439279,74,True,0.04888199545407254,13.450739685321468,40.0,False
heldout,sac_train_seed_0,40005,-89.16162304337308,250,False,0.05880675622342596,10.710560218257823,40.0,False
heldout,sac_train_seed_0,40006,-102.24059182755117,250,False,0.08451406532411149,10.883962175894975,40.0,False
heldout,sac_train_seed_0,40007,-61.873954608772266,73,True,0.04530448812675177,10.780837122080019,40.0,False
heldout,sac_train_seed_0,40008,-63.3128994297318,250,False,0.0785728057753463,6.783864449838252,40.0,False
heldout,sac_train_seed_0,40009,-26.09523008758415,61,True,0.04980265521704183,9.745730315662872,35.548057556152344,False
heldout,sac_train_seed_0,40010,-40.964366214598215,45,True,0.036699964068129684,7.484670744091275,40.0,False
heldout,sac_train_seed_0,40011,-51.98088631293817,250,False,0.057760829333327365,12.286040447799204,40.0,False
heldout,sac_train_seed_0,40012,-66.94725670760991,65,True,0.048633867940808956,9.740266635474935,40.0,False
heldout,sac_train_seed_0,40013,-87.21249513519925,68,True,0.02289785992339828,8.05520631848557,40.0,False
heldout,sac_train_seed_0,40014,-65.67005584772717,250,False,0.0682754478871829,6.897837228993985,40.0,False
heldout,sac_train_seed_0,40015,-93.40485379362683,250,False,0.10860431715753618,8.879825256735192,40.0,False
heldout,sac_train_seed_0,40016,-29.39844151285409,38,True,0.015659473765032933,5.591751071744859,31.981449127197266,False
heldout,sac_train_seed_0,40017,-42.88228522547855,42,True,0.01400567583441336,13.983645230555462,40.0,False
heldout,sac_train_seed_0,40018,-63.51743867001992,55,True,0.046502851746277336,9.926260274992531,40.0,False
heldout,sac_train_seed_0,40019,-20.94956659720345,40,True,0.027422401983663074,8.948041152849969,40.0,False
heldout,sac_train_seed_0,40020,-55.7995431525761,57,True,0.012378011752066882,9.26485803249395,40.0,False
heldout,sac_train_seed_0,40021,-83.61740673141344,250,False,0.11058970440732335,7.247645900746134,40.0,False
heldout,sac_train_seed_0,40022,-78.66731243362054,89,True,0.04463870369390963,11.483180527264588,40.0,False
heldout,sac_train_seed_0,40023,-97.91690585482345,66,True,0.03627718464705816,9.902816013824566,40.0,False
heldout,sac_train_seed_0,40024,-51.14021332832005,250,False,0.06033028522656446,7.016659723293809,38.7926025390625,False
heldout,sac_train_seed_0,40025,-84.10766983987725,69,True,0.0067443365148686036,9.010364226310664,40.0,False
heldout,sac_train_seed_0,40026,-29.688504430571477,44,True,0.04134055919755855,6.810254755742952,40.0,False
heldout,sac_train_seed_0,40027,-83.91371101668254,71,True,0.04864095349728263,11.075813661848638,40.0,False
heldout,sac_train_seed_0,40028,-22.306874428598903,30,True,0.039917260831991756,8.068063144457321,40.0,False
heldout,sac_train_seed_0,40029,-139.1733649741752,125,True,0.04989330421109658,12.622466549206367,40.0,False
heldout,sac_train_seed_0,40030,-65.9063287434449,61,True,0.0245435926020223,14.861007426674313,40.0,False
heldout,sac_train_seed_0,40031,-66.9229313382052,61,True,0.023068126050000894,9.41589309346925,40.0,False
heldout,sac_train_seed_0,40032,-20.294970504218533,67,True,0.04855553204108579,7.294514307606507,40.0,False
heldout,sac_train_seed_0,40033,-30.026833483946376,40,True,0.009760593882528189,7.573514764592733,40.0,False
heldout,sac_train_seed_0,40034,-56.02511225077415,250,False,0.05527556993587444,10.635780505431082,38.06084060668945,False
heldout,sac_train_seed_0,40035,-24.874043220260184,71,True,0.049271193609646616,6.525314709705966,40.0,False
heldout,sac_train_seed_0,40036,-125.76534878739955,250,False,0.18836209209056304,8.778896397993654,40.0,False
heldout,sac_train_seed_0,40037,-108.37326843339193,250,False,0.06759444025183708,17.972648267395073,40.0,False
heldout,sac_train_seed_0,40038,-79.78406636392774,250,False,0.07664189444723767,5.426387912863846,40.0,False
