scenario,controller,seed,reward,steps,success,final_distance,max_speed,max_command_torque,fault_seen
id_randomized_heldout,A5_train_seed_0,40000,-64.02986383521414,73,True,0.004284878378439673,4.478398196526763,40.0,False
id_randomized_heldout,A5_train_seed_0,40001,-109.5032567228868,94,True,0.016650059393825623,6.091797854589141,40.0,False
id_randomized_heldout,A5_train_seed_0,40002,-182.7412084086747,250,False,0.26853881102062904,5.181491140244585,40.0,False
id_randomized_heldout,A5_train_seed_0,40003,-135.89231038686924,250,False,0.18167257802050846,5.543503422054641,40.0,False
id_randomized_heldout,A5_train_seed_0,40004,-124.30841966318381,250,False,0.08728587438029631,5.0818714593339385,40.0,False
id_randomized_heldout,A5_train_seed_0,40005,-109.03187113657036,80,True,0.04784808792482213,3.3302460781157914,40.0,False
id_randomized_heldout,A5_train_seed_0,40006,-147.45274929201562,250,False,0.09234842242695779,3.9786783614296097,40.0,False
id_randomized_heldout,A5_train_seed_0,40007,-71.22233205941453,72,True,0.043504359169996794,2.80866199561497,40.0,False
id_randomized_heldout,A5_train_seed_0,40008,-44.648722652768214,62,True,0.04229144612468165,4.001287489638079,40.0,False
id_randomized_heldout,A5_train_seed_0,40009,-35.64100823882443,45,True,0.04635195649466742,4.1525054661934115,37.339683532714844,False
id_randomized_heldout,A5_train_seed_0,40010,-149.4257651377125,250,False,0.3218293085159528,7.157911891946362,40.0,False
id_randomized_heldout,A5_train_seed_0,40011,-64.64678887225917,250,False,0.0667788971951176,5.091071538188427,40.0,False
id_randomized_heldout,A5_train_seed_0,40012,-100.1320177684131,75,True,0.03465674429967993,3.3122453160814618,40.0,False
id_randomized_heldout,A5_train_seed_0,40013,-105.17904439150726,89,True,0.046575135064049214,4.840770031742124,40.0,False
id_randomized_heldout,A5_train_seed_0,40014,-71.97837065932245,80,True,0.048897109605519816,3.3086997249303405,40.0,False
id_randomized_heldout,A5_train_seed_0,40015,-278.80576256193484,250,False,0.7144244454899321,3.820462029336655,40.0,False
id_randomized_heldout,A5_train_seed_0,40016,-94.51796593184477,106,True,0.04824125521322739,2.1480599434111056,31.205690383911133,False
id_randomized_heldout,A5_train_seed_0,40017,-43.92445845606041,70,True,0.03572693251486791,7.117205779825047,40.0,False
id_randomized_heldout,A5_train_seed_0,40018,-83.72837029091063,83,True,0.049870595630165396,3.464398012024193,40.0,False
id_randomized_heldout,A5_train_seed_0,40019,-26.602093652502347,51,True,0.048386907151277025,5.62586395106888,40.0,False
id_randomized_heldout,A5_train_seed_0,40020,-80.52239562535041,250,False,0.07666268318976818,4.78984386750174,40.0,False
