scenario,controller,seed,steps,command_attempts,safety_infeasible,safety_certified_steps,safety_intervention_steps,unsafe_state_steps,safety_correction_mean,safety_correction_max,safety_correction_sum,safety_constraint_margin_min,uncertainty_scale_mean,uncertainty_scale_min,uncertainty_norm_mean,uncertainty_norm_max,raw_residual_norm_mean,gated_residual_norm_mean,context_latent_norm_mean,context_latent_norm_max
id_randomized_heldout,A5_train_seed_0,40042,101,101,False,101,45,0,6.337555077155052,24.879364087157498,640.0930627926602,-2.842170943040401e-14,1.0,1.0,0.0,0.0,7.09685020541636,7.09685020541636,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40043,102,102,False,102,46,0,2.592116341122698,14.9798203030878,264.3958667945152,-2.842170943040401e-14,1.0,1.0,0.0,0.0,6.540262018063642,6.540262018063642,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40044,68,68,False,68,49,0,4.230535944879719,14.43931377561937,287.6764442518209,-4.263256414560601e-14,1.0,1.0,0.0,0.0,7.586289348202048,7.586289348202048,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40045,78,78,False,78,52,0,3.7593252509802335,16.436446146843195,293.2273695764582,-2.842170943040401e-14,1.0,1.0,0.0,0.0,7.239658196776295,7.239658196776295,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40046,250,250,False,250,249,0,18.111555916844424,32.92998205586057,4527.888979211106,-3.552713678800501e-14,1.0,1.0,0.0,0.0,10.671833907157557,10.671833907157557,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40047,250,250,False,250,67,0,2.34585199457177,17.227328657907552,586.4629986429425,-3.552713678800501e-14,1.0,1.0,0.0,0.0,6.6204260918622015,6.6204260918622015,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40048,65,65,False,65,15,0,2.413857850099703,18.01811734838719,156.9007602564807,-5.3290705182007514e-14,1.0,1.0,0.0,0.0,4.784249140124736,4.784249140124736,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40049,250,250,False,250,65,0,3.885576835537553,26.528570636746178,971.3942088843883,-3.197442310920451e-14,1.0,1.0,0.0,0.0,7.663749958652304,7.663749958652304,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40050,103,103,False,103,95,0,3.9661924236254475,9.006382927148344,408.5178196334211,-2.842170943040401e-14,1.0,1.0,0.0,0.0,7.177330280638892,7.177330280638892,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40051,250,250,False,250,250,3,3.7777833485887267,11.047538198232479,944.4458371471817,-2.1316282072803006e-14,1.0,1.0,0.0,0.0,7.34869214773828,7.34869214773828,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40052,91,91,False,91,41,0,7.320002459733015,28.78552429976827,666.1202238357043,-1.4210854715202004e-14,1.0,1.0,0.0,0.0,7.647227251364454,7.647227251364454,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40053,250,250,False,250,37,0,0.9812181854938895,9.828449352657879,245.30454637347236,-4.263256414560601e-14,1.0,1.0,0.0,0.0,5.090137824608649,5.090137824608649,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40054,250,250,False,250,237,4,11.639664563252108,17.044858744190446,2909.916140813027,-1.4210854715202004e-14,1.0,1.0,0.0,0.0,8.294358401800409,8.294358401800409,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40055,64,64,False,64,19,0,6.19763227228532,32.71633288340743,396.6484654262605,-2.1316282072803006e-14,1.0,1.0,0.0,0.0,5.272809910826545,5.272809910826545,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40056,24,24,False,24,12,0,1.3035212473649258,3.6610538929278844,31.28450993675822,-1.4210854715202004e-14,1.0,1.0,0.0,0.0,5.9218906998047,5.9218906998047,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40057,76,77,True,76,76,0,26.646033152051398,32.2780017530236,2051.7445527079576,-5.205869376225628,1.0,1.0,0.0,0.0,10.106303147422702,10.106303147422702,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40058,250,250,False,250,250,0,8.709215467745755,10.185038693891618,2177.3038669364387,-4.263256414560601e-14,1.0,1.0,0.0,0.0,9.524725650387914,9.524725650387914,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40059,250,250,False,250,31,0,0.29159272076134196,3.2606650537135837,72.8981801903355,-2.1316282072803006e-14,1.0,1.0,0.0,0.0,6.07385574437415,6.07385574437415,0.0,0.0
id_randomized_heldout,A5_train_seed_0,40060,250,250,False,250,9,0,0.13661562367999866,8.733549164452409,34.153905919999666,-2.1316282072803006e-14,1.0,1.0,0.0,0.0,3.8852601089196477,3.8852601089196477,0.0,0.0
