episode,step,safety_infeasible,command_attempts,safety_certified_steps,safety_intervention_steps,safety_correction_sum,safety_correction_max
1,250,0,250,250,39,75.88069398904395,7.561483820460794
2,500,0,250,250,219,1896.1199215834354,32.683453955622944
3,750,0,250,250,65,213.96218191794438,11.88327150602091
4,1000,0,250,250,138,596.5822900702963,27.57144435853015
5,1250,0,250,250,205,1587.8154437449166,31.664325976002594
6,1500,0,250,250,167,957.644696769988,28.951566641544556
7,1591,0,91,91,26,89.13905189635294,15.587773845206035
8,1841,0,250,250,139,567.674537336285,11.05530446481962
9,1903,0,62,62,10,27.171931121560917,8.233572894018325
10,1961,0,58,58,21,328.7364451654124,30.92028193938738
11,2211,0,250,250,25,430.77224274406257,32.435230959549585
12,2461,0,250,250,138,518.4906677322838,8.405655572187703
13,2711,0,250,250,215,1723.2307029897358,30.260651218063927
14,2805,0,94,94,39,118.22656950070275,8.114806401885186
15,3055,0,250,250,81,289.9201846997875,9.6621373840749
16,3305,0,250,250,103,494.0147737876796,23.38356111175378
17,3338,1,33,32,31,835.3748337630017,62.783889790448875
18,3588,0,250,250,31,56.984792745802366,7.5878376960754395
19,3838,0,250,250,131,731.5761233604577,27.760944019453888
20,4088,0,250,250,59,1025.3465000913723,31.59388145765051
21,4338,0,250,250,98,484.0251959797092,28.006147730014856
22,4588,0,250,250,48,476.50064514419734,30.030966589076773
23,4838,0,250,250,98,337.550947136106,13.767440248951745
24,5088,0,250,250,100,402.37990885412216,16.654547352430715
25,5338,0,250,250,41,821.4188627642836,32.41492542936725
26,5588,0,250,250,43,690.4814414115767,32.957281981912935
27,5838,0,250,250,117,936.0299581013461,26.132576563110764
28,6088,0,250,250,39,576.1204197813621,32.31704284978721
29,6184,1,96,95,84,1214.5938367987703,30.654123105335316
30,6264,0,80,80,36,108.43604059742326,10.009341369662808
31,6514,0,250,250,59,1249.189689122448,32.33380325268286
32,6764,0,250,250,33,301.92433090213194,22.821792508317586
33,7014,0,250,250,100,1347.916525264795,23.078135630790943
34,7264,0,250,250,105,592.5614484576233,30.65247576525834
35,7514,0,250,250,17,348.41071118208674,32.031302370408596
36,7764,0,250,250,76,98.15967122482931,9.973410200500046
37,8014,0,250,250,44,89.54158648117429,8.041220514249817
38,8264,0,250,250,40,98.0184430343568,7.2451586191376895
39,8514,0,250,250,45,951.064384005923,31.169854556283443
40,8764,0,250,250,16,27.84141103057263,6.225103200274895
41,9014,0,250,250,58,574.9588187400938,25.18985703993904
42,9264,0,250,250,30,745.7771673089782,32.844249845572634
43,9514,0,250,250,24,162.70831508489897,15.935163409607647
44,9764,0,250,250,250,3792.2124112637657,37.57807038430938
45,9839,0,75,75,9,8.760784595657876,2.702331658254619
46,10089,0,250,250,218,1772.2084367697769,32.26601648893044
47,10339,0,250,250,63,174.06745149813477,6.44336426192132
48,10589,0,250,250,24,558.3316851291329,33.42838964602488
49,10839,0,250,250,1,0.11354570611755999,0.11354570611755999
50,10926,0,87,87,20,32.842543348068766,3.3005942793944643
51,11176,0,250,250,124,187.2079308577447,8.550685794895543
52,11390,0,214,214,1,0.627317765655484,0.627317765655484
53,11640,0,250,250,24,73.64654195287412,6.513769149780273
54,11890,0,250,250,34,681.3570720904343,31.655723854610727
55,12140,0,250,250,43,788.819427715204,27.32228094940528
56,12390,0,250,250,24,146.80869353095625,8.143297896977764
57,12640,0,250,250,37,318.67887588265665,22.74139600300299
58,12890,0,250,250,199,438.876866911382,7.997217655181885
59,13140,0,250,250,44,33.798973472339945,2.2230653972956254
60,13390,0,250,250,132,241.41355827062873,7.522907488168207
61,13640,0,250,250,65,471.4659659608083,17.51670757540273
62,13890,0,250,250,74,828.2881060377271,22.34759950088902
63,14140,0,250,250,28,141.61948896325808,20.185052022886975
64,14303,0,163,163,33,262.2550955539237,30.459828639076687
65,14553,0,250,250,28,309.33670367772345,29.503560052437624
66,14737,0,184,184,39,566.6571163245567,29.544848494910433
67,14987,0,250,250,22,278.46193426014855,29.830505525446288
68,15237,0,250,250,102,1168.924339392511,23.999151416379437
69,15281,0,44,44,4,4.704302607918606,3.1322090924143793
70,15531,0,250,250,138,265.68094657267864,5.611902107185251
71,15781,0,250,250,5,53.11838371277638,22.278513657275834
72,16031,0,250,250,27,126.00185519219329,20.1974010722472
73,16281,0,250,250,26,42.404587003987494,5.243667199334493
74,16456,0,175,175,27,431.3138971762498,22.864328937926377
75,16706,0,250,250,0,0.0,0.0
76,16956,0,250,250,29,184.29573204110645,28.74891419260471
77,17007,0,51,51,9,83.8175959913107,13.820335347206338
78,17257,0,250,250,28,485.6234333426778,24.41599321062082
79,17507,0,250,250,7,26.525583949220426,5.316367224486564
80,17757,0,250,250,75,344.1928885173881,16.874637876025044
81,18007,0,250,250,67,724.5310816002949,21.94534860584393
82,18257,0,250,250,29,242.95106251635556,29.040052178783352
83,18507,0,250,250,137,463.8854426226255,22.746463947215677
84,18757,0,250,250,7,21.0904799404415,5.410186359945001
85,19007,0,250,250,33,544.1049512049174,28.209233936880686
86,19257,0,250,250,29,346.4439989961576,19.763235285286807
87,19507,0,250,250,249,1170.8432465597145,8.738920718014292
88,19757,0,250,250,223,572.4792335054118,25.71477633145828
89,20007,0,250,250,34,469.5562780405075,28.477697842989805
90,20257,0,250,250,59,565.1029449199177,24.264749358973095
91,20343,0,86,86,3,12.708316148775253,4.963020722033425
92,20593,0,250,250,17,13.778791548970187,4.869073245237416
93,20843,0,250,250,66,1216.792153593696,30.50631319999302
94,21093,0,250,250,127,554.4028125940218,29.29604614672135
95,21343,0,250,250,50,393.21849272003914,13.291341181294403
96,21593,0,250,250,24,87.37585956146239,14.546518648815299
97,21843,0,250,250,39,777.3012416951308,30.7080267597558
98,22093,0,250,250,109,682.3909356523757,27.066295606398302
99,22343,0,250,250,48,308.5417133496087,19.01452935096208
100,22593,0,250,250,198,629.8833877085301,18.335106923187883
101,22843,0,250,250,30,623.9848433165649,30.916391459152194
102,23093,0,250,250,128,956.8020375906706,22.507301841557293
103,23343,0,250,250,237,614.4320359243269,17.894098759758354
104,23404,1,61,60,59,708.2405016494808,23.57470984818851
105,23473,0,69,69,19,190.9805631247915,18.07520985169471
106,23723,0,250,250,215,416.7945896618939,18.22519445387858
107,23973,0,250,250,53,153.96527463018586,6.503071139488567
108,24223,0,250,250,7,36.875300890180355,7.6176194221425515
109,24473,0,250,250,31,604.5059828017169,31.539556372891294
110,24723,0,250,250,63,118.27555737464917,10.33385939888071
111,24743,1,20,19,19,463.39541748619445,48.03854382358829
112,24993,0,250,250,25,32.986267647004134,4.837519566855451
113,25243,0,250,250,19,432.6079268062868,32.82123116816003
114,25493,0,250,250,117,1386.7946569355136,30.513595465349432
115,25743,0,250,250,66,1524.0307017812722,32.36628515742961
116,25821,0,78,78,14,164.05830365164965,21.546826394230976
117,26071,0,250,250,52,1231.3163634071145,30.319047004062554
118,26321,0,250,250,37,809.115022190498,28.281511236349992
119,26371,0,50,50,3,12.097432590700613,6.72147443304798
120,26621,0,250,250,24,65.46968376328928,8.725456360502768
121,26871,0,250,250,65,729.9155561178941,33.165158773885295
122,27026,0,155,155,46,306.2599275250361,20.29959558319353
123,27276,0,250,250,18,329.08556319421734,30.93285216797329
124,27327,1,51,50,50,1165.0817175084844,31.650980772486303
125,27577,0,250,250,229,3376.417112325082,24.01302553890989
126,27827,0,250,250,24,511.3060285489134,28.11837432159414
127,28077,0,250,250,94,390.19354216328884,6.9101846945991685
128,28327,0,250,250,97,236.34537185855595,11.541116153520498
